,Unnamed: 0,galex_objid,sdss_objid,u,g,r,i,z,nuv_mag,eu,eg,er,ei,ez,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,c,rs,pred
2807,9385,6.38097852992901e+18,1.23767891806159e+18,22.337411880500003,21.580820083600006,21.4513874054,21.563833236700006,21.3391113281,0.3204442561,0.2496879846,0.17273299399999995,0.1283591241,0.0954756066,22.6433753967,0.3059635162,1.0625553131,1.1919879913,1.07954216,1.3042640686,0.7565917969,0.8860244751,0.7735786438,0.9983005524,0.1294326782,0.016986846899999998,0.2417087555,-0.1124458313,0.1122760773,0.2247219086,1,0.0008081662,0
2909,9617,6.38020447696427e+18,1.23767892021281e+18,21.8635482788,21.2996520996,21.1777534485,21.1624698639,20.8972015381,0.1499451399,0.1168362349,0.08082676679999999,0.060062952300000014,0.0446758009,22.7548408508,0.891292572,1.4551887512,1.5770874023,1.5923709869,1.8576393127,0.5638961792,0.6857948303,0.7010784148999999,0.9663467407,0.1218986511,0.13718223570000002,0.4024505615,0.0152835846,0.2805519104,0.2652683258,1,0.0,0
3030,9972,6.38031002363809e+18,1.23767907966544e+18,25.041252136199997,21.3717861176,21.1843833923,21.12059021,22.159990310700003,0.1277570128,0.0995473936,0.0688664317,0.0511751361,0.0380649008,23.0579509735,-1.9833011627,1.6861648559,1.8735675812,1.9373607635,0.8979606628,3.6694660186,3.8568687439,3.9206619262,2.8812618255,0.1874027253,0.2511959076,-0.7882041931,0.0637931823,-0.9756069184,-1.0394001007,1,-0.0004600946,1
3138,10461,6.38097853637146e+18,1.2376793201644e+18,21.080329895,20.3194084167,20.358251571700002,20.1644592285,19.8981819153,0.4293598831,0.3345543146,0.231443122,0.1719870418,0.1279267669,21.1044178009,0.0240879059,0.7850093842,0.7461662292,0.9399585724,1.2062358856,0.7609214783,0.7220783233,0.9158706665,1.1821479797,-0.038843155,0.1549491882,0.4212265014,0.1937923432,0.4600696564,0.2662773132,1,0.0,1
3190,10793,6.38034521767386e+18,1.23767932392584e+18,22.187608718899998,21.667049408,21.5860271454,21.5386276245,21.576599121100006,0.1919872761,0.1495951861,0.1034892574,0.0769036114,0.0572021566,22.139917373699998,-0.0476913452,0.4728679657,0.5538902283,0.6012897492,0.5633182526,0.5205593109000001,0.6015815735,0.6489810944,0.6110095978,0.08102226259999999,0.1284217835,0.0904502869,0.0473995209,0.0094280243,-0.0379714966,1,-0.0002982795,1
3355,11487,2.91756083887631e+18,1.2376794350614e+18,22.6593322754,20.730791091900002,20.399362564100002,20.2178611755,20.1617889404,0.17652000489999994,0.1375431865,0.0951517448,0.0707079396,0.0525937192,23.5130767822,0.8537445068,2.7822856903,3.1137142181,3.2952156067,3.3512878418,1.9285411835,2.2599697113,2.4414710999,2.497543335,0.33142852780000004,0.5129299164,0.5690021515,0.1815013886,0.2375736237,0.0560722351,1,-0.0005611112000000001,0
3362,11510,2.90809624278441e+18,1.23767943559132e+18,23.833398819,21.5127792358,21.2759914398,21.2826480865,21.1123046875,0.1373797357,0.1070453525,0.07405348120000001,0.0550296716,0.0409319662,23.8896770477,0.0562782287,2.3768978119,2.6136856079,2.6070289612,2.7773723602,2.3206195832,2.5574073792,2.5507507325,2.7210941315,0.236787796,0.2301311493,0.4004745483,-0.0066566467,0.16368675230000002,0.17034339899999998,1,9.801144187804307e-05,0
3782,13929,6.37601758178286e+18,1.23767950324308e+18,21.185981750499998,20.7011871338,20.4477138519,20.394313812300002,20.324235916099997,0.2695108056,0.2100009918,0.14527770880000002,0.1079569086,0.0803001076,22.9930953979,1.8071136474,2.2919082641,2.545381546,2.5987815856,2.6688594818,0.4847946167,0.7382678986,0.7916679381999999,0.8617458344,0.2534732819,0.3068733215,0.3769512177,0.0534000396,0.1234779358,0.0700778962,1,-0.0001213557,0
3898,14561,6.37608796019072e+18,1.23767950485009e+18,20.6460800171,19.411157608,19.181722641,19.1010780334,18.807094574,0.5769193172,0.4495316446,0.3109838963,0.2310943753,0.1718917489,22.1923484802,1.5462684631,2.7811908722000003,3.0106258392000003,3.0912704468000003,3.3852539062,1.2349224091,1.4643573761000002,1.5450019837,1.8389854431,0.229434967,0.3100795746,0.6040630339999999,0.0806446076,0.374628067,0.29398345940000004,1,0.0,0
3984,15120,3.05154292779058e+18,1.23767954242752e+18,26.468599319499997,21.792699813800002,21.552892684899998,21.234365463299998,20.857334137,0.3866196871,0.3012514412,0.2084043473,0.1548667699,0.1151924282,23.9703826904,-2.4982166291,2.1776828766,2.4174900055,2.7360172271,3.1130485534,4.6758995057,4.915706634599999,5.2342338562,5.6112651825,0.2398071289,0.5583343505,0.9353656768,0.3185272216,0.6955585479,0.3770313263,1,-0.00040459,0
4209,16294,2.48225978739327e+18,1.23768024253071e+18,22.6530227661,21.0535488129,20.6954421997,20.5873413086,20.3668441772,0.6025304793999999,0.4694876671,0.3247894049,0.241353333,0.1795225441,24.149105071999998,1.4960823059,3.0955562591000003,3.4536628723,3.5617637634,3.7822608948,1.5994739532,1.9575805664,2.0656814575,2.2861785889,0.3581066132,0.4662075043,0.6867046357,0.1081008911,0.3285980225,0.2204971314,1,-0.0005682828,0
4483,17738,6.37672123271742e+18,1.23768027579797e+18,20.6844406128,20.1874542236,20.1213035583,20.027135849,19.8741569519,0.1897746623,0.1478711367,0.1022965685,0.07601731269999999,0.05654291440000001,22.8073158264,2.1228752136,2.6198616028,2.6860122681,2.7801799774,2.9331588745,0.4969863892,0.5631370545000001,0.6573047638,0.8102836609,0.06615066530000001,0.1603183746,0.3132972717,0.0941677093,0.2471466064,0.1529788971,1,0.0,1
4835,19812,4.52928655572285e+18,1.2376803316486e+18,23.3789234161,21.1247196198,20.6655292511,20.5417690277,20.3112220764,0.3359358311,0.2617589235,0.1810836196,0.1345645338,0.1000912935,23.920463562,0.5415401459,2.7957439422,3.2549343108999995,3.3786945343,3.6092414856,2.2542037963,2.713394165,2.8371543884,3.0677013397,0.4591903687,0.5829505921,0.8134975434,0.1237602234,0.3543071747,0.2305469513,1,-5.85125198995229e-05,0
4946,20158,2.41393173679676e+18,1.23764870350766e+18,21.871213913000002,20.6072616577,20.4289455414,20.5106773376,20.5162258148,0.1136399508,0.08854747560000001,0.06125673650000001,0.0455203205,0.0338587537,23.754322052,1.883108139,3.1470603943,3.3253765106,3.2436447144,3.2380962372,1.2639522553,1.4422683716,1.3605365753999998,1.3549880982,0.1783161163,0.0965843201,0.0910358429,-0.0817317962,-0.0872802734,-0.0055484772,1,-0.0017241857,0
5102,20405,2.92984018493663e+18,1.23764872014758e+18,22.9951858521,21.357749939,20.918334960899998,20.7342777252,20.6618938446,0.2751178443,0.2143699527,0.1483001411,0.1102029011,0.0819707066,24.7515735626,1.7563877105,3.3938236236000003,3.8332386017,4.0172958374,4.089679718,1.6374359131,2.0768508912,2.2609081269,2.3332920075,0.4394149781,0.6234722138000001,0.6958560944,0.1840572357,0.2564411163,0.07238388059999999,1,6.211671279743311e-05,0
5103,20406,2.92984018493663e+18,1.23764872014758e+18,22.9951858521,21.357749939,20.918334960899998,20.7342777252,20.6618938446,0.2751178443,0.2143699527,0.1483001411,0.1102029011,0.0819707066,24.7515735626,1.7563877105,3.3938236236000003,3.8332386017,4.0172958374,4.089679718,1.6374359131,2.0768508912,2.2609081269,2.3332920075,0.4394149781,0.6234722138000001,0.6958560944,0.1840572357,0.2564411163,0.07238388059999999,1,2.17573688132688e-06,0
5108,20415,2.92984018493663e+18,1.23764872014771e+18,22.5356807709,21.6764163971,21.5662879944,21.4738025665,21.5727329254,0.2762800157,0.215275526,0.1489266157,0.1106684357,0.08231697980000001,24.3861999512,1.8505191803,2.7097835541000004,2.8199119568,2.9123973847,2.8134670258,0.8592643738,0.9693927765,1.0618782044,0.9629478455,0.1101284027,0.2026138306,0.1036834717,0.0924854279,-0.006444931,-0.0989303589,1,0.0005923546,0
5140,20483,6.45921973333813e+18,1.23764872122185e+18,22.8677597046,21.7200870514,21.5948295593,21.388349533099998,20.793170929000002,0.2476028055,0.1929304302,0.13346837460000002,0.0991813093,0.07377267629999999,22.6025161743,-0.26524353030000003,0.8824291229000001,1.007686615,1.2141666412,1.8093452453,1.1476726532,1.2729301453,1.4794101715,2.0745887756,0.1252574921,0.3317375183,0.9269161224,0.2064800262,0.8016586303000001,0.5951786041,1,0.0010308489,0
5168,20535,2.41248917754112e+18,1.23764872229585e+18,22.7948989868,21.7085018158,21.4459552765,21.1480998993,20.828754425,0.2568811178,0.2001600116,0.1384697706,0.1028978825,0.07653711740000001,23.5478439331,0.7529449463,1.8393421173,2.1018886566,2.3997440338,2.7190895081,1.086397171,1.3489437103,1.6467990875,1.9661445618,0.2625465393,0.5604019164999999,0.8797473908,0.2978553772,0.6172008515,0.3193454743,1,0.0005036875,0
5169,20537,2.41248917754112e+18,1.23764872229585e+18,22.7948989868,21.7085018158,21.4459552765,21.1480998993,20.828754425,0.2568811178,0.2001600116,0.1384697706,0.1028978825,0.07653711740000001,23.5478439331,0.7529449463,1.8393421173,2.1018886566,2.3997440338,2.7190895081,1.086397171,1.3489437103,1.6467990875,1.9661445618,0.2625465393,0.5604019164999999,0.8797473908,0.2978553772,0.6172008515,0.3193454743,1,0.0003396065,0
5352,20927,6.37897303575443e+18,1.23765037102517e+18,19.0645427704,19.156879425,19.6231117249,19.9014587402,20.0729255676,0.105693914,0.0823559836,0.0569734871,0.0423374064,0.031491253500000004,18.838510513299997,-0.2260322571,-0.31836891170000003,-0.7846012116,-1.0629482269,-1.2344150543,-0.0923366546,-0.5585689545,-0.8369159698,-1.0083827972,-0.4662322999,-0.7445793152,-0.9160461426,-0.2783470153,-0.4498138427,-0.1714668274,1,0.0001883177,0
5566,21277,2.94940269581803e+18,1.2376517357663e+18,22.968639373800002,22.027683258099998,22.0645370483,21.941913604699998,21.543504715,0.1052009612,0.0819718763,0.0567077659,0.0421399474,0.0313443802,23.704996109,0.7363567352,1.6773128509,1.6404590607,1.7630825043,2.161491394,0.9409561157,0.9041023255,1.0267257691,1.4251346588,-0.0368537902,0.08576965339999999,0.4841785431,0.1226234436,0.5210323333,0.3984088897,1,-1.65926339832367e-05,0
5643,21444,3.82552874520203e+18,1.23765173737469e+18,23.643350601199998,21.881772995,21.7989120483,21.851503372199996,21.663894653299998,0.1102784351,0.0859282091,0.0594447367,0.0441738106,0.0328571983,24.174081802399996,0.5307312012,2.2923088074,2.3751697541,2.3225784302,2.5101871491,1.7615776062,1.8444385529,1.791847229,1.9794559479,0.0828609467,0.0302696228,0.2178783417,-0.0525913239,0.135017395,0.1876087189,1,7.895433373050759e-05,0
5656,21466,2.95084525507367e+18,1.23765173737672e+18,23.0303077698,21.5587482452,21.4425239563,21.6002388,21.4777908325,0.101815097,0.0793336332,0.0548826419,0.0407836847,0.0303355679,23.3716506958,0.341342926,1.8129024506,1.9291267395,1.7714118958,1.8938598633,1.4715595246000002,1.5877838135,1.4300689698,1.5525169372999998,0.1162242889,-0.0414905548,0.0809574127,-0.1577148437,-0.0352668762,0.1224479675,1,-0.0002381544,0
5831,21850,6.37879711926059e+18,1.23765175401821e+18,22.1457996368,21.031589508099998,20.5700817108,20.4829463959,19.8936519623,0.1138781309,0.0887330696,0.06138512860000001,0.0456157289,0.0339297205,22.4414577484,0.2956581116,1.4098682403,1.8713760376,1.9585113525,2.5478057861,1.1142101287,1.575717926,1.6628532409,2.2521476745,0.4615077973,0.5486431122,1.1379375458,0.0871353149,0.6764297484999999,0.5892944336,1,-0.000299693,0
6246,22649,2.94722126454719e+18,1.23765460586562e+18,22.4824352264,21.8026332855,21.8248348236,21.8614444733,21.7349891663,0.1902889311,0.1482718438,0.1025737748,0.0762233064,0.0566961393,23.39585495,0.9134197236,1.5932216645,1.5710201264,1.5344104767,1.6608657837,0.6798019409,0.6576004028,0.6209907531000001,0.7474460601,-0.0222015381,-0.05881118780000001,0.0676441192,-0.0366096497,0.0898456573,0.126455307,1,-1.9362201783224e-05,0
6349,22858,2.43036283856225e+18,1.23765487966952e+18,23.408367156999997,21.2991428375,21.0382823944,20.9141769409,20.8030338287,0.1675977111,0.1305909902,0.090342246,0.0671339706,0.0499353409,23.7490749359,0.3407077789,2.4499320984,2.7107925415,2.834897995,2.9460411072,2.1092243195,2.3700847626,2.4941902161,2.6053333283,0.2608604431,0.3849658966,0.4961090088,0.1241054535,0.2352485657,0.1111431122,1,0.0005664503,0
6537,23283,2.85106237562841e+18,1.23765549437275e+18,24.3891029358,21.639467239400002,21.3656768799,21.2584457397,20.8271427155,0.2478414774,0.19311639670000005,0.1335970312,0.0992769152,0.0738437846,23.994480133099998,-0.3946228027000001,2.3550128937,2.6288032532,2.7360343934,3.1673374176,2.7496356964,3.0234260559,3.1306571961,3.5619602203,0.2737903595,0.3810214997,0.8123245239,0.1072311402,0.5385341644,0.4313030242,1,-0.0005486791000000001,0
6730,23608,6.37404723332357e+18,1.23765740133568e+18,20.400209426900002,19.3275241852,19.0305919647,19.0542240143,18.9722480774,0.1591095626,0.1239770949,0.08576678480000001,0.063733913,0.0474063195,22.63215065,2.2319412231,3.3046264648,3.6015586853,3.5779266357,3.6599025726,1.0726852417,1.3696174622,1.3459854126,1.4279613495,0.2969322205,0.2733001709,0.3552761078,-0.0236320496,0.0583438873,0.0819759369,1,0.0002082018,0
6731,23610,6.37404723332357e+18,1.23765740133568e+18,20.400209426900002,19.3275241852,19.0305919647,19.0542240143,18.9722480774,0.1591095626,0.1239770949,0.08576678480000001,0.063733913,0.0474063195,22.63215065,2.2319412231,3.3046264648,3.6015586853,3.5779266357,3.6599025726,1.0726852417,1.3696174622,1.3459854126,1.4279613495,0.2969322205,0.2733001709,0.3552761078,-0.0236320496,0.0583438873,0.0819759369,1,0.0001611153,0
6893,24011,6.37907856417463e+18,1.23765849173819e+18,18.8956794739,18.9937000275,19.319538116500002,19.5333366394,19.7055187225,0.1785974801,0.1391619444,0.0962715894,0.0715401098,0.0532126985,19.0717010498,0.1760215759,0.0780010223,-0.2478370667,-0.4616355896,-0.6338176727,-0.0980205536,-0.4238586426,-0.6376571655,-0.8098392486,-0.325838089,-0.5396366119,-0.711818695,-0.2137985229,-0.385980606,-0.1721820831,1,-5.30408397025894e-05,0
6964,24177,3.1648717902887e+18,1.23765849280925e+18,20.6504230499,20.3530158997,20.2073249817,19.9743061066,19.857011795,0.1306780726,0.101823464,0.07044100019999999,0.0523452125,0.0389352217,22.6790122986,2.0285892487,2.3259963989,2.4716873169,2.704706192,2.8220005036,0.2974071502,0.4430980682,0.6761169432999999,0.7934112549,0.145690918,0.3787097931,0.4960041047,0.2330188751,0.3503131867,0.1172943116,1,-0.0001081206,0
7399,25157,3.85455585217532e+18,1.23766194863512e+18,20.530733108499998,19.8525314331,19.7084770203,19.7904186249,19.3891868591,0.0818822831,0.0638021231,0.0441380143,0.0327992737,0.0243966337,23.4849739075,2.954240799,3.6324424744,3.7764968872,3.6945552826,4.0957870484,0.6782016754000001,0.8222560882,0.7403144836,1.1415462494,0.1440544128,0.0621128082,0.463344574,-0.0819416046,0.31929016120000003,0.4012317658,1,0.0,1
7461,25343,3.80635326241362e+18,1.23766195024278e+18,22.5704479218,21.5620613098,21.5223426819,21.5818099976,21.3702545166,0.1424805522,0.111019887,0.0768030435,0.0570728928,0.0424517468,23.5717811584,1.0013332366,2.0097198486,2.0494384765,1.9899711608,2.2015266418,1.008386612,1.0481052399,0.9886379242,1.2001934052,0.0397186279,-0.0197486878,0.1918067932,-0.0594673157,0.1520881653,0.211555481,1,0.000488554,0
