,Unnamed: 0,galex_objid,sdss_objid,u,g,r,i,z,nuv_mag,eu,eg,er,ei,ez,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,c,rs,pred
1973,2914,6.3790434120148e+18,1.23766829391e+18,20.40275383,20.1272964478,20.490251541099997,20.7139434814,20.8750934601,0.0828818157,0.0645809472,0.0446768031,0.033199653,0.0246944427,19.9094295502,-0.4933242798,-0.21786689760000005,-0.5808219909000001,-0.8045139312,-0.9656639099,0.2754573822,-0.0874977111,-0.3111896514,-0.4723396301,-0.3629550933,-0.5866470336,-0.7477970123000001,-0.2236919403,-0.384841919,-0.1611499787,0,0.909643352,1
2010,2989,3.23003324759855e+18,1.23766829713234e+18,23.1274032593,21.2071876526,20.925842285199998,20.8067111969,21.0478878021,0.1049425527,0.0817705244,0.0565684699,0.0420364365,0.0312673859,23.6167926788,0.4893894195,2.4096050262,2.6909503936,2.8100814819,2.5689048767,1.9202156067,2.2015609741,2.3206920624,2.0795154572,0.2813453674,0.4004764557,0.1592998505,0.1191310883,-0.1220455169,-0.2411766052,0,6.7446179389999985,1
2139,3180,3.86796109794116e+18,1.237668299285e+18,22.1847858429,21.7312240601,21.582614898699997,21.648859024,21.1514644623,0.0760706812,0.059273757,0.0410053134,0.0304713417,0.022665079700000004,24.5223274231,2.3375415802,2.791103363,2.9397125244,2.8734683991,3.3708629608,0.4535617828,0.6021709442000001,0.5359268189,1.0333213806,0.1486091614,0.0823650361,0.5797595978,-0.0662441253,0.4311504364,0.4973945617,0,0.4296609461,1
2393,3612,6.37960632760638e+18,1.23766875670053e+18,21.2007026672,20.4066352844,19.9163188934,19.7321662903,19.7145843506,0.5591794848,0.4357088506,0.30142137410000003,0.223988384,0.16660620269999998,22.5852603912,1.384557724,2.1786251068,2.6689414978,2.8530941009,2.8706760406,0.7940673828,1.2843837738,1.4685363769,1.4861183166,0.490316391,0.6744689940999999,0.6920509337999999,0.1841526031,0.2017345428,0.0175819397,0,0.0040367092,0
2595,4000,6.37781198690688e+18,1.23767096484666e+18,20.8577976227,20.2820549011,19.7345409393,19.3739681244,19.0483169556,0.1303904504,0.101599358,0.070285961,0.0522300042,0.0388495252,21.4760608673,0.6182632446,1.1940059662,1.7415199280000002,2.1020927429,2.4277439117,0.5757427216,1.1232566834,1.4838294983000002,1.8094806671,0.5475139618,0.9080867767,1.2337379455,0.3605728149,0.6862239837,0.3256511688,0,0.6021511555,1
2596,4002,6.37781198690688e+18,1.23767096484666e+18,20.8577976227,20.2820549011,19.7345409393,19.3739681244,19.0483169556,0.1303904504,0.101599358,0.070285961,0.0522300042,0.0388495252,21.4760608673,0.6182632446,1.1940059662,1.7415199280000002,2.1020927429,2.4277439117,0.5757427216,1.1232566834,1.4838294983000002,1.8094806671,0.5475139618,0.9080867767,1.2337379455,0.3605728149,0.6862239837,0.3256511688,0,1.0560847521,1
2942,4705,3.78418710799766e+18,1.23767859647565e+18,22.3956127167,22.0511989594,21.9325275421,22.0874729156,21.708641052199997,0.1844637692,0.14373292029999998,0.0994337723,0.0738899484,0.0549605489,23.4171657562,1.0215530395,1.3659667968,1.4846382141,1.3296928406,1.708524704,0.3444137573,0.4630851746,0.3081398011,0.6869716645,0.1186714173,-0.0362739562,0.3425579072,-0.15494537349999998,0.2238864899,0.3788318634,0,6.7241134644,1
3049,4843,6.38101373899716e+18,1.23767859701966e+18,22.3414497375,22.0611476898,22.1399745941,22.2682723999,21.430185318,0.1286099851,0.1002120301,0.0693262219,0.051516812300000006,0.0383190438,21.9272880554,-0.4141616821,-0.13385963439999998,-0.2126865387,-0.34098434450000004,0.4971027374,0.2803020477,0.2014751434,0.0731773376,0.9112644195,-0.0788269043,-0.20712471010000005,0.6309623718,-0.1282978058,0.7097892761,0.8380870819,0,1.1565186977,1
3077,4886,6.37615831927122e+18,1.23767859754834e+18,21.552309036300002,21.1358776093,21.0774765015,20.9600543976,20.9213409424,0.2039603293,0.1589245051,0.1099432409,0.0816996098,0.0607694983,22.0303726196,0.4780635833,0.8944950103,0.9528961181,1.070318222,1.1090316772,0.416431427,0.4748325348,0.5922546387,0.6309680939,0.0584011078,0.1758232117,0.2145366669,0.1174221039,0.15613555910000002,0.0387134552,0,2.0462236404,1
3738,5741,6.37640455082004e+18,1.23767861847779e+18,22.7146816254,21.653963089,21.513212204000002,21.4205665588,21.142496109,0.2621463835,0.2042626739,0.1413079798,0.1050069705,0.0781058967,23.2902622223,0.5755805969,1.6362991333,1.7770500183000002,1.8696956635,2.1477661133000003,1.0607185364,1.2014694214,1.2941150666,1.5721855163999998,0.140750885,0.2333965302,0.51146698,0.0926456452,0.370716095,0.2780704498,0,0.9854033589,1
3893,5939,6.37615830423883e+18,1.23767861902521e+18,22.6462268829,21.7926273346,21.846912384,21.828220367399997,22.3365097046,0.2079501301,0.1620333344,0.1120939106,0.0832977891,0.0619582534,23.0305671692,0.3843402863,1.2379398346,1.1836547852,1.2023468018,0.6940574646,0.8535995483,0.7993144989000001,0.8180065154999999,0.3097171783,-0.054285049400000014,-0.0355930328,-0.54388237,0.0186920166,-0.4895973206,-0.5082893372,0,0.5986438394,1
4501,6721,2.91703307329497e+18,1.23767866035785e+18,21.432380676300003,20.9840373993,20.93009758,20.7473468781,20.6336479187,0.1024409831,0.0798213184,0.0552200191,0.041034393,0.0305220503,22.9809970856,1.5486164093,1.9969596863,2.0508995056,2.2336502075,2.3473491669,0.448343277,0.5022830963,0.6850337981999999,0.7987327576000001,0.0539398193,0.2366905212,0.3503894806,0.1827507019,0.2964496613,0.1136989594,0,1.8323602676,1
5211,7643,2.904366699343e+18,1.2376788257076e+18,22.491800308200002,21.684888839699997,21.5006809235,21.4333286285,21.2490653992,0.2651234269,0.2065823674,0.1429127306,0.1061994731,0.0789928958,24.2241001129,1.7322998047,2.5392112732,2.7234191894,2.7907714844,2.9750347137,0.8069114685,0.9911193847,1.0584716797,1.2427349090000002,0.1842079162,0.2515602112,0.4358234405,0.067352295,0.2516155243,0.1842632293,0,1.3218773603,0
5395,7900,4.48161173154248e+18,1.23767885900114e+18,21.195747375499998,20.8117580414,20.606750488299998,20.5968418121,20.4914360046,0.2950939238,0.2299351841,0.1590680927,0.1182046458,0.0879225433,23.072502136199997,1.8767547607,2.2607440948,2.4657516479,2.4756603241,2.5810661316,0.3839893341,0.5889968872,0.5989055634,0.7043113709000001,0.2050075531,0.2149162293,0.3203220368,0.0099086762,0.1153144837,0.1054058075,0,2.0674762726,1
5458,7992,6.38020445012283e+18,1.2376788595519e+18,22.771701812699998,21.6230831146,21.5957107544,21.6096248627,21.4811172485,0.2909789681,0.2267288417,0.1568499655,0.116556339,0.0866964981,21.989253997800002,-0.7824478148999999,0.3661708832,0.3935432434,0.3796291351,0.5081367493,1.1486186981,1.1759910583,1.16207695,1.2905845642,0.0273723602,0.0134582519,0.1419658661,-0.0139141083,0.1145935059,0.1285076142,0,5.3477592468,0
6538,9346,6.37605274897508e+18,1.23767890785586e+18,25.8681507111,21.7698173523,21.542022705100003,21.3677444458,21.2392692566,0.3374922872,0.2629716992,0.1819226146,0.1351879984,0.1005550325,23.094837188699998,-2.7733135224,1.3250198364,1.5528144836000002,1.7270927428999998,1.8555679321,4.0983333588,4.326128006,4.5004062653,4.6288814545,0.2277946472,0.4020729065,0.5305480957,0.1742782593,0.3027534485,0.1284751892,0,1.2763800621,1
6566,9387,6.38097852992901e+18,1.23767891806159e+18,22.337411880500003,21.580820083600006,21.4513874054,21.563833236700006,21.3391113281,0.3204442561,0.2496879846,0.17273299399999995,0.1283591241,0.0954756066,22.6433753967,0.3059635162,1.0625553131,1.1919879913,1.07954216,1.3042640686,0.7565917969,0.8860244751,0.7735786438,0.9983005524,0.1294326782,0.016986846899999998,0.2417087555,-0.1124458313,0.1122760773,0.2247219086,0,5.9941282272,0
6567,9389,6.38097852992901e+18,1.23767891806159e+18,22.337411880500003,21.580820083600006,21.4513874054,21.563833236700006,21.3391113281,0.3204442561,0.2496879846,0.17273299399999995,0.1283591241,0.0954756066,22.6433753967,0.3059635162,1.0625553131,1.1919879913,1.07954216,1.3042640686,0.7565917969,0.8860244751,0.7735786438,0.9983005524,0.1294326782,0.016986846899999998,0.2417087555,-0.1124458313,0.1122760773,0.2247219086,0,1.2679878473,0
6929,9975,6.38031002363809e+18,1.23767907966544e+18,25.041252136199997,21.3717861176,21.1843833923,21.12059021,22.159990310700003,0.1277570128,0.0995473936,0.0688664317,0.0511751361,0.0380649008,23.0579509735,-1.9833011627,1.6861648559,1.8735675812,1.9373607635,0.8979606628,3.6694660186,3.8568687439,3.9206619262,2.8812618255,0.1874027253,0.2511959076,-0.7882041931,0.0637931823,-0.9756069184,-1.0394001007,0,1.4515733719,1
7118,10221,2.59273871595353e+18,1.23767925413485e+18,23.420976638800006,21.912378311199998,21.2620601654,20.8551235199,20.8012561798,0.0958419591,0.0746794045,0.051662866,0.0383910462,0.028555886800000006,24.6751728058,1.254196167,2.7627944946,3.4131126404,3.8200492859,3.873916626,1.5085983276,2.1589164734,2.5658531189,2.6197204590000003,0.6503181458,1.0572547913,1.1111221314,0.4069366455,0.4608039856,0.0538673401,0,0.11116492,0
7589,10796,6.38034521767386e+18,1.23767932392584e+18,22.187608718899998,21.667049408,21.5860271454,21.5386276245,21.576599121100006,0.1919872761,0.1495951861,0.1034892574,0.0769036114,0.0572021566,22.139917373699998,-0.0476913452,0.4728679657,0.5538902283,0.6012897492,0.5633182526,0.5205593109000001,0.6015815735,0.6489810944,0.6110095978,0.08102226259999999,0.1284217835,0.0904502869,0.0473995209,0.0094280243,-0.0379714966,0,1.2431169748,1
7666,10902,6.38090818373341e+18,1.23767932393731e+18,25.5026473999,22.6855697632,22.184530258200002,20.4290847778,19.7216148376,0.1126166433,0.0877501294,0.06070513280000001,0.0451104194,0.0335538648,21.922742843600002,-3.5799045563,-0.7628269195999999,-0.2617874146,1.4936580658,2.201128006,2.8170776367,3.3181171417,5.0735626221,5.7810325623,0.501039505,2.2564849854,2.9639549256,1.7554454804,2.4629154206,0.7074699402,0,0.7603291273,1
8117,11488,2.91756083887631e+18,1.2376794350614e+18,22.6593322754,20.730791091900002,20.399362564100002,20.2178611755,20.1617889404,0.17652000489999994,0.1375431865,0.0951517448,0.0707079396,0.0525937192,23.5130767822,0.8537445068,2.7822856903,3.1137142181,3.2952156067,3.3512878418,1.9285411835,2.2599697113,2.4414710999,2.497543335,0.33142852780000004,0.5129299164,0.5690021515,0.1815013886,0.2375736237,0.0560722351,0,1.3477317095,1
8133,11511,2.90809624278441e+18,1.23767943559132e+18,23.833398819,21.5127792358,21.2759914398,21.2826480865,21.1123046875,0.1373797357,0.1070453525,0.07405348120000001,0.0550296716,0.0409319662,23.8896770477,0.0562782287,2.3768978119,2.6136856079,2.6070289612,2.7773723602,2.3206195832,2.5574073792,2.5507507325,2.7210941315,0.236787796,0.2301311493,0.4004745483,-0.0066566467,0.16368675230000002,0.17034339899999998,0,1.3771297932,1
10132,13930,6.37601758178286e+18,1.23767950324308e+18,21.185981750499998,20.7011871338,20.4477138519,20.394313812300002,20.324235916099997,0.2695108056,0.2100009918,0.14527770880000002,0.1079569086,0.0803001076,22.9930953979,1.8071136474,2.2919082641,2.545381546,2.5987815856,2.6688594818,0.4847946167,0.7382678986,0.7916679381999999,0.8617458344,0.2534732819,0.3068733215,0.3769512177,0.0534000396,0.1234779358,0.0700778962,0,1.274818182,1
10440,14322,6.37601754205442e+18,1.23767950431493e+18,22.512599945100003,21.1230621338,20.4001903534,19.6016349792,19.496799469000003,0.2029686719,0.1581518203,0.1094086915,0.0813023821,0.0604740381,22.372144699099998,-0.140455246,1.2490825653,1.9719543457,2.7705097199,2.8753452301,1.3895378113,2.1124095917,2.9109649659,3.0158004761000003,0.7228717804000001,1.5214271546,1.6262626647999998,0.7985553742,0.9033908844,0.1048355102,0,0.6629424691,1
11118,15123,3.05154292779058e+18,1.23767954242752e+18,26.468599319499997,21.792699813800002,21.552892684899998,21.234365463299998,20.857334137,0.3866196871,0.3012514412,0.2084043473,0.1548667699,0.1151924282,23.9703826904,-2.4982166291,2.1776828766,2.4174900055,2.7360172271,3.1130485534,4.6758995057,4.915706634599999,5.2342338562,5.6112651825,0.2398071289,0.5583343505,0.9353656768,0.3185272216,0.6955585479,0.3770313263,0,4.3104724883999985,1
12066,16297,2.48225978739327e+18,1.23768024253071e+18,22.6530227661,21.0535488129,20.6954421997,20.5873413086,20.3668441772,0.6025304793999999,0.4694876671,0.3247894049,0.241353333,0.1795225441,24.149105071999998,1.4960823059,3.0955562591000003,3.4536628723,3.5617637634,3.7822608948,1.5994739532,1.9575805664,2.0656814575,2.2861785889,0.3581066132,0.4662075043,0.6867046357,0.1081008911,0.3285980225,0.2204971314,0,1.0372664928,1
12987,17427,6.37619348861092e+18,1.2376802720362e+18,22.6193695068,21.7395076752,21.3996200562,21.6251354218,21.042181015,0.2181913257,0.17001320420000002,0.1176143438,0.0874000639,0.06500958650000001,22.745775222800003,0.126405716,1.0062675476,1.3461551666,1.120639801,1.7035942078,0.8798618316,1.2197494506,0.994234085,1.5771884918,0.339887619,0.1143722534,0.6973266602,-0.2255153656,0.3574390412,0.5829544068,0,0.0040355627,1
14955,19813,4.52928655572285e+18,1.2376803316486e+18,23.3789234161,21.1247196198,20.6655292511,20.5417690277,20.3112220764,0.3359358311,0.2617589235,0.1810836196,0.1345645338,0.1000912935,23.920463562,0.5415401459,2.7957439422,3.2549343108999995,3.3786945343,3.6092414856,2.2542037963,2.713394165,2.8371543884,3.0677013397,0.4591903687,0.5829505921,0.8134975434,0.1237602234,0.3543071747,0.2305469513,0,1.0613293648,1
15190,20159,2.41393173679676e+18,1.23764870350766e+18,21.871213913000002,20.6072616577,20.4289455414,20.5106773376,20.5162258148,0.1136399508,0.08854747560000001,0.06125673650000001,0.0455203205,0.0338587537,23.754322052,1.883108139,3.1470603943,3.3253765106,3.2436447144,3.2380962372,1.2639522553,1.4422683716,1.3605365753999998,1.3549880982,0.1783161163,0.0965843201,0.0910358429,-0.0817317962,-0.0872802734,-0.0055484772,0,2.3608548641,1
15223,20257,6.37893788144501e+18,1.23764870457917e+18,22.6427307129,20.9572963715,20.4669876099,20.1574649811,19.8038387299,0.1007619128,0.0785130039,0.05431493,0.0403618142,0.0300217755,21.8802776337,-0.7624530792,0.9229812622,1.4132900238,1.7228126525999998,2.0764389038,1.6854343414,2.1757431030000003,2.4852657318,2.8388919830000003,0.4903087616,0.7998313904000001,1.1534576416,0.3095226288,0.66314888,0.3536262512,0,0.0041532526,1
15282,20410,2.92984018493663e+18,1.23764872014758e+18,22.9951858521,21.357749939,20.918334960899998,20.7342777252,20.6618938446,0.2751178443,0.2143699527,0.1483001411,0.1102029011,0.0819707066,24.7515735626,1.7563877105,3.3938236236000003,3.8332386017,4.0172958374,4.089679718,1.6374359131,2.0768508912,2.2609081269,2.3332920075,0.4394149781,0.6234722138000001,0.6958560944,0.1840572357,0.2564411163,0.07238388059999999,0,0.5433045625999999,1
15283,20413,2.92984018493663e+18,1.23764872014758e+18,22.9951858521,21.357749939,20.918334960899998,20.7342777252,20.6618938446,0.2751178443,0.2143699527,0.1483001411,0.1102029011,0.0819707066,24.7515735626,1.7563877105,3.3938236236000003,3.8332386017,4.0172958374,4.089679718,1.6374359131,2.0768508912,2.2609081269,2.3332920075,0.4394149781,0.6234722138000001,0.6958560944,0.1840572357,0.2564411163,0.07238388059999999,0,0.5433045625999999,1
15285,20416,2.92984018493663e+18,1.23764872014771e+18,22.5356807709,21.6764163971,21.5662879944,21.4738025665,21.5727329254,0.2762800157,0.215275526,0.1489266157,0.1106684357,0.08231697980000001,24.3861999512,1.8505191803,2.7097835541000004,2.8199119568,2.9123973847,2.8134670258,0.8592643738,0.9693927765,1.0618782044,0.9629478455,0.1101284027,0.2026138306,0.1036834717,0.0924854279,-0.006444931,-0.0989303589,0,1.0541441441,1
