,galex_objid,sdss_objid,u,g,r,i,z,nuv_mag,eu,eg,er,ei,ez,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,c,rs,pred
5998,2.91847563255061e+18,1.2376786190336e+18,22.698074340799998,21.8750915527,21.7170448303,21.7544002533,21.9327697754,0.0845999122,0.0659196749,0.0456029251,0.0338878632,0.025206344199999998,23.6760425568,0.977968216,1.8009510040999999,1.9589977265,1.9216423034999999,1.7432727813999997,0.8229827881,0.9810295105,0.9436740875,0.7653045654,0.1580467224,0.1206912994,-0.0576782227,-0.037355423,-0.2157249451,-0.1783695221,0,-0.0001431643,0
6001,2.91492201096964e+18,1.2376786190338e+18,22.1653594971,20.936347961400003,20.8054504395,20.7303733826,20.9554576874,0.0980209336,0.0763772503,0.052837427699999995,0.0392638706,0.0292051062,23.4189281464,1.2535686493,2.482580185,2.6134777069,2.6885547638,2.4634704590000003,1.2290115357,1.3599090576,1.4349861144999998,1.2099018097,0.1308975219,0.2059745788,-0.019109726,0.07507705690000001,-0.1500072479,-0.2250843048,0,-0.0006972848,0
6002,2.91492201096964e+18,1.2376786190338e+18,22.1653594971,20.936347961400003,20.8054504395,20.7303733826,20.9554576874,0.0980209336,0.0763772503,0.052837427699999995,0.0392638706,0.0292051062,23.4189281464,1.2535686493,2.482580185,2.6134777069,2.6885547638,2.4634704590000003,1.2290115357,1.3599090576,1.4349861144999998,1.2099018097,0.1308975219,0.2059745788,-0.019109726,0.07507705690000001,-0.1500072479,-0.2250843048,0,-0.0007703825,0
6003,2.91492201096964e+18,1.2376786190338e+18,22.1653594971,20.936347961400003,20.8054504395,20.7303733826,20.9554576874,0.0980209336,0.0763772503,0.052837427699999995,0.0392638706,0.0292051062,23.4189281464,1.2535686493,2.482580185,2.6134777069,2.6885547638,2.4634704590000003,1.2290115357,1.3599090576,1.4349861144999998,1.2099018097,0.1308975219,0.2059745788,-0.019109726,0.07507705690000001,-0.1500072479,-0.2250843048,0,-0.0006972848,0
6004,2.91492201096964e+18,1.2376786190338e+18,22.1653594971,20.936347961400003,20.8054504395,20.7303733826,20.9554576874,0.0980209336,0.0763772503,0.052837427699999995,0.0392638706,0.0292051062,23.4189281464,1.2535686493,2.482580185,2.6134777069,2.6885547638,2.4634704590000003,1.2290115357,1.3599090576,1.4349861144999998,1.2099018097,0.1308975219,0.2059745788,-0.019109726,0.07507705690000001,-0.1500072479,-0.2250843048,0,-0.0007703825,0
6009,2.91488682659756e+18,1.23767861903426e+18,22.282829284699996,20.952001571700002,20.630241394000002,20.5870704651,20.6749458313,0.0988089517,0.0769912675,0.0532622039,0.0395795256,0.0294398945,23.2970485687,1.0142192840000002,2.345046997,2.6668071747,2.7099781036,2.6221027374,1.330827713,1.6525878907,1.6957588196000002,1.6078834534,0.3217601777,0.36493110659999994,0.2770557404,0.043170928899999995,-0.044704437300000004,-0.08787536619999999,0,-0.0006689675999999999,0
6010,2.91734973264377e+18,1.23767861903458e+18,21.9732551575,20.661769866900002,20.4403324127,20.329389572100002,20.2237739563,0.1028080359,0.0801073238,0.0554178767,0.0411814228,0.0306314118,23.437494278000003,1.4642391205,2.7757244111,2.9971618653,3.1081047058999998,3.2137203217000003,1.3114852906,1.5329227447999998,1.6438655854,1.7494812012,0.22143745420000002,0.33238029480000003,0.43799591060000004,0.11094284060000001,0.21655845640000002,0.1056156158,0,-0.0003020805,0
6011,2.91485164222546e+18,1.23767861903491e+18,21.420209884600002,20.602529525799998,20.2578868866,20.2168331146,20.1509227753,0.0922594219,0.0718879178,0.0497317277,0.0369560048,0.0274884775,22.6526851654,1.2324752808,2.0501556396000002,2.3947982787999997,2.4358520508000003,2.5017623901,0.8176803588,1.162322998,1.20337677,1.2692871093,0.34464263920000004,0.3856964112,0.4516067505,0.041053772,0.10696411130000001,0.0659103393,0,-0.0008076721000000001,0
6012,2.91485164222547e+18,1.23767861903511e+18,22.9907169342,21.0429649353,20.8725605011,20.6162910461,20.8832569122,0.10252292449999999,0.0798851699,0.0552641898,0.041067216499999996,0.030546464,22.9190444946,-0.0716724396,1.8760795593000001,2.0464839935,2.3027534485,2.0357875824000002,1.9477519988999998,2.1181564331000002,2.3744258881,2.1074600219999997,0.1704044342,0.42667388920000004,0.1597080231,0.256269455,-0.0106964111,-0.2669658661,0,-0.0004067529,0
6016,6.38023966777882e+18,1.23767861903524e+18,22.707616806,22.237504959099997,22.010892868000003,21.8703269958,21.6431427002,0.09938744460000001,0.0774420276,0.053574033099999994,0.0398112498,0.0296122544,21.8458213806,-0.8617954254000001,-0.3916835785,-0.1650714874,-0.0245056152,0.20267868039999998,0.47011184689999996,0.696723938,0.8372898101999999,1.0644741058,0.2266120911,0.36717796329999997,0.5943622589,0.1405658722,0.3677501678,0.22718429559999997,0,-0.0010322036,1
6018,2.91685715143453e+18,1.23767861903544e+18,22.6305732727,21.5317211151,21.4618320465,21.339042663599997,20.8381290436,0.10085032880000001,0.078581892,0.05436259139999999,0.0403972305,0.0300481189,23.4711170197,0.840543747,1.9393959046,2.0092849731999998,2.1320743561,2.6329879761000003,1.0988521576,1.1687412262,1.2915306091,1.7924442291,0.0698890686,0.1926784515,0.6935920715,0.1227893829,0.6237030029,0.50091362,0,-0.0002471696,1
6019,2.91685715143453e+18,1.23767861903544e+18,22.6305732727,21.5317211151,21.4618320465,21.339042663599997,20.8381290436,0.10085032880000001,0.078581892,0.05436259139999999,0.0403972305,0.0300481189,23.4711170197,0.840543747,1.9393959046,2.0092849731999998,2.1320743561,2.6329879761000003,1.0988521576,1.1687412262,1.2915306091,1.7924442291,0.0698890686,0.1926784515,0.6935920715,0.1227893829,0.6237030029,0.50091362,0,-0.0006070712,1
6020,2.91685715143453e+18,1.23767861903544e+18,22.6305732727,21.5317211151,21.4618320465,21.339042663599997,20.8381290436,0.10085032880000001,0.078581892,0.05436259139999999,0.0403972305,0.0300481189,23.4711170197,0.840543747,1.9393959046,2.0092849731999998,2.1320743561,2.6329879761000003,1.0988521576,1.1687412262,1.2915306091,1.7924442291,0.0698890686,0.1926784515,0.6935920715,0.1227893829,0.6237030029,0.50091362,0,-0.0002471696,1
6021,2.91685715143453e+18,1.23767861903544e+18,22.6305732727,21.5317211151,21.4618320465,21.339042663599997,20.8381290436,0.10085032880000001,0.078581892,0.05436259139999999,0.0403972305,0.0300481189,23.4711170197,0.840543747,1.9393959046,2.0092849731999998,2.1320743561,2.6329879761000003,1.0988521576,1.1687412262,1.2915306091,1.7924442291,0.0698890686,0.1926784515,0.6935920715,0.1227893829,0.6237030029,0.50091362,0,-0.0006070712,1
6027,6.47505270077811e+18,1.23767861903635e+18,21.848728179899997,20.7942123413,20.3223133087,20.277292251600002,20.2111339569,0.1847777963,0.1439775974,0.09960304199999999,0.0740157291,0.0550541058,23.6084480286,1.7597198487,2.8142356873,3.2861347199,3.3311557769999998,3.3973140717000003,1.0545158386,1.5264148712,1.5714359283000001,1.637594223,0.4718990326,0.5169200897,0.5830783843999999,0.0450210571,0.11117935179999999,0.0661582947,0,-0.000458499,0
6035,2.91291650176058e+18,1.23767861903734e+18,22.9575939178,21.0572319031,20.7182350159,20.619808197,20.538793563800002,0.1184314489,0.0922809839,0.0638395548,0.047439631100000004,0.0352863707,23.2665996552,0.3090057374,2.2093677521,2.5483646393,2.6467914582,2.7278060913999997,1.9003620147,2.2393589018999998,2.3377857208,2.418800354,0.3389968872,0.4374237061,0.5184383393,0.0984268189,0.1794414521,0.0810146332,0,-0.00023649919999999997,0
6036,2.91302205487685e+18,1.23767861903753e+18,21.9603729248,20.8542346954,20.4274997711,20.3418693542,20.2527389526,0.1227496266,0.095645681,0.0661672354,0.0491693467,0.036572963,23.450973510700003,1.4906005859,2.5967388153,3.0234737396,3.1091041565,3.1982345581000002,1.1061382294,1.5328731537,1.6185035706,1.7076339722,0.4267349243,0.5123653412,0.6014957428000001,0.08563041689999999,0.17476081850000003,0.0891304016,0,4.8016700020525604e-05,0
6038,2.91302205487685e+18,1.23767861903766e+18,21.7845458984,20.6880741119,20.3885326385,20.3543281555,20.528932571400002,0.1242499426,0.0968147144,0.0669759735,0.0497703254,0.0370199792,23.3568477631,1.5723018647,2.6687736512,2.9683151245999997,3.0025196076,2.8279151917000003,1.0964717865,1.3960132599000001,1.4302177428999998,1.255613327,0.2995414734,0.3337459564,0.1591415405,0.034204483,-0.1403999329,-0.1746044159,0,-0.0007250497,0
6039,2.91302205487684e+18,1.23767861903766e+18,22.573776245100003,21.856121063200003,21.6831264496,21.71900177,21.2788906097,0.12622408570000002,0.0983529538,0.06804011759999999,0.05056110019999999,0.037608169,24.057153701799997,1.4833774566999998,2.2010326386,2.3740272522,2.3381519318,2.7782630921,0.7176551819,0.8906497955,0.8547744751,1.2948856354,0.17299461359999999,0.1371192932,0.5772304535,-0.0358753204,0.4042358399,0.4401111603,0,-0.0002062099,1
6040,6.38027483819226e+18,1.23767861903766e+18,22.9072036743,21.9075469971,21.5618591309,21.328899383499998,21.680074691799998,0.11415713279999999,0.0889504626,0.061535518600000005,0.0457274839,0.0340128466,22.8036823273,-0.10352134699999999,0.8961353301999999,1.2418231964,1.4747829438,1.1236076355,0.9996566772,1.3453445434,1.5783042908000002,1.2271289825,0.34568786619999997,0.5786476135999999,0.2274723053,0.23295974739999997,-0.1182155609,-0.3511753083,0,-0.00045599029999999997,0
6054,6.38027486718329e+18,1.23767861903897e+18,21.6142253876,21.0763816833,21.2148742676,21.4185333252,21.612184524499998,0.17117550969999998,0.1333788037,0.0922708362,0.0685671195,0.051001340199999995,21.279731750499998,-0.3344936371,0.20335006719999998,0.0648574829,-0.1388015747,-0.332452774,0.5378437043,0.39935112,0.19569206239999998,0.0020408631,-0.1384925843,-0.34215164189999997,-0.5358028412,-0.20365905760000003,-0.3973102569,-0.1936511993,0,-0.0004246111,0
6063,6.38027489510058e+18,1.23767861904035e+18,21.895204544099997,21.2890758514,21.1822853088,21.0543556213,20.876594543499998,0.090091981,0.0701990649,0.048563387199999995,0.0360877998,0.0268426929,23.2122516632,1.3170471191,1.9231758118,2.0299663544,2.1578960419,2.3356571197,0.6061286927,0.7129192353,0.8408489228,1.0186100006,0.1067905426,0.2347202301,0.4124813079,0.1279296875,0.3056907653,0.1777610778,0,0.0001240997,1
6064,6.38027489402683e+18,1.23767861904035e+18,23.2911911011,21.379447937000002,21.1313495636,20.9649600983,20.8764514923,0.0908709392,0.070806019,0.0489832759,0.0363998227,0.0270747822,22.9941482544,-0.29704284670000003,1.6147003174,1.8627986908,2.0291881561,2.1176967621,1.9117431641,2.1598415375,2.3262310028,2.4147396088,0.2480983734,0.4144878387,0.5029964446999999,0.16638946529999998,0.2548980713,0.08850860599999999,0,-0.00019070479999999998,0
6071,6.37742487720952e+18,1.23767861904101e+18,23.206686019899998,21.9635372162,20.5089187622,19.715965270999998,19.288722991900002,0.0965550542,0.07523504639999999,0.0520472564,0.0386766903,0.028768351299999998,22.507701873800002,-0.6989841461,0.5441646576,1.9987831115999999,2.7917366028,3.2189788819,1.2431488037,2.6977672577,3.4907207489,3.917963028,1.454618454,2.2475719452000003,2.6748142243,0.7929534912,1.2201957703,0.42724227909999996,0,3.2415e-05,1
6075,2.48271718423043e+18,1.23767861904146e+18,21.946910858200003,21.3925189972,21.2972793579,21.231428146400003,21.0642375946,0.1229431331,0.09579645839999999,0.0662715435,0.0492468625,0.0366306193,22.9040031433,0.9570922851000001,1.5114841461000001,1.6067237853999998,1.6725749968999999,1.8397655487,0.554391861,0.6496315003,0.7154827118000001,0.8826732636,0.0952396393,0.1610908508,0.3282814026,0.0658512115,0.23304176329999998,0.1671905518,0,9.53387134359218e-05,1
6082,6.37742492767539e+18,1.23767861904336e+18,19.2026004791,18.0573863983,17.959104538,17.9493083954,18.024066925,0.14464890960000001,0.11270944769999999,0.0779718757,0.0579414591,0.043097801500000005,21.1579875946,1.9553871155000002,3.1006011963,3.1988830566,3.2086791992,3.1339206695999997,1.1452140808,1.2434959411,1.2532920837000001,1.1785335541,0.0982818603,0.1080780029,0.0333194733,0.0097961426,-0.064962387,-0.0747585296,0,-0.0005115082,0
6097,6.37742496310887e+18,1.23767861904514e+18,22.4739151001,20.904407501199998,20.649475097699998,20.586782455399998,20.4277000427,0.10287155210000001,0.08015681059999999,0.0554521121,0.0412068628,0.030650336299999997,22.7103595734,0.23644447329999999,1.8059520722,2.0608844757,2.123577118,2.2826595306999997,1.5695075988999998,1.8244400024,1.8871326447,2.0462150574,0.2549324035,0.3176250458,0.4767074585,0.0626926423,0.221775055,0.1590824127,0,-0.0004992519,0
6111,3.0836310751356e+18,1.23767861904645e+18,22.878240585300002,21.5009937286,21.2869815826,21.254518508900002,21.1956272125,0.18705068530000002,0.1457486302,0.1008282304,0.0749261826,0.0557313114,23.8852710724,1.0070304871,2.3842773438,2.5982894898,2.6307525634999998,2.6896438599,1.3772468566999998,1.5912590027000002,1.6237220763999998,1.6826133728000001,0.21401214600000001,0.2464752197,0.3053665161,0.032463073700000004,0.0913543701,0.058891296399999994,0,-0.0004558743,0
6112,3.0836310751356e+18,1.23767861904658e+18,22.142116546599997,21.4918746948,21.4645709991,21.3219356537,21.5790691376,0.1773069799,0.1381563991,0.0955759585,0.0710231811,0.052828200199999995,23.525814056399998,1.3836975098,2.0339393616,2.0612430573,2.2038784027,1.9467449188,0.6502418518,0.6775455475,0.8201808929000001,0.5630474089999999,0.0273036957,0.1699390411,-0.0871944428,0.1426353454,-0.1144981385,-0.2571334839,0,-0.0002033505,1
6120,6.37724900688868e+18,1.2376786190471e+18,18.422554016099998,17.4205608368,17.096496582,16.9683647156,16.9625644684,0.30783706899999996,0.239864558,0.1659372002,0.12330912050000001,0.0917193294,20.3646202087,1.9420661925999998,2.9440593719,3.2681236267,3.3962554931,3.4020557403,1.0019931793,1.3260574341,1.4541893005000002,1.4599895477,0.3240642548,0.45219612119999997,0.4579963684,0.12813186640000002,0.13393211359999999,0.0058002472,0,-0.0006146412,0
6122,3.11603588182941e+18,1.23767861954891e+18,22.1191577911,21.521144866900002,21.3650455475,21.2726917267,21.3263301849,0.2404571474,0.1873625815,0.1296165735,0.0963190049,0.0716436431,22.6401042938,0.5209465027,1.1189594269,1.2750587463,1.3674125671000001,1.3137741089,0.5980129242000001,0.7541122436,0.8464660643999999,0.7928276062,0.1560993194,0.2484531402,0.194814682,0.0923538208,0.0387153626,-0.0536384582,0,1.63248205353739e-06,0
6125,2.90447225245925e+18,1.23767861954983e+18,23.8850154877,21.7695503235,21.479795455900003,21.478647232100002,21.404279708900003,0.4206910729,0.3277996182,0.22677026690000002,0.1685146093,0.1253439039,23.878881454499997,-0.0061340332,2.109331131,2.3990859986,2.4002342224,2.4746017456000002,2.1154651641999997,2.4052200318,2.4063682556,2.4807357787999997,0.2897548676,0.2909030914,0.3652706146,0.0011482238000000001,0.07551574700000001,0.07436752320000001,0,4.69261467515025e-05,0
6128,2.90521112427312e+18,1.23767861955206e+18,21.8369827271,20.8578643799,20.7125530243,20.7417430878,20.7273807526,0.2199439555,0.171378836,0.1185590848,0.0881021097,0.06553178280000001,23.56757164,1.7305889128999998,2.7097072601,2.8550186156999997,2.8258285522000004,2.8401908874,0.9791183472,1.1244297028,1.0952396393000001,1.1096019745,0.1453113556,0.11612129210000001,0.13048362730000002,-0.029190063500000002,-0.0148277283,0.0143623352,0,-0.0010464708,0
6130,3.21321511774008e+18,1.23767861955376e+18,21.945440292399997,21.5271148682,21.4494514465,21.4079265594,20.9576530457,0.2781608999,0.2167410851,0.1499404758,0.1114218459,0.0828773826,23.264339446999998,1.3188991546,1.7372245788,1.8148880005,1.8564128876,2.3066864013,0.4183254242,0.49598884590000003,0.5375137329999999,0.9877872467000001,0.0776634217,0.1191883088,0.5694618225,0.0415248871,0.4917984008,0.45027351369999996,0,0.00015325200000000002,1
6131,3.21321511774008e+18,1.23767861955376e+18,21.788095474200002,21.0637245178,21.0330677032,21.0133266449,21.371589660599998,0.2795494199,0.2178230286,0.1506889611,0.1119780466,0.083291091,22.909603118899998,1.1215076447,1.8458786011000001,1.8765354156999998,1.896276474,1.5380134583,0.7243709564,0.755027771,0.7747688293,0.4165058136,0.0306568146,0.0503978729,-0.3078651428,0.0197410583,-0.3385219574,-0.3582630157,0,0.0001328185,0
6135,6.37626383480652e+18,1.23767861955664e+18,21.9372673035,20.73853302,20.5240039825,20.4369316101,20.4401779175,0.3390979469,0.2642228007,0.1827881187,0.1358311623,0.10103342679999999,22.4839229584,0.5466556549,1.7453899384,1.9599189759,2.0469913483,2.0437450409,1.1987342834999999,1.4132633209999999,1.5003356934,1.4970893859999999,0.2145290375,0.3016014099,0.2983551025,0.0870723724,0.083826065,-0.0032463074,0,-0.0006454548999999999,0
6139,6.3761583085338e+18,1.23767861956005e+18,21.3116168976,20.6350040436,20.377614975,20.3145084381,20.2401447296,0.2346866727,0.18286626039999998,0.1265060306,0.0940075442,0.06992433969999999,21.6751174927,0.3635005951,1.0401134491,1.2975025177,1.3606090546,1.4349727631,0.676612854,0.9340019226,0.9971084595,1.071472168,0.2573890686,0.3204956055,0.39485931399999996,0.06310653690000001,0.1374702454,0.0743637085,0,-0.0001119935,1
6143,6.37615830746006e+18,1.23767861956084e+18,22.0415172577,21.5543060303,21.3458309174,21.1960048676,20.9521503448,0.2308880687,0.17990641300000002,0.1244584247,0.09248594939999999,0.0687925592,22.7192325592,0.6777153015,1.1649265289,1.3734016418000001,1.5232276916,1.7670822144,0.4872112274,0.6956863403,0.8455123901,1.0893669129,0.20847511289999998,0.3583011627,0.6021556855,0.1498260498,0.3936805726,0.2438545228,0,-0.001039695,1
6150,6.37615830316509e+18,1.23767861956248e+18,21.1949157715,20.6863574982,20.5230693817,20.484987258900002,20.351146698,0.2759368718,0.2150081396,0.1487416327,0.1105309799,0.0822147429,22.1719608307,0.9770450592000001,1.4856033325,1.648891449,1.6869735718,1.8208141327,0.5085582733,0.6718463898,0.7099285126,0.8437690735,0.1632881165,0.2013702393,0.3352108002,0.0380821228,0.17192268370000002,0.1338405609,0,-2.13262810575543e-05,1
6161,6.38101373470219e+18,1.23767861956575e+18,21.1999835968,20.786071777300002,20.8109779358,20.8121318817,20.803894043,0.0877142549,0.06834635139999999,0.0472816899,0.0351353623,0.0261342544,21.6393013,0.4393177032,0.8532295227,0.8283233642,0.8271694183,0.8354072570000001,0.41391181950000006,0.389005661,0.3878517151,0.39608955380000005,-0.0249061585,-0.0260601044,-0.0178222657,-0.0011539459,0.0070838928,0.0082378387,0,-0.0001449927,1
6165,6.38101373362845e+18,1.23767861956608e+18,22.3565788269,21.4563045502,21.020967483499998,20.8589344025,20.767364502,0.0877581015,0.0683805197,0.047305323200000006,0.035152927,0.026147319,22.9941768646,0.6375980377,1.5378723144,1.9732093811000002,2.1352424621,2.2268123626,0.9002742767,1.3356113434,1.4976444244,1.5892143249000001,0.4353370667,0.5973701477000001,0.6889400481999999,0.162033081,0.2536029815,0.09156990050000001,0,-0.0002495524,1
6167,6.38101373362845e+18,1.23767861956634e+18,22.209224700900002,21.589296340900002,21.740076065100002,21.7199764252,21.8313217163,0.0926494598,0.0721918344,0.049941975599999994,0.0371122397,0.0276046898,22.8227405548,0.6135158539,1.2334442139,1.0826644897,1.1027641296,0.9914188384999999,0.61992836,0.4691486358,0.4892482757,0.3779029846,-0.1507797242,-0.1306800843,-0.2420253754,0.0200996399,-0.09124565119999999,-0.1113452911,0,0.0001446818,0
6168,6.38101373362845e+18,1.23767861956634e+18,22.209224700900002,21.589296340900002,21.740076065100002,21.7199764252,21.8313217163,0.0926494598,0.0721918344,0.049941975599999994,0.0371122397,0.0276046898,22.8227405548,0.6135158539,1.2334442139,1.0826644897,1.1027641296,0.9914188384999999,0.61992836,0.4691486358,0.4892482757,0.3779029846,-0.1507797242,-0.1306800843,-0.2420253754,0.0200996399,-0.09124565119999999,-0.1113452911,0,-0.0008723114999999999,0
6169,6.38101373362845e+18,1.23767861956634e+18,22.209224700900002,21.589296340900002,21.740076065100002,21.7199764252,21.8313217163,0.0926494598,0.0721918344,0.049941975599999994,0.0371122397,0.0276046898,22.8227405548,0.6135158539,1.2334442139,1.0826644897,1.1027641296,0.9914188384999999,0.61992836,0.4691486358,0.4892482757,0.3779029846,-0.1507797242,-0.1306800843,-0.2420253754,0.0200996399,-0.09124565119999999,-0.1113452911,0,0.0001446818,0
6170,6.38101373362845e+18,1.23767861956634e+18,22.209224700900002,21.589296340900002,21.740076065100002,21.7199764252,21.8313217163,0.0926494598,0.0721918344,0.049941975599999994,0.0371122397,0.0276046898,22.8227405548,0.6135158539,1.2334442139,1.0826644897,1.1027641296,0.9914188384999999,0.61992836,0.4691486358,0.4892482757,0.3779029846,-0.1507797242,-0.1306800843,-0.2420253754,0.0200996399,-0.09124565119999999,-0.1113452911,0,-0.0008723114999999999,0
6189,2.91847563255061e+18,1.23767861957054e+18,21.744115829499997,21.3773155212,21.2440776825,21.3216953278,21.210187912000002,0.07919639349999999,0.061709296,0.0426902026,0.0317233987,0.023596379900000002,22.922704696700002,1.1785888672,1.5453891755000002,1.6786270142,1.6010093688999998,1.7125167847,0.3668003083,0.500038147,0.4224205017,0.5339279175,0.1332378387,0.0556201934,0.1671276092,-0.0776176453,0.0338897705,0.1115074158,0,0.00013283229999999999,1
6192,2.91478127348128e+18,1.2376786195708e+18,21.8824291229,21.5235271454,21.4674015045,21.5103435516,21.018444061300002,0.09804046150000001,0.07639246429999999,0.0528479517,0.0392716937,0.029210925099999997,23.0469322205,1.1645030976000001,1.5234050751,1.5795307159999998,1.5365886689,2.0284881591999997,0.3589019775,0.4150276184,0.37208557130000003,0.8639850616,0.056125640899999996,0.013183593799999999,0.5050830840999999,-0.0429420471,0.44895744320000003,0.4918994903,0,0.00028034720000000003,1
6197,2.9147460891092e+18,1.23767861957126e+18,22.63722229,21.904079437300002,21.957969665500002,22.0214519501,22.3046894073,0.108218953,0.08432347330000001,0.058334589000000006,0.0433488525,0.0322435834,22.6341018677,-0.0031204223,0.7300224304,0.6761322022,0.6126499176,0.3294124604,0.7331428526999999,0.6792526245,0.6157703399000001,0.3325328827,-0.0538902282,-0.1173725128,-0.40060997,-0.0634822846,-0.3467197418,-0.2832374572,0,-2.5571e-05,1
6198,2.91474608910919e+18,1.23767861957132e+18,21.1729927063,20.2733364105,19.9285469055,19.8126430511,19.8056163788,0.11501575259999999,0.089619495,0.061998352400000005,0.0460714214,0.0342686735,22.7950248718,1.6220321655,2.5216884613,2.8664779662999997,2.9823818207,2.989408493,0.8996562958,1.2444458008,1.3603496552,1.3673763275,0.344789505,0.4606933594,0.46772003170000004,0.11590385439999999,0.1229305267,0.0070266723,0,-0.0011288408,0
6199,2.9147460891092e+18,1.23767861957132e+18,21.5116329193,20.5554904938,20.2941570282,20.1796073914,20.125398635899998,0.1146013811,0.0892966241,0.0617749915,0.045905437300000004,0.0341452137,23.0773792267,1.5657463074000002,2.5218887329,2.7832221985000003,2.8977718353,2.9519805908,0.9561424255,1.2174758911,1.3320255279000002,1.3862342834,0.2613334656,0.3758831024,0.4300918579,0.1145496368,0.1687583923,0.0542087555,0,-0.0008317525999999999,0
6200,2.91611827962066e+18,1.23767861957211e+18,21.435146331800002,20.740196228,20.5281620026,20.443552017200002,20.235124587999998,0.0905635133,0.0705664754,0.0488175638,0.0362766795,0.0269831866,23.1706161499,1.7354698181000001,2.4304199219,2.6424541473,2.7270641327,2.9354915619,0.6949501038,0.9069843292,0.9915943145999999,1.2000217438,0.2120342254,0.2966442108,0.50507164,0.08460998539999999,0.2930374146,0.20842742920000001,0,-6.6955151851289e-05,0
6201,2.91611827962066e+18,1.23767861957224e+18,21.447227478,20.735811233499998,20.5552768707,20.4567718506,20.2453117371,0.1108350754,0.08636194470000001,0.059744790199999995,0.0443967842,0.0330230519,23.467975616500002,2.0207481385,2.732164383,2.9126987457999998,3.0112037659,3.2226638793999998,0.7114162445000001,0.8919506073000001,0.9904556273999999,1.2019157409,0.18053436280000001,0.27903938289999997,0.4904994964,0.0985050201,0.3099651336,0.21146011350000002,0,-0.0003667986,0
6202,2.91611827962066e+18,1.23767861957224e+18,21.447227478,20.735811233499998,20.5552768707,20.4567718506,20.2453117371,0.1108350754,0.08636194470000001,0.059744790199999995,0.0443967842,0.0330230519,23.467975616500002,2.0207481385,2.732164383,2.9126987457999998,3.0112037659,3.2226638793999998,0.7114162445000001,0.8919506073000001,0.9904556273999999,1.2019157409,0.18053436280000001,0.27903938289999997,0.4904994964,0.0985050201,0.3099651336,0.21146011350000002,0,-0.0005348828,0
6203,2.91611827962066e+18,1.23767861957224e+18,21.447227478,20.735811233499998,20.5552768707,20.4567718506,20.2453117371,0.1108350754,0.08636194470000001,0.059744790199999995,0.0443967842,0.0330230519,23.467975616500002,2.0207481385,2.732164383,2.9126987457999998,3.0112037659,3.2226638793999998,0.7114162445000001,0.8919506073000001,0.9904556273999999,1.2019157409,0.18053436280000001,0.27903938289999997,0.4904994964,0.0985050201,0.3099651336,0.21146011350000002,0,-0.0003667986,0
6204,2.91611827962066e+18,1.23767861957224e+18,21.447227478,20.735811233499998,20.5552768707,20.4567718506,20.2453117371,0.1108350754,0.08636194470000001,0.059744790199999995,0.0443967842,0.0330230519,23.467975616500002,2.0207481385,2.732164383,2.9126987457999998,3.0112037659,3.2226638793999998,0.7114162445000001,0.8919506073000001,0.9904556273999999,1.2019157409,0.18053436280000001,0.27903938289999997,0.4904994964,0.0985050201,0.3099651336,0.21146011350000002,0,-0.0005348828,0
6213,6.47505270077811e+18,1.23767861957303e+18,22.3853397369,21.4412555695,20.9672966003,20.7316455841,20.5933380127,0.1560595483,0.1216005459,0.084122695,0.06251217419999999,0.0464975759,23.2340431213,0.8487033843999999,1.7927875518,2.266746521,2.5023975372,2.6407051086,0.9440841673999999,1.4180431366,1.6536941528,1.7920017242,0.4739589692,0.7096099854000001,0.8479175568,0.2356510162,0.3739585876,0.1383075714,0,-0.0008963913000000001,1
6219,2.91302205487685e+18,1.2376786195746e+18,22.086769104000002,20.9848594666,20.9016475677,20.9118080139,20.688537597699998,0.1095498726,0.0853605196,0.059052009100000004,0.0438819714,0.0326401256,22.0166835785,-0.0700855255,1.0318241119,1.1150360108,1.1048755646,1.3281459808,1.1019096374,1.1851215363,1.1749610901,1.3982315063,0.0832118989,0.07305145269999999,0.2963218689,-0.0101604462,0.21310997,0.22327041620000002,0,0.0002738773,0
6225,6.38027485644587e+18,1.23767861957545e+18,18.5674037933,17.687664032,17.4201049805,17.3452262878,17.3569202423,0.0990173966,0.07715368269999999,0.0533745624,0.0396630205,0.0295019988,20.5734214783,2.006017685,2.8857574463,3.1533164977999997,3.2281951905,3.216501236,0.8797397613,1.1472988128000001,1.2221775055,1.210483551,0.2675590515,0.3424377442,0.3307437897,0.0748786927,0.0631847382,-0.0116939545,0,0.00010657059999999999,0
6231,6.38027486610955e+18,1.23767861957571e+18,22.756994247399998,21.8102340698,21.624872207600003,21.4507770538,21.292514801,0.18799726670000003,0.14648619289999998,0.1013384759,0.0753053427,0.056013342,23.049449920700003,0.2924556733,1.2392158509,1.4245777131,1.5986728668999999,1.7569351197,0.9467601776000001,1.1321220398,1.3062171936,1.4644794464,0.18536186219999998,0.359457016,0.5177192688000001,0.17409515379999999,0.3323574066,0.1582622528,0,-9.58852106123231e-05,1
