,galex_objid,sdss_objid,u,g,r,i,z,nuv_mag,eu,eg,er,ei,ez,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,c,rs,pred
24,6.37485645992297e+18,1.23766725347711e+18,20.6606292725,19.4002170563,19.1578598022,19.013507843,19.2019004822,0.0836288333,0.0651630238,0.0450794771,0.033498883199999996,0.0249170139,22.0571250916,1.3964958190999999,2.6569080353,2.8992652894,3.0436172486,2.8552246094,1.2604122162,1.5027694703,1.6471214294999998,1.4587287903,0.2423572541,0.38670921329999997,0.1983165741,0.1443519592,-0.04404068,-0.18839263920000002,0,-0.0003472265,0
25,6.37485645992297e+18,1.23766725347731e+18,22.605983734099997,21.9469795227,21.7760295868,21.948133468600002,21.717222213699998,0.0988592133,0.07703042780000001,0.0532892942,0.0395996571,0.0294548683,22.4912452698,-0.1147384643,0.5442657471,0.7152156829999999,0.5431118012,0.7740230561,0.6590042114,0.8299541473000001,0.6578502654999999,0.8887615204000001,0.1709499359,-0.0011539459,0.229757309,-0.1721038818,0.0588073731,0.23091125489999997,0,0.0001103643,0
27,3.1504110133602e+18,1.23766725347816e+18,22.73595047,21.2265052795,20.9989471436,20.7068309784,20.393373489400002,0.083377488,0.0649671778,0.044943992,0.0333981998,0.0248421263,23.938013076799997,1.2020626068,2.7115077973000004,2.9390659331999998,3.2311820983999997,3.5446395874000003,1.5094451905000001,1.7370033263999998,2.0291194916,2.3425769806,0.22755813589999999,0.5196743011,0.8331317901,0.2921161652,0.6055736542,0.313457489,0,-0.0002316636,0
28,3.1504110133602e+18,1.23766725347823e+18,22.915241241500002,21.9792804718,21.7931404114,21.9049873352,21.340148925799998,0.0872060135,0.0679503307,0.0470077284,0.0349317789,0.0259828251,23.8484630585,0.9332218170000001,1.8691825866999998,2.0553226471,1.9434757233000002,2.5083141327000003,0.9359607697,1.1221008301,1.0102539063,1.5750923156999999,0.1861400604,0.0742931366,0.639131546,-0.11184692380000001,0.4529914856,0.5648384094,0,-3.17283484037034e-05,1
29,3.11526182564345e+18,1.23766725347869e+18,23.2209300995,21.353313445999998,21.1932106018,21.0963058472,21.4591789246,0.08345264200000001,0.06502573190000001,0.0449845009,0.033428303900000005,0.024864517200000002,24.555141449,1.3342113495,3.201828003,3.3619308472000005,3.4588356018,3.0959625244,1.8676166534999998,2.0277194977,2.1246242523,1.7617511749,0.1601028442,0.2570075988,-0.1058654786,0.0969047546,-0.2659683228,-0.3628730774,0,-0.00038401410000000005,0
30,2.48929666181104e+18,1.23766725347921e+18,21.7368488312,20.9862518311,20.8133049011,20.6821403503,20.3977642059,0.11051894720000001,0.08611561359999999,0.0595743842,0.0442701541,0.0329288617,24.2361221313,2.4992733001,3.2498703002,3.4228172301999997,3.553981781,3.8383579254000004,0.7505970001000001,0.9235439301,1.0547084809,1.3390846253,0.17294693,0.3041114808,0.5884876252000001,0.1311645508,0.41554069520000003,0.28437614440000003,0,-0.0004937424,0
31,3.15048138210437e+18,1.23766725348006e+18,22.770866394000002,21.0354137421,20.7871685028,20.6997795105,20.4875469208,0.08532132949999999,0.0664817989,0.0459918007,0.0341768377,0.0254212879,23.7861614227,1.0152950287,2.7507476806,2.9989929199,3.0863819122000002,3.2986145019,1.7354526519,1.9836978912,2.0710868835,2.2833194731999997,0.2482452393,0.33563423159999994,0.5478668213,0.08738899230000001,0.299621582,0.2122325897,0,-0.0001780748,0
34,3.15051656647856e+18,1.23766725348059e+18,24.1040420532,21.857696533200002,20.6230792999,19.4322376251,18.5332756042,0.0712963864,0.055553663499999996,0.038431767400000004,0.0285589211,0.0212425906,23.159526825,-0.9445152281999999,1.3018302918,2.5364475251,3.7272891999,4.6262512207999995,2.24634552,3.4809627533,4.6718044281,5.570766449,1.2346172333,2.4254589081,3.324420929,1.1908416748000001,2.0898036957,0.8989620209,0,3.06145921058487e-05,0
35,3.15051656647646e+18,1.23766725348085e+18,21.1846904755,20.2850532532,20.0838069916,20.0463447571,20.0620059967,0.0691324323,0.053867522599999995,0.0372653008,0.027692113100000002,0.0205978453,22.985086441,1.8003959655000001,2.7000331878,2.9012794494,2.9387416839,2.9230804443,0.8996372223000001,1.1008834839,1.1383457184,1.1226844787999999,0.2012462616,0.2387084961,0.22304725649999999,0.037462234500000004,0.021800994900000002,-0.015661239599999998,0,-0.0002624465,0
36,3.15055175084855e+18,1.23766725348105e+18,21.717350006100002,20.5587444305,20.0678768158,19.9417934418,19.8750972748,0.0565241612,0.0440432429,0.0304689109,0.0226416662,0.0168412402,24.6343097687,2.9169597626,4.0755653382,4.5664329529000005,4.6925163269,4.7592124939,1.1586055756,1.6494731903,1.7755565643,1.8422527313,0.4908676147,0.6169509887,0.6836471556999999,0.126083374,0.19277954100000003,0.066696167,0,-0.0005203604,0
39,3.15065730396482e+18,1.23766725348216e+18,24.0064868927,21.663318634,21.615104675300003,21.7902107239,22.3364200592,0.049848072199999996,0.0388412811,0.0268702172,0.0199674517,0.0148521159,23.689025878899997,-0.31746101379999997,2.0257072449,2.0739212036000003,1.898815155,1.3526058197,2.3431682587,2.3913822174,2.2162761688,1.6700668335,0.048213958700000004,-0.1268920899,-0.6731014251999999,-0.17510604859999998,-0.7213153839,-0.5462093353,0,0.0001002973,0
40,3.720292288083e+18,1.23766725399033e+18,18.6854476929,17.0293292999,16.428318023699997,16.2356681824,16.0535202026,0.1340930313,0.1044843793,0.07228180769999999,0.0537131317,0.039952702799999996,23.2662029266,4.5807552337,6.2368736267,6.8378849029,7.0305347442,7.2126827239999995,1.656118393,2.2571296692,2.4497795105,2.6319274903,0.6010112761999999,0.7936611175,0.9758090973000001,0.19264984129999999,0.3747978211,0.1821479798,0,0.0001647,0
45,3.72078486929225e+18,1.23766725399242e+18,22.092609405500003,21.2381916046,21.3616027832,21.3666191101,21.0434970856,0.13334921,0.1039048061,0.0718808621,0.0534151867,0.039731085299999996,23.766246795700003,1.6736373902000001,2.5280551911,2.4046440125,2.3996276856,2.7227497101,0.8544178009000001,0.7310066223,0.7259902954,1.0491123198999999,-0.12341117859999999,-0.1284275055,0.19469451899999998,-0.0050163269,0.3181056976,0.3231220245,0,0.0007111515,0
48,6.37770637151358e+18,1.23766725399419e+18,21.6015052795,20.7680301666,20.4963321686,20.3423843384,19.9523639679,0.1078820452,0.08406095949999999,0.0581529811,0.0432138965,0.0321432017,22.254486084,0.6529808045000001,1.4864559174,1.7581539153999999,1.9121017456,2.3021221161,0.8334751129000001,1.1051731109,1.2591209411,1.6491413116,0.271697998,0.4256458282,0.8156661987,0.1539478302,0.5439682007,0.3900203705,0,0.0003800273,1
49,2.48528564339501e+18,1.23766725399524e+18,23.7280788422,22.175577163699998,20.7148208618,18.9350852966,17.719575882,0.1076180339,0.08385524150000001,0.058010667599999996,0.0431081429,0.0320645384,23.483921051,-0.2441577912,1.3083438873,2.7691001892,4.5488357544,5.764345168999999,1.5525016784999999,3.0132579804,4.7929935456,6.0085029601999995,1.4607563019,3.2404918671,4.4560012817,1.7797355652000002,2.9952449798000003,1.2155094145999998,0,2.8393917091307203e-05,0
50,2.48528564339291e+18,1.23766725399531e+18,20.978729248,20.1075229645,19.7781944275,19.971704483,19.3882694244,0.11580794300000001,0.0902367607,0.062425375,0.046388745300000006,0.0345047042,23.7941246033,2.8153953552999997,3.6866016388,4.0159301757999994,3.8224201203,4.4058551789,0.8712062835,1.2005348205,1.007024765,1.5904598236,0.329328537,0.1358184815,0.7192535401000001,-0.1935100555,0.3899250031,0.5834350586,0,5.325e-06,0
51,3.72127745050149e+18,1.23766725399557e+18,23.4826107025,22.302183151199998,20.6398925781,19.5386924744,19.0421352386,0.13165780900000001,0.10258687289999999,0.0709691197,0.0527376644,0.0392271318,23.617879867600003,0.1352691651,1.3156967164,2.9779872894999997,4.0791873932,4.575744629,1.1804275513,2.8427181244,3.9439182281,4.4404754638999995,1.6622905731,2.7634906768,3.2600479125999997,1.1012001037,1.5977573395,0.4965572358,0,0.0001435734,1
58,6.3776711871415e+18,1.23766725399996e+18,23.0713233948,22.674970626799997,21.142385482799998,19.871931076,19.2839221954,0.11682960390000001,0.09103284029999999,0.0629760921,0.0467979871,0.034809105099999994,22.6900482178,-0.381275177,0.015077591000000001,1.547662735,2.8181171418,3.4061260224,0.39635276799999997,1.9289379119999999,3.1993923187999997,3.7874011994,1.532585144,2.8030395508,3.3910484314,1.2704544068,1.8584632874,0.5880088806,0,8.1405152741354e-05,0
63,6.37841009868381e+18,1.23766725400291e+18,20.2540950775,19.2101402283,18.8332157135,18.688657760599998,18.7013626099,0.1504205763,0.11720669269999999,0.0810830444,0.0602533929,0.0448174551,22.058898925799998,1.8048038483000002,2.8487586975,3.2256832123000003,3.3702411652,3.3575363158999996,1.0439548492,1.4208793640000001,1.5654373169,1.5527324675999998,0.37692451479999994,0.5214824677000001,0.5087776184,0.14455795289999998,0.1318531036,-0.0127048493,0,-0.0003638846,0
66,6.37841010297878e+18,1.2376672540035e+18,20.601266861,20.2973899841,20.2648677826,20.3642883301,20.601325988800003,0.12306778130000001,0.0958935767,0.06633873280000001,0.0492967889,0.036667753,21.681051254299998,1.0797843933,1.3836612702000002,1.4161834717,1.3167629242,1.0797252655,0.30387687690000004,0.33639907840000005,0.2369785309,-5.912780000372211e-05,0.0325222015,-0.066898346,-0.3039360047,-0.0994205475,-0.3364582062,-0.23703765870000001,0,2.3075164790498103e-05,0
71,3.85255034296625e+18,1.23766725400442e+18,21.974424362199997,21.223531723,21.094665527300002,21.0929145813,21.0822811127,0.1214816794,0.0946577042,0.0654837564,0.0486614518,0.0361951813,23.259008407600003,1.2845840454000002,2.0354766846,2.1643428803,2.1660938263,2.1767272949,0.7508926392,0.8797588349,0.8815097809,0.8921432495,0.1288661957,0.1306171417,0.1412506103,0.001750946,0.0123844146,0.010633468600000001,0,0.0002480722,0
72,6.37841011371619e+18,1.23766725400442e+18,21.7291297913,21.3294315338,21.0407371521,21.0494289398,21.063703537000002,0.1200642735,0.0935532674,0.0647197217,0.0480936877,0.0357728675,22.585735320999998,0.8566055297,1.2563037872,1.5449981688999999,1.5363063812,1.5220317840000002,0.3996982575,0.6883926392,0.6797008515,0.6654262543,0.2886943817,0.280002594,0.2657279968,-0.0086917877,-0.0229663849,-0.0142745972,0,0.0012241512,1
73,3.85255034296625e+18,1.23766725400455e+18,21.669445037800003,20.413833618199998,20.2210121155,20.166053772,20.0912284851,0.12925592060000002,0.1007153317,0.0696744025,0.051775548600000006,0.038511496,22.9357013702,1.2662563324,2.521867752,2.7146892547,2.7696475981999997,2.8444728851,1.2556114196,1.4484329222999999,1.5033912658000002,1.5782165527,0.1928215027,0.24777984620000001,0.3226051331,0.0549583435,0.1297836304,0.07482528690000001,0,0.0006218618,0
77,3.85297255543132e+18,1.23766725400553e+18,21.653503418000003,20.8250770569,20.578813552899998,20.5979804993,20.215019226099997,0.08536477390000001,0.06651565429999999,0.0460152179,0.0341942385,0.0254342314,23.142045974699997,1.4885425567,2.3169689178,2.5632324218,2.5440654754,2.9270267486000003,0.8284263611,1.0746898651,1.0555229187000001,1.4384841919,0.246263504,0.22709655760000003,0.6100578308,-0.0191669464,0.3637943268,0.3829612732,0,-0.0001542443,0
79,6.38787464860481e+18,1.23766725400651e+18,21.5564975739,21.1213607788,20.9880409241,20.9669380188,21.2623195648,0.1219810322,0.0950467959,0.06575293089999999,0.0488614738,0.036343962,22.995334625199998,1.4388370513,1.8739738463999998,2.0072937011,2.0283966064,1.7330150603999999,0.4351367951,0.5684566498,0.5895595551,0.2941780091,0.13331985470000002,0.15442276,-0.140958786,0.0211029053,-0.2742786407,-0.295381546,0,0.000138066,1
83,3.22806292276157e+18,1.23766725400697e+18,22.2271404266,21.6094303131,21.5071163177,21.440158844000003,21.4690513611,0.07979064429999999,0.062172330899999996,0.0430105291,0.0319614336,0.0237734355,23.2120056152,0.9848651885999999,1.6025753021,1.7048892975,1.7718467712000001,1.7429542541,0.6177101135,0.7200241089,0.7869815826000001,0.7580890655,0.1023139954,0.1692714691,0.140378952,0.0669574737,0.0380649566,-0.0288925171,0,0.0003704625,0
84,3.22806292276157e+18,1.23766725400697e+18,22.2271404266,21.6094303131,21.5071163177,21.440158844000003,21.4690513611,0.07979064429999999,0.062172330899999996,0.0430105291,0.0319614336,0.0237734355,23.2120056152,0.9848651885999999,1.6025753021,1.7048892975,1.7718467712000001,1.7429542541,0.6177101135,0.7200241089,0.7869815826000001,0.7580890655,0.1023139954,0.1692714691,0.140378952,0.0669574737,0.0380649566,-0.0288925171,0,-6.80299417581409e-05,0
86,3.22806292276157e+18,1.2376672540073e+18,19.0092067719,16.9945545197,16.1601085663,15.8925170898,15.761305809000001,0.1001531929,0.078038685,0.053986802699999996,0.040117979,0.0298404079,23.572919845599998,4.5637130737,6.5783653259,7.4128112793,7.6804027558,7.8116140366,2.0146522522,2.8490982056,3.1166896820999996,3.2479009629,0.8344459534,1.1020374299,1.2332487106999999,0.2675914765,0.3988027573,0.1312112808,0,-2.9071e-05,0
89,6.3878746818908e+18,1.23766725400802e+18,24.5585269928,21.8356933594,21.430265426600002,21.536558151199998,21.4066963196,0.1149304733,0.0895530432,0.061952382300000004,0.0460372604,0.0342432633,22.8454780579,-1.7130489349,1.0097846984999999,1.4152126313,1.3089199067,1.4387817383000001,2.7228336333999996,3.1282615662,3.0219688416,3.1518306732,0.4054279328,0.2991352082,0.4289970398,-0.10629272460000001,0.023569107000000002,0.1298618316,0,-0.0006818144,0
90,3.05611689616212e+18,1.23766725400861e+18,24.4790344238,21.471731185899998,19.8471622467,18.6943283081,18.1217632294,0.1517021656,0.1182053015,0.0817738771,0.060766756500000005,0.045199301100000006,23.921186447100002,-0.5578479767,2.4494552612000002,4.0740242004,5.226858139,5.7994232177,3.0073032379000004,4.6318721771,5.784706115700001,6.357271194400001,1.6245689391999998,2.7774028777999997,3.3499679564999996,1.1528339386,1.7253990172999998,0.5725650787,0,2.80147723970003e-05,0
100,6.3748212658872e+18,1.23766725401097e+18,20.699924469000003,19.6925811768,19.5323677063,19.3533878326,19.3396186829,0.0916689634,0.0714278296,0.049413442599999996,0.0367194861,0.027312550699999997,22.745880127,2.045955658,3.0532989502,3.2135124207,3.3924922943999998,3.4062614441,1.0073432922,1.1675567626999999,1.3465366363999998,1.3603057861,0.1602134705,0.3391933442,0.3529624939,0.17897987370000001,0.1927490234,0.0137691497,0,-0.0002205469,0
101,6.3748212658872e+18,1.23766725401097e+18,20.2764549255,19.868314743,19.9480419159,19.8624458313,20.0861263275,0.0933242887,0.0727176517,0.0503057353,0.0373825543,0.027805751200000003,22.0551242828,1.7786693572999999,2.1868095398,2.1070823669,2.1926784515,1.9689979553,0.4081401825,0.3284130096,0.41400909420000004,0.19032859800000002,-0.0797271729,0.005868911700000001,-0.2178115845,0.08559608460000001,-0.1380844116,-0.22368049620000002,0,0.00033331059999999995,1
103,6.3748212658872e+18,1.23766725401104e+18,20.5704746246,20.1541557312,20.2198028564,20.3826465607,20.9282722473,0.0928227678,0.0723268688,0.0500353947,0.0371816605,0.0276563242,21.6040210724,1.0335464478,1.4498653412,1.3842182159999998,1.2213745117,0.6757488251,0.41631889340000006,0.3506717682,0.1878280639,-0.35779762270000004,-0.06564712519999999,-0.2284908295,-0.7741165161,-0.1628437043,-0.7084693909,-0.5456256866,0,-0.0001059331,0
110,6.37482129810155e+18,1.23766725401248e+18,19.8057918549,19.7611484528,20.141540527300002,20.3683414459,20.8236198425,0.08015064150000001,0.0624528378,0.0432045832,0.0321056359,0.0238806959,19.2672843933,-0.5385074616,-0.4938640595,-0.874256134,-1.1010570526,-1.5563354491999999,0.0446434021,-0.3357486724,-0.562549591,-1.0178279876,-0.3803920745,-0.6071929931000001,-1.0624713897,-0.22680091859999998,-0.6820793152,-0.45527839659999997,0,-0.0001174051,0
113,3.11526182564345e+18,1.23766725401536e+18,22.4431972504,21.37358284,21.202726364100002,21.2012042999,20.6247520447,0.0773644671,0.060281872699999996,0.0417027175,0.0309895892,0.0230505615,22.9578552246,0.5146579742,1.5842723846000002,1.7551288605000002,1.7566509247,2.3331031799,1.0696144104,1.2404708863,1.2419929505,1.8184452057,0.1708564759,0.1723785401,0.7488307953,0.0015220642000000001,0.5779743194,0.5764522552,0,-8.53745368658565e-05,0
115,3.07173875736956e+18,1.23766725401589e+18,21.7525577545,20.5134868622,20.323581695599998,20.2545375824,19.9963436127,0.0905914903,0.0705882758,0.0488326438,0.0362878852,0.0269915201,23.852109909099998,2.0995521546,3.3386230469,3.5285282135000005,3.5975723267000004,3.8557662963999997,1.2390708923,1.4289760588999998,1.4980201721000002,1.7562141418000001,0.1899051666,0.2589492798,0.5171432495,0.0690441132,0.3272380829,0.25819396969999997,0,0.0002663296,0
128,6.37489165503248e+18,1.23766725401739e+18,21.671064376799997,20.3376331329,20.3274230957,20.2519779205,20.3760356903,0.0734465271,0.0572290346,0.039590783399999996,0.029420195099999998,0.021883219500000002,22.4366970062,0.7656326294,2.0990638733,2.1092739105000002,2.1847190857,2.0606613159,1.3334312439,1.3436412811000003,1.4190864562999999,1.2950286865,0.0102100372,0.0856552124,-0.0384025574,0.07544517519999999,-0.048612594599999996,-0.12405776980000001,0,-0.000235125,0
131,3.15051656647646e+18,1.23766725401772e+18,21.0567970276,20.2347240448,19.919208526600002,19.7869529724,19.7619018555,0.06832918519999999,0.053241640300000004,0.0368323214,0.0273703616,0.0203585196,23.2895832062,2.2327861786,3.0548591614,3.3703746796,3.5026302338,3.5276813507,0.8220729828,1.137588501,1.2698440551999999,1.2948951721,0.3155155182,0.4477710724,0.4728221893,0.1322555542,0.1573066711,0.0250511169,0,-0.000595453,0
134,6.37489166255077e+18,1.23766725401818e+18,22.4244709015,21.302854538,21.066274642899998,21.1053085327,20.676206588699998,0.0635309517,0.049502890599999995,0.034245871000000004,0.0254483502,0.0189288985,22.513889312699998,0.08941841119999999,1.2110347747,1.4476146697999999,1.40858078,1.837682724,1.1216163635,1.3581962586,1.3191623688,1.7482643128,0.23657989510000002,0.19754600530000002,0.6266479493,-0.0390338898,0.3900680542,0.42910194399999996,0,2.8313801522017497e-05,0
135,6.37489166684364e+18,1.23766725401851e+18,20.8187122345,19.8996925354,19.7420158386,19.6789169312,19.6468715668,0.0538550951,0.041963525099999996,0.029030172200000003,0.021572530299999997,0.0160459988,22.4103088379,1.5915966034,2.5106163025,2.6682929993,2.7313919067000003,2.7634372711,0.9190196990999999,1.0766963959,1.1397953033,1.1718406677,0.1576766968,0.22077560420000003,0.2528209686,0.0630989074,0.0951442718,0.0320453644,0,-5.9693999999999995e-05,0
142,3.06832587327695e+18,1.23766725453126e+18,22.5030555725,21.841264724699997,22.0194625854,21.8699111938,22.6817569733,0.1076144651,0.0838524625,0.058008745300000004,0.043106712400000004,0.032063476699999996,23.541215896599997,1.0381603241,1.6999511719,1.5217533112000001,1.6713047028,0.8594589233,0.6617908478,0.4835929871,0.6331443787,-0.1787014008,-0.17819786070000002,-0.028646469100000002,-0.8404922486,0.1495513916,-0.6622943879,-0.8118457795,0,0.000673961,1
148,3.16230333112622e+18,1.23766725453251e+18,23.043600082399998,21.0708332062,20.0949268341,19.5473270416,19.0994205475,0.0996106267,0.0776159242,0.053694337599999996,0.0399006493,0.0296787508,23.129598617600003,0.08599853519999999,2.0587654114,3.0346717835000003,3.582271576,4.0301780701,1.9727668762000001,2.9486732483,3.4962730408,3.9441795349,0.9759063721,1.5235061646,1.9714126587,0.5475997925,0.9955062866,0.44790649409999994,0,4.4029544369550395e-05,1
150,3.84744860901337e+18,1.23766725453342e+18,21.9124698639,21.060503005999998,20.9364509583,20.8509960175,20.9817180634,0.1689105779,0.13161398470000002,0.09104993939999999,0.0676598623,0.0503265075,23.208013534499997,1.2955436706,2.1475105285,2.2715625762,2.357017517,2.2262954711000003,0.8519668579,0.9760189056,1.0614738464,0.9307518005,0.1240520477,0.20950698850000002,0.07878494259999999,0.0854549408,-0.045267105099999996,-0.1307220459,0,-0.0002579671,0
153,3.79864788492616e+18,1.23766725453408e+18,23.1544399261,22.0660076141,21.791250228899997,22.1085338593,21.512704849200002,0.26492163539999997,0.2064251453,0.14280395210000002,0.1061186492,0.078932777,23.0716686249,-0.0827713012,1.0056610108,1.280418396,0.9631347656,1.5589637756999999,1.0884323120000001,1.3631896972,1.0459060668,1.6417350768999999,0.2747573852,-0.04252624519999999,0.5533027649,-0.3172836304,0.2785453797,0.5958290101,0,0.00029708029999999996,1
154,3.79899972864705e+18,1.23766725453447e+18,21.073469162000002,20.2950229645,19.7993488312,19.629653930699998,19.4928798676,0.2333694845,0.1818399131,0.12579602,0.09347992390000001,0.0695318878,23.169708252,2.09623909,2.8746852875,3.3703594208,3.5400543213,3.6768283844,0.7784461975,1.2741203308,1.4438152313,1.5805892944,0.4956741333,0.6653690338,0.8021430969,0.1696949005,0.3064689636,0.1367740631,0,9.59921380854212e-05,0
156,3.79938675674003e+18,1.23766725453506e+18,21.3307437897,20.4090232849,20.204074859600002,20.0255775452,19.8331356049,0.1413923055,0.110171929,0.0762164295,0.0566369742,0.0421275049,21.6676826477,0.33693885799999995,1.2586593628,1.4636077881,1.6421051025,1.8345470428,0.9217205048,1.1266689301000001,1.3051662445,1.4976081847999998,0.20494842530000001,0.3834457397,0.57588768,0.17849731440000002,0.3709392547,0.1924419403,0,-5.1104088925058e-05,0
157,6.37767118928898e+18,1.23766725453578e+18,21.4703960419,20.8660869598,20.7917366028,20.794284820599998,21.1502761841,0.1033251882,0.0805102885,0.055696643899999995,0.041388575,0.0307854973,21.7159633636,0.2455673217,0.8498764038,0.9242267608,0.921678543,0.5656871795,0.6043090821,0.6786594390999999,0.6761112212999999,0.3201198578,0.074350357,0.0718021392,-0.2841892243,-0.0025482178,-0.3585395813,-0.3559913635,0,-0.0004530252,0
158,6.37767118928898e+18,1.23766725453611e+18,25.3943767548,24.59075737,24.1780128479,20.7139396667,19.0032844543,0.144329235,0.1124603674,0.0777995586,0.0578134097,0.043002557000000004,22.2092761993,-3.1851005555,-2.3814811707,-1.9687366486000002,1.4953365325999999,3.205991745,0.8036193848000001,1.2163639069,4.6804370881,6.3910923004999995,0.4127445221,3.8768177033,5.5874729157,3.4640731812,5.174728393600001,1.7106552124,0,-2.21328336920124e-05,0
159,6.37767118821524e+18,1.23766725453657e+18,21.3161296844,20.042070388800003,19.8049793243,19.730638504,19.6555175781,0.1113042086,0.0867274851,0.0599976741,0.04458470269999999,0.0331628285,22.7883148193,1.4721851349000001,2.7462444305,2.983335495,3.0576763152999997,3.1327972412,1.2740592956,1.5111503600999998,1.5854911803999998,1.6606121063,0.2370910645,0.3114318848,0.3865528107,0.0743408203,0.1494617462,0.0751209259,0,0.0001346823,0
