,g_id,s_id,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,nuv_mag,fuv_mag,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,fuv-nuv,fuv-u,fuv-g,fuv-r,fuv-i,fuv-z,c,rs,pred
13,6.3878746561231e+18,1.23766725400684e+18,20.3779220581,20.1866493225,19.9273891449,19.9286766052,19.89960289,0.11243589970000001,0.0876092911,0.0606077053,0.0450380184,0.033500012,20.9015331268,21.490240096999997,0.5236110687,0.7148838043000001,0.9741439819,0.9728565215999999,1.0019302368,0.1912727356,0.4505329132,0.4492454529,0.4783191681,0.25926017760000003,0.2579727173,0.2870464325,-0.0012874603,0.0277862549,0.0290737152,-0.5887069702000001,-1.1123180389,-1.3035907745,-1.5628509521,-1.5615634918,-1.5906372069999999,1,1.134318471,1
14,3.05611689616422e+18,1.23766725400861e+18,21.0868778229,20.4285259247,20.0715637207,19.7597332001,19.6577548981,0.14053909480000001,0.1095071062,0.07575651259999999,0.0562952049,0.0418732911,22.106483459499998,23.5418701172,1.0196056366,1.6779575348,2.0349197387999998,2.3467502594,2.4487285614,0.6583518982,1.0153141022,1.3271446228000001,1.4291229248,0.356962204,0.6687927246,0.7707710266,0.3118305206,0.41380882259999996,0.10197830199999999,-1.4353866577,-2.4549922943,-3.1133441925,-3.4703063965,-3.7821369171,-3.8841152191000003,1,1.5212552547,1
15,6.37482125837311e+18,1.23766725401058e+18,21.813467025799998,21.262304306,21.1698284149,21.0742721558,20.6533336639,0.07857806980000001,0.0612275004,0.0423569009,0.0314757191,0.0234121513,21.5846748352,22.587009429899997,-0.22879219059999997,0.32237052920000003,0.4148464203,0.5104026794,0.9313411712999999,0.5511627198,0.6436386109000001,0.73919487,1.1601333619,0.0924758911,0.1880321502,0.6089706421,0.0955562591,0.516494751,0.4209384919,-1.0023345947,-0.7735424041,-1.3247051239,-1.417181015,-1.5127372741,-1.933675766,1,0.7477936745,1
16,6.37482125837311e+18,1.23766725401058e+18,21.1977996826,20.6849555969,20.0662403107,19.7987518311,19.5216388702,0.0779039636,0.060702242000000003,0.0419935286,0.0312056933,0.023211302200000002,21.496906280500003,21.858247756999997,0.2991065979,0.8119506836,1.4306659698,1.6981544494,1.9752674103,0.5128440857,1.1315593718999999,1.3990478515,1.6761608124,0.6187152861999999,0.8862037657999999,1.1633167267,0.2674884796,0.5446014404999999,0.2771129609,-0.3613414765,-0.6604480744,-1.1732921601000001,-1.7920074463,-2.0594959259,-2.3366088868,1,1.0442448854000002,1
17,6.3748212658893e+18,1.2376672540111e+18,20.125204086300002,19.7612895966,19.758211135899998,19.7375717163,19.6418399811,0.0933439583,0.0727329776,0.0503163375,0.0373904333,0.027811611099999998,20.817060470599998,21.810131073,0.6918563843000001,1.055770874,1.0588493347,1.0794887543,1.1752204895,0.3639144897,0.3669929504,0.38763237,0.48336410520000006,0.0030784607,0.023717880299999997,0.11944961550000001,0.0206394196,0.1163711548,0.0957317352,-0.9930706023999999,-1.6849269866999999,-2.0488414764,-2.0519199371,-2.0725593567,-2.1682910919,1,0.6868904232999999,1
18,6.37482128092168e+18,1.23766725401176e+18,20.5707836151,20.146570205699998,20.1186885834,19.813539505,19.5949497223,0.0959537849,0.074766539,0.0517231487,0.038435842799999995,0.028589204,20.1447105408,21.642065048200003,-0.4260730743,-0.0018596649,0.026021957400000004,0.33117103579999996,0.5497608185,0.42421340939999996,0.45209503170000004,0.7572441101,0.9758338928,0.0278816223,0.3330307007,0.5516204834,0.3051490784,0.5237388611,0.21858978269999998,-1.4973545074,-1.0712814331,-1.4954948425,-1.5233764647999999,-1.8285255431999998,-2.0471153259,1,0.5928192735,1
20,6.37485648354738e+18,1.23766725401569e+18,20.139987945599998,19.490669250499998,18.609287262,18.157140731800002,17.9793224335,0.0851675496,0.0663619787,0.045908909299999995,0.03411524,0.025375470499999997,21.2530193329,21.716371536300002,1.1130313873,1.7623500824,2.6437320709,3.0958786011000003,3.2736968994,0.6493186951,1.5307006836000001,1.9828472138,2.1606655121,0.8813819884999999,1.3335285187,1.511346817,0.4521465302,0.6299648285,0.17781829829999998,-0.46335220340000005,-1.5763835907,-2.2257022858,-3.1070842743,-3.5592308045,-3.7370491028,1,0.17528654629999998,1
21,6.37485650072725e+18,1.23766725401674e+18,20.4298267365,20.0073509216,19.939502716099998,19.9090423584,19.6311149597,0.08601894970000001,0.0670253858,0.0463678502,0.0344562829,0.0256291423,20.5019836426,22.0219345093,0.0721569061,0.494632721,0.5624809265,0.5929412842,0.8708686829000001,0.4224758149,0.4903240204,0.5207843781,0.7987117768,0.0678482055,0.0983085632,0.37623596189999997,0.0304603577,0.3083877564,0.2779273987,-1.5199508667,-1.5921077728,-2.0145835877000002,-2.0824317932,-2.1128921509,-2.3908195496,1,0.6902564764,1
22,6.37485650072725e+18,1.23766725401674e+18,21.127843856800002,20.4236278534,20.2459030151,20.2673301697,20.0658111572,0.0854961649,0.0666180328,0.046086046799999995,0.0342468694,0.025473380499999997,20.921125412000002,21.3678226471,-0.2067184448,0.4974975586,0.6752223969,0.6537952423,0.8553142548,0.7042160034,0.8819408417,0.8605136871,1.0620326996,0.1777248383,0.1562976837,0.35781669619999995,-0.021427154599999998,0.18009185789999999,0.2015190125,-0.4466972351,-0.23997879030000002,-0.9441947937,-1.121919632,-1.1004924774,-1.3020114899,1,0.900834322,1
24,2.48528564339501e+18,1.23766725453205e+18,22.2342414856,21.5615444183,21.4118862152,21.4673633575,20.741008758499998,0.11566999550000001,0.09012927859999999,0.0623510145,0.04633348809999999,0.034463602999999995,22.6975269318,23.423614502,0.46328544619999995,1.1359825135,1.2856407166,1.2301635743000001,1.9565181733,0.6726970673,0.8223552704000001,0.7668781281,1.4932327271,0.1496582031,0.09418106080000001,0.8205356598000001,-0.055477142300000004,0.6708774567,0.7263545990000001,-0.7260875701999999,-1.1893730164,-1.8620700837000002,-2.0117282868,-1.9562511445,-2.6826057435,1,0.8050163984,1
25,6.37841011264455e+18,1.23766725454129e+18,20.7803707123,20.2048950195,19.967962265,19.8306102753,19.6503067017,0.1449029893,0.11290743199999999,0.0781088397,0.0580432378,0.043173503099999996,21.1450042725,21.4792804718,0.36463356020000004,0.9401092529999999,1.1770420075,1.3143939972,1.4946975708,0.5754756928,0.8124084473000001,0.949760437,1.1300640106,0.23693275449999998,0.3742847442,0.5545883178000001,0.1373519897,0.3176555633,0.1803035736,-0.3342761993,-0.6989097595,-1.2743854523,-1.5113182068000002,-1.6486701965000001,-1.8289737701,1,0.7689560651999999,1
26,6.38787465504935e+18,1.23766725454378e+18,20.1320323944,20.1504631042,20.331987380999998,20.502620697,20.966361999500002,0.1094460711,0.0852796361,0.058996059,0.0438403934,0.0326091982,20.6993560791,21.5738811493,0.5673236846999999,0.5488929749,0.3673686981,0.19673538210000002,-0.2670059204,-0.0184307098,-0.1999549866,-0.3705883026,-0.8343296051000001,-0.1815242768,-0.35215759280000003,-0.8158988953,-0.170633316,-0.6343746185,-0.4637413025,-0.8745250701999999,-1.4418487549,-1.4234180450999998,-1.2418937683,-1.0712604523,-0.6075191498,1,5.8599386214999996,0
27,6.38787467115548e+18,1.2376672545447e+18,20.4457073212,20.1568374634,19.944503784200002,19.6664390564,19.732875824,0.0757142752,0.0589960478,0.0408131927,0.0303285774,0.022558888399999998,20.4518585205,21.2410259247,0.0061511993,0.2950210571,0.5073547363,0.7854194641,0.7189826965,0.2888698578,0.501203537,0.7792682648,0.7128314971999999,0.21233367920000001,0.49039840700000004,0.4239616394,0.2780647278,0.2116279602,-0.0664367676,-0.7891674042,-0.7953186034999999,-1.0841884613,-1.2965221405,-1.5745868683000002,-1.5081501007,1,0.5986626744,1
28,6.37482124226698e+18,1.23766725454581e+18,21.045473098800002,20.681215286300002,20.482648849500002,20.624599456800002,20.6860046387,0.09143663199999999,0.0712468103,0.0492882095,0.0366264246,0.0272433292,21.150352478,21.5505886078,0.1048793792,0.4691371917,0.6677036285,0.5257530212,0.4643478393,0.3642578125,0.5628242493,0.42087364200000005,0.3594684601,0.1985664368,0.0566158295,-0.0047893524,-0.1419506073,-0.20335578920000003,-0.0614051819,-0.40023612979999995,-0.505115509,-0.8693733215,-1.0679397582999999,-0.9259891509999999,-0.8645839691,1,0.9565747976000001,1
29,6.37482124763569e+18,1.23766725454666e+18,20.5582237244,20.4895954132,20.2470722198,20.2073154449,20.1417808533,0.078785941,0.061389472300000004,0.042468953899999995,0.031558983,0.0234740861,21.1829166412,21.790426254299998,0.6246929167999999,0.693321228,0.9358444214,0.9756011963,1.0411357879,0.0686283112,0.3111515046,0.35090827950000003,0.4164428711,0.2425231934,0.28227996829999996,0.34781455990000004,0.0397567749,0.1052913665,0.0655345916,-0.6075096131000001,-1.2322025299,-1.3008308411,-1.5433540344999999,-1.5831108094,-1.648645401,1,1.2594370842,1
30,6.37482127340549e+18,1.23766725454823e+18,20.2323532104,19.8739700317,19.8901977539,19.7166175842,19.4622650146,0.0984540358,0.07671471690000001,0.0530708842,0.039437353599999996,0.029334146499999998,20.109085083,21.038261413599997,-0.1232681274,0.2351150513,0.2188873291,0.39246749880000004,0.6468200684000001,0.35838317869999997,0.3421554565,0.5157356262,0.7700881958,-0.0162277222,0.1573524475,0.4117050171,0.17358016969999998,0.4279327393,0.2543525696,-0.9291763306,-0.8059082031999999,-1.1642913819,-1.1480636597,-1.3216438294,-1.575996399,1,0.6563230157,1
31,6.37482127340549e+18,1.2376672545483e+18,20.389770507799998,19.9766349792,19.9390983582,19.842124939,19.7791538239,0.1000785828,0.0779805556,0.053946588200000006,0.0400880948,0.0298181791,20.4825839996,21.5370445251,0.0928134918,0.5059490204,0.5434856414,0.6404590606,0.7034301756999999,0.41313552859999997,0.4506721496,0.5476455688,0.6106166839,0.037536621,0.1345100402,0.19748115530000002,0.0969734192,0.1599445343,0.0629711151,-1.0544605255,-1.1472740173,-1.5604095459,-1.5979461669,-1.6949195861000002,-1.7578907012,1,0.6863358020999999,1
32,6.37482127340549e+18,1.23766725454837e+18,19.7941150665,19.304958343499997,19.1390342712,18.670881271400003,18.5214214325,0.1023542136,0.0797537044,0.0551732443,0.0409996361,0.030496195,20.7789230347,21.4525680542,0.9848079681999999,1.4739646912,1.6398887635,2.1080417633,2.2575016022,0.48915672299999996,0.6550807953,1.1232337951,1.2726936340000001,0.1659240723,0.6340770721,0.7835369109999999,0.46815299979999997,0.6176128386999999,0.1494598389,-0.6736450195,-1.6584529877,-2.1476097107,-2.313533783,-2.7816867827999996,-2.9311466217,1,0.5963221192,1
33,3.0558706055596e+18,1.23766725507934e+18,21.7073669434,21.2422275543,20.9321269989,20.6671047211,20.2759647369,0.1260006577,0.09817886349999999,0.0679196864,0.050471603899999995,0.037541601800000005,23.365530014,23.317270278899997,1.6581630706000001,2.1233024597,2.4334030151,2.6984252929,3.0895652770999997,0.46513938909999997,0.7752399445,1.0402622223,1.4314022065,0.3101005554,0.5751228332,0.9662628174,0.26502227780000004,0.656162262,0.3911399842,0.0482597351,-1.6099033355,-2.0750427246000003,-2.38514328,-2.6501655578,-3.041305542,1,1.4170626402000002,1
34,6.38787464753316e+18,1.23766725508045e+18,20.904602050799998,20.2021503448,19.696411132799998,19.4966964722,19.4110946655,0.1028350592,0.0801283866,0.0554324463,0.0411922485,0.030639463999999998,21.6669502258,21.8267364502,0.762348175,1.464799881,1.9705390930000002,2.1702537536,2.2558555603,0.702451706,1.208190918,1.4079055786,1.4935073853,0.505739212,0.7054538726,0.7910556793000001,0.19971466059999998,0.2853164673,0.0856018067,-0.15978622439999998,-0.9221343994,-1.6245861054,-2.1303253174,-2.3300399780000003,-2.4156417847,1,1.0834798813,1
35,6.38787466256555e+18,1.23766725508117e+18,19.9383411407,19.916557312000002,19.5303878784,19.570444107100002,19.6551780701,0.0761550739,0.0593395196,0.0410508066,0.0305051487,0.0226902254,20.617101669300002,21.6067466736,0.6787605286,0.7005443573000001,1.0867137909,1.0466575622,0.9619235992,0.0217838287,0.40795326229999995,0.3678970336,0.2831630706,0.3861694336,0.3461132049,0.2613792419,-0.0400562287,-0.1247901917,-0.08473396300000001,-0.9896450043,-1.6684055328999998,-1.6901893615999999,-2.0763587952,-2.0363025665,-1.9515686035,1,1.329654336,1
36,6.38787466256555e+18,1.23766725508117e+18,19.9383411407,19.916557312000002,19.5303878784,19.570444107100002,19.6551780701,0.0761550739,0.0593395196,0.0410508066,0.0305051487,0.0226902254,20.617101669300002,21.6067466736,0.6787605286,0.7005443573000001,1.0867137909,1.0466575622,0.9619235992,0.0217838287,0.40795326229999995,0.3678970336,0.2831630706,0.3861694336,0.3461132049,0.2613792419,-0.0400562287,-0.1247901917,-0.08473396300000001,-0.9896450043,-1.6684055328999998,-1.6901893615999999,-2.0763587952,-2.0363025665,-1.9515686035,1,1.3290996552,1
38,6.38787462927955e+18,1.23766728781306e+18,19.9601097107,19.8050022125,19.4964847565,19.4451351166,19.3912944794,0.1132479087,0.0882420018,0.061045408200000005,0.0453632809,0.0337419473,20.6057090759,21.5400905609,0.6455993652,0.8007068634000001,1.1092243194,1.1605739593000002,1.2144145965000002,0.1551074982,0.4636249542,0.5149745941,0.5688152313,0.308517456,0.35986709590000004,0.41370773310000003,0.0513496399,0.10519027710000001,0.0538406372,-0.934381485,-1.5799808502000001,-1.7350883484000001,-2.0436058044,-2.0949554443,-2.1487960815,1,1.1573660373999999,1
39,6.38787462927955e+18,1.23766728834993e+18,22.0461654663,21.5725154877,21.467763900799998,21.308811187699998,21.1442890167,0.0861346051,0.0671155006,0.0464301929,0.0345026106,0.0256636031,21.5970611572,22.198553085300002,-0.4491043091,0.024545669500000002,0.1292972564,0.2882499695,0.4527721405,0.4736499786,0.5784015655,0.7373542786,0.9018764495999999,0.1047515869,0.26370429999999995,0.428226471,0.1589527131,0.3234748841,0.164522171,-0.6014919281000001,-0.152387619,-0.6260375976,-0.7307891845000001,-0.8897418976000001,-1.0542640686,1,0.8549891709999999,1
40,6.37841013089816e+18,1.23766728888589e+18,21.8512859344,21.3119850159,21.193523407,21.0306243896,21.4056453705,0.11084245150000001,0.0863676891,0.0597487688,0.0443997383,0.033025246099999996,21.2306594849,21.7403011322,-0.6206264495,-0.08132553099999999,0.0371360779,0.20003509530000002,-0.17498588559999997,0.5393009185000001,0.6577625274000001,0.8206615448000001,0.4456405639,0.1184616089,0.28136062629999997,-0.09366035460000001,0.1628990174,-0.2121219635,-0.3750209809,-0.5096416473,0.11098480220000001,-0.42831611630000005,-0.5467777252,-0.7096767426,-0.3346557617,1,0.7461391090999999,1
41,6.3784101319719e+18,1.23766728888628e+18,20.2491321564,19.6565322876,19.0872249603,18.854631424,18.4054031372,0.0967009217,0.0753487051,0.052125886100000005,0.038735117799999996,0.0288118124,21.3608131409,22.145950317399997,1.1116809845,1.7042808533000002,2.2735881806,2.5061817169,2.9554100037,0.5925998688,1.1619071961,1.3945007324,1.8437290191999998,0.5693073273,0.8019008636,1.2511291504000002,0.2325935363,0.6818218231000001,0.4492282868,-0.7851371765,-1.896818161,-2.4894180298,-3.0587253570999997,-3.2913188933999997,-3.7405471801999997,1,0.2863503397,1
42,6.3784101319719e+18,1.23766728942302e+18,20.234243392899998,20.0507774353,19.4612388611,19.0355033875,18.8985080719,0.10048123449999999,0.0782942995,0.054163634800000006,0.040249384900000004,0.0299381465,20.9602031708,20.765190124500002,0.7259597779000001,0.9094257354999999,1.4989643097,1.9246997833000001,2.0616950989,0.1834659576,0.7730045318000001,1.1987400054000001,1.335735321,0.5895385742,1.0152740478,1.1522693634,0.42573547359999997,0.5627307892,0.1369953156,0.1950130463,-0.5309467315999999,-0.7144126892,-1.3039512634000001,-1.729686737,-1.8666820525999999,1,0.2395781428,1
43,6.3784101319719e+18,1.23766728942309e+18,18.4113578796,17.7917785645,17.8151493073,17.769952774,17.439462661700002,0.10371083769999999,0.0808107778,0.0559045225,0.0415430516,0.0309003983,19.437307357799998,20.229032516500002,1.0259494781999998,1.6455287933000002,1.6221580505000002,1.6673545838,1.9978446961,0.6195793151,0.5962085723,0.6414051056,0.9718952179000001,-0.023370742799999997,0.021825790499999997,0.3523159028,0.0451965333,0.37568664560000004,0.3304901123,-0.7917251587,-1.8176746369,-2.437253952,-2.4138832091999998,-2.4590797425,-2.7895698548000003,1,2.3357839584,1
44,6.3784101319719e+18,1.23766728942309e+18,18.4113578796,17.7917785645,17.8151493073,17.769952774,17.439462661700002,0.10371083769999999,0.0808107778,0.0559045225,0.0415430516,0.0309003983,19.437307357799998,20.229032516500002,1.0259494781999998,1.6455287933000002,1.6221580505000002,1.6673545838,1.9978446961,0.6195793151,0.5962085723,0.6414051056,0.9718952179000001,-0.023370742799999997,0.021825790499999997,0.3523159028,0.0451965333,0.37568664560000004,0.3304901123,-0.7917251587,-1.8176746369,-2.437253952,-2.4138832091999998,-2.4590797425,-2.7895698548000003,1,2.334300518,1
46,6.37781193000066e+18,1.23766729318669e+18,20.8133716583,20.403116226199998,20.371807098399998,20.1869468689,19.7428607941,0.0953870565,0.0743249431,0.0514176525,0.0382088274,0.0284203477,20.929975509600002,20.5829372406,0.1166038513,0.5268592834,0.5581684111999999,0.7430286407,1.1871147155,0.4102554321,0.44156455990000004,0.6264247894,1.0705108642,0.031309127799999996,0.2161693573,0.6602554321,0.1848602295,0.6289463043,0.44408607479999995,0.347038269,0.2304344177,-0.1798210144,-0.21113014219999998,-0.3959903717,-0.8400764465,1,0.408434242,1
47,3.72131263487568e+18,1.23766729318787e+18,21.7120113373,21.2987823486,20.265983581500002,19.5110702515,19.2393398285,0.1265619993,0.09861624990000001,0.068222262,0.0506964549,0.0377088487,22.0549125671,22.8044281006,0.3429012298,0.7561302185,1.7889289856000001,2.5438423156,2.8155727386000002,0.41322898869999997,1.4460277558,2.2009410858000003,2.4726715088,1.0327987670999998,1.7877120971,2.0594425200999997,0.75491333,1.0266437529999999,0.271730423,-0.7495155334999999,-1.0924167633,-1.505645752,-2.5384445191,-3.2933578491000004,-3.5650882720999997,1,0.45945230130000003,1
48,6.3748213120602e+18,1.23766732164294e+18,19.968427658099998,19.6026439667,19.3647041321,19.0811138153,18.9650535583,0.1182356849,0.0921284482,0.0637340322,0.0473612174,0.0352280438,20.3413791656,21.661190033,0.3729515075,0.7387351989000001,0.9766750335,1.2602653503,1.3763256072999999,0.3657836914,0.603723526,0.8873138428,1.0033740998,0.2379398346,0.5215301514,0.6375904084,0.2835903168,0.3996505738,0.11606025699999999,-1.3198108674,-1.6927623749,-2.0585460663,-2.2964859009,-2.5800762177000003,-2.6961364747000003,1,0.48426005240000003,1
49,6.3748213120602e+18,1.23766732164294e+18,19.7728328705,19.250295639,18.4534740448,18.0775566101,17.613586425799998,0.1144768819,0.08919961009999999,0.061707880300000004,0.045855566900000005,0.0341081172,21.2164134979,21.745023727399996,1.4435806274,1.9661178589,2.7629394531,3.1388568878,3.6028270720999998,0.5225372315,1.3193588257,1.6952762604,2.1592464447,0.7968215942,1.1727390289,1.6367092131999998,0.3759174347,0.8398876190000001,0.4639701843,-0.5286102295,-1.9721908569,-2.4947280884,-3.2915496826,-3.6674671173,-4.1314373016,1,0.2995538414,1
50,6.3748213120602e+18,1.23766732164307e+18,19.9731998444,19.8722858429,19.6730232239,19.6228218079,19.5355396271,0.0891879648,0.0694946572,0.048076082,0.035725683,0.0265733432,20.943061828599998,20.9860744476,0.9698619842,1.0707759856999999,1.2700386047,1.3202400207,1.4075222015,0.1009140015,0.3001766205,0.3503780365,0.4376602173,0.19926261899999997,0.249464035,0.33674621579999997,0.050201416,0.1374835968,0.0872821808,-0.043012619,-1.0128746032,-1.1137886047,-1.3130512237,-1.3632526397,-1.4505348205000002,1,0.8344455956999999,1
51,6.37886743968849e+18,1.23766732164334e+18,19.7677669525,19.5806026459,19.4521198273,19.300863266,19.2779331207,0.0841584653,0.065575704,0.0453649685,0.0337110348,0.0250748154,20.8250236511,21.6979351044,1.0572566986,1.2444210052,1.3729038238,1.5241603850999998,1.5470905304,0.1871643066,0.3156471252,0.46690368649999997,0.4898338318,0.1284828186,0.2797393799,0.3026695252,0.1512565613,0.1741867066,0.0229301453,-0.8729114533,-1.9301681519,-2.1173324585,-2.2458152771,-2.3970718384,-2.4200019837,1,1.496275425,1
52,6.37886743968849e+18,1.23766732164334e+18,19.868806839,19.4608192444,19.4335021973,19.344127655,19.1729335785,0.0847737417,0.0660551265,0.0456966311,0.0339574926,0.0252581369,20.5207290649,20.8307609558,0.6519222259,1.0599098205,1.0872268676,1.1766014099,1.3477954864,0.4079875946,0.4353046417,0.524679184,0.6958732605,0.0273170471,0.11669158939999999,0.2878856659,0.0893745423,0.2605686188,0.1711940765,-0.3100318909,-0.9619541168000001,-1.3699417113999999,-1.3972587585,-1.4866333008000001,-1.6578273772999998,1,0.4311971068,1
53,6.37485647495745e+18,1.23766732164452e+18,20.2437343597,19.7968769073,19.0558338165,18.6553020477,18.4451255798,0.0971269384,0.0756806508,0.052355524199999996,0.0389057659,0.028938742400000002,21.164802551300003,20.860578537000002,0.9210681916,1.367925644,2.1089687348,2.5095005036,2.7196769714999998,0.4468574524,1.1879005431999998,1.588432312,1.7986087799000001,0.7410430908,1.1415748596,1.3517513275,0.4005317688,0.6107082367000001,0.2101764679,0.3042240143,-0.6168441773,-1.0637016297,-1.8047447205,-2.2052764893,-2.4154529572,1,0.22895686329999998,1
