,g_id,s_id,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,nuv_mag,fuv_mag,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,fuv-nuv,fuv-u,fuv-g,fuv-r,fuv-i,fuv-z,c,rs,pred
712,6.37735452349983e+18,1.23767860292459e+18,20.6829948425,20.5167179108,20.744409561199998,20.8832435608,21.5116958618,0.3631685972,0.2829785347,0.1957632303,0.145473063,0.108205229,20.652141570999998,20.4245834351,-0.030853271499999998,0.1354236602,-0.0922679902,-0.23110198980000002,-0.8595542908,0.1662769317,-0.0614147187,-0.2002487183,-0.8287010193000001,-0.2276916504,-0.36652565,-0.994977951,-0.1388339996,-0.7672863006,-0.628452301,0.22755813589999999,0.25841140739999996,0.09213447570000001,0.3198261261,0.4586601257,1.0871124267,0,-0.0002388127,0
762,6.38027489510267e+18,1.23767861850348e+18,21.4978256226,20.3610877991,20.162406921400002,20.1418418884,20.05809021,0.0883848518,0.0688688755,0.0476431698,0.035403981800000005,0.026334056600000003,22.5863494873,23.108966827399996,1.0885238647,2.2252616882,2.4239425659,2.4445075989,2.5282592773,1.1367378234999999,1.3354187012,1.3559837341999998,1.4397354126,0.1986808777,0.2192459107,0.3029975891,0.020565033,0.10431671140000001,0.0837516784,-0.5226173400999999,-1.6111412047999998,-2.7478790283,-2.946559906,-2.9671249389999996,-3.0508766174,0,-0.0006144934,1
773,3.36500049873208e+18,1.2376786190146e+18,22.4144649506,21.2194156647,20.0231342316,19.2846336365,18.7038574219,0.2670263946,0.2080651522,0.1439385116,0.106961742,0.079559885,23.5267734528,23.4151554108,1.1123085021999999,2.3073577881,3.5036392212000003,4.2421398163,4.8229160309,1.1950492859000001,2.391330719,3.1298313141000005,3.7106075287,1.1962814331,1.9347820282,2.5155582428,0.7385005951000001,1.3192768097,0.5807762146000001,0.11161804199999999,-1.0006904602,-2.1957397461,-3.3920211792000003,-4.1305217743,-4.7112979889,0,-0.0001490291,1
883,6.37742488365407e+18,1.23767862277787e+18,22.2680625916,21.2698421478,21.487712860100004,21.6127719879,21.120300293,0.1712869406,0.1334656179,0.09233089539999999,0.0686117485,0.0510345362,21.4787483215,21.8719997406,-0.7893142701000001,0.2089061737,-0.0089645386,-0.13402366640000002,0.3584480285,0.9982204438,0.7803497315000001,0.6552906036999999,1.1477622986,-0.2178707123,-0.3429298401,0.1495418548,-0.1250591278,0.36741256710000003,0.49247169490000003,-0.39325141909999994,0.396062851,-0.6021575928,-0.3842868805,-0.2592277527,-0.7516994476000001,0,-0.000278497,0
884,6.37742488365407e+18,1.23767862277787e+18,22.2680625916,21.2698421478,21.487712860100004,21.6127719879,21.120300293,0.1712869406,0.1334656179,0.09233089539999999,0.0686117485,0.0510345362,21.4787483215,21.8719997406,-0.7893142701000001,0.2089061737,-0.0089645386,-0.13402366640000002,0.3584480285,0.9982204438,0.7803497315000001,0.6552906036999999,1.1477622986,-0.2178707123,-0.3429298401,0.1495418548,-0.1250591278,0.36741256710000003,0.49247169490000003,-0.39325141909999994,0.396062851,-0.6021575928,-0.3842868805,-0.2592277527,-0.7516994476000001,0,4.99567286169622e-05,0
907,6.38101372396687e+18,1.23767866035044e+18,22.1643447876,21.8523674011,21.918636321999998,21.5338668823,21.2077655792,0.09722844509999999,0.0757597461,0.0524102412,0.038946427400000004,0.0289689861,22.534872055100003,22.743404388400002,0.3705272675,0.682504654,0.6162357331,1.0010051728,1.3271064759,0.3119773865,0.24570846559999998,0.6304779053,0.9565792084,-0.0662689209,0.31850051879999997,0.6446018218999999,0.3847694397,0.7108707428000001,0.32610130309999996,-0.20853233329999998,-0.5790596008,-0.8910369873,-0.8247680664,-1.2095375061,-1.5356388092,0,0.0031312795,1
928,2.91281094864641e+18,1.23767866089518e+18,19.4175224304,17.7122097015,16.756937027,16.2245616913,15.790871620199999,0.1188507602,0.0926077068,0.06406558309999999,0.047607593200000006,0.035411302,22.469526290900003,22.990592956500002,3.0520038605,4.7573165894,5.7125892639,6.2449645996,6.6786546707,1.7053127288999999,2.6605854034,3.1929607391,3.6266508101999997,0.9552726745000001,1.4876480102,1.9213380813,0.5323753357,0.9660654068000001,0.4336900711,-0.5210666656,-3.5730705261,-5.278383255,-6.2336559295,-6.7660312652,-7.1997213363,0,-0.0002780212,1
932,6.37742486969543e+18,1.2376786608997e+18,21.1600074768,20.9298286438,21.1679058075,21.4122505188,21.564846038800003,0.1489946991,0.11609566210000001,0.0803144425,0.059682235099999995,0.0443926193,21.3803501129,21.0156402588,0.2203426361,0.45052146909999996,0.21244430539999998,-0.0319004059,-0.1844959259,0.230178833,-0.0078983307,-0.252243042,-0.404838562,-0.2380771637,-0.482421875,-0.635017395,-0.2443447113,-0.3969402313,-0.15259552,0.36470985409999995,0.14436721800000002,-0.085811615,0.1522655487,0.39661026,0.54920578,0,0.0003770904,0
958,6.38101370249203e+18,1.23767866196106e+18,20.836259841900002,20.961139679000002,20.7536392212,20.3309898376,19.9588470459,0.1427401751,0.1112221777,0.07694298769999999,0.057176884299999994,0.042529098700000004,21.3005065918,21.272649765,0.46424674990000003,0.33936691280000003,0.5468673706,0.9695167542,1.3416595459,-0.12487983710000002,0.08262062070000001,0.5052700043,0.877412796,0.2075004578,0.6301498414,1.0022926331,0.4226493836,0.7947921753,0.37214279170000003,0.0278568268,-0.4363899231,-0.311510086,-0.5190105438,-0.9416599273999999,-1.3138027191,0,0.0008337008999999999,1
968,6.37742492445626e+18,1.23767866197626e+18,22.480739593499997,21.3864536285,21.6961898804,22.076879501300002,24.5876121521,0.1636682749,0.1275292039,0.0882241204,0.0655599758,0.0487645753,21.8681182861,21.5135498047,-0.6126213074,0.4816646576,0.1719284057,-0.2087612152,-2.719493866,1.094285965,0.7845497131,0.40386009219999996,-2.1068725586,-0.30973625190000004,-0.6904258728,-3.2011585236,-0.3806896209,-2.8914222717,-2.5107326508,0.3545684814,0.9671897888,-0.1270961762,0.18264007570000002,0.5633296966,3.0740623474,0,9.465372568229209e-05,0
976,6.37742488365407e+18,1.2376786625113e+18,21.6533069611,20.933216095,21.005666732799998,20.992824554400002,20.977624893199998,0.180713281,0.1408105642,0.09741209449999999,0.0723876283,0.0538430959,22.092256545999998,22.4727039337,0.4389495849,1.1590404509999999,1.0865898132,1.0994319916,1.1146316528,0.7200908661,0.6476402283,0.6604824067,0.6756820679000001,-0.07245063780000001,-0.0596084594,-0.0444087982,0.012842178400000001,0.0280418396,0.0151996612,-0.38044738770000003,-0.8193969726000001,-1.5394878387,-1.4670372009000001,-1.4798793793,-1.4950790405,0,0.0001105409,1
986,3.77897982072927e+18,1.23767866304397e+18,21.6084346771,20.5323925018,20.5387077332,20.4781742096,20.3206729889,0.1283507943,0.10001006720000001,0.0691865012,0.0514129885,0.0382418148,23.3056640625,23.4711513519,1.6972293854,2.7732715607,2.7669563293,2.8274898529000003,2.9849910736000003,1.0760421753,1.0697269439000001,1.1302604675,1.2877616882,-0.0063152314,0.0542182922,0.2117195129,0.06053352360000001,0.2180347443,0.1575012207,-0.1654872894,-1.8627166748,-2.9387588500999997,-2.9324436187000003,-2.9929771423,-3.150478363,0,-0.0004622853,1
1002,3.11607106620359e+18,1.23767877685897e+18,22.9142379761,21.459535598800002,21.584024429299998,22.404220581100002,20.9200611115,0.294626981,0.2295713425,0.15881639720000001,0.118017599,0.0877834111,22.582143783600003,23.0876483917,-0.3320941925,1.1226081848,0.9981193543000001,0.1779232025,1.6620826721000002,1.4547023772999998,1.3302135468,0.510017395,1.9941768646,-0.12448883050000001,-0.9446849823000001,0.5394744872999999,-0.8201961518,0.6639633178000001,1.4841594696,-0.5055046081,-0.17341041559999998,-1.6281127928999999,-1.5036239624,-0.6834278106,-2.1675872802000002,0,0.0002625701,0
1015,6.38101371430319e+18,1.23767877686742e+18,22.6343460083,21.896509170500003,22.043867111199997,22.3239688873,21.366153717,0.1307998151,0.10191833230000001,0.07050663230000001,0.052393984000000005,0.0389714986,21.712722778299998,22.0686244965,-0.92162323,-0.18378639219999998,-0.3311443329,-0.611246109,0.34656906130000004,0.7378368378,0.5904788971,0.31037712100000003,1.2681922912999999,-0.1473579407,-0.4274597168,0.5303554535,-0.2801017761,0.6777133942,0.9578151703,-0.3559017182,0.5657215118,-0.172115326,-0.024757385299999997,0.2553443908,-0.7024707795,0,0.0006763766,0
1023,6.38101371537694e+18,1.2376787774039e+18,20.5145797729,19.593963623,19.1686973572,18.7877445221,18.570226669300002,0.1955501735,0.1523713619,0.1054098085,0.078330785,0.058263711600000004,20.5608024597,20.9729042053,0.046222686799999996,0.9668388367,1.3921051025,1.7730579376,1.9905757903999999,0.9206161499,1.3458824157,1.7268352508000002,1.9443531036000001,0.4252662658,0.8062191009,1.0237369537,0.3809528351,0.5984706879,0.21751785280000002,-0.4121017456,-0.45832443240000004,-1.3789405822999998,-1.8042068481,-2.1851596831999998,-2.402677536,0,-0.0003549865,1
1034,2.90443706808927e+18,1.23767877792596e+18,22.7902832031,21.733058929400002,21.822519302399996,21.8402099609,21.107683181800002,0.40928182009999997,0.3189096153,0.22062020000000002,0.16394445300000002,0.1219445542,22.3925304413,23.352645874,-0.3977527618,0.6594715119,0.5700111389,0.5523204804,1.2848472595,1.0572242737,0.9677639007,0.9500732422,1.6826000212999999,-0.08946037300000001,-0.10715103150000001,0.6253757476,-0.0176906585,0.7148361206,0.7325267791,-0.9601154327,-0.5623626709,-1.6195869446000002,-1.5301265715999999,-1.5124359131,-2.2449626922,0,-0.0002274417,1
1035,2.90443706808927e+18,1.23767877792596e+18,22.7902832031,21.733058929400002,21.822519302399996,21.8402099609,21.107683181800002,0.40928182009999997,0.3189096153,0.22062020000000002,0.16394445300000002,0.1219445542,22.3925304413,23.352645874,-0.3977527618,0.6594715119,0.5700111389,0.5523204804,1.2848472595,1.0572242737,0.9677639007,0.9500732422,1.6826000212999999,-0.08946037300000001,-0.10715103150000001,0.6253757476,-0.0176906585,0.7148361206,0.7325267791,-0.9601154327,-0.5623626709,-1.6195869446000002,-1.5301265715999999,-1.5124359131,-2.2449626922,0,8.58508719829842e-05,1
1068,6.38020446193399e+18,1.23767883429478e+18,22.5619258881,20.8140125275,19.6972293854,18.9797439575,18.5903358459,0.1613233238,0.1257020533,0.0869600922,0.0646206662,0.0480659045,22.9314193726,21.9372348785,0.3694934845,2.1174068451,3.2341899872,3.9516754151,4.3410835267,1.7479133606000001,2.8646965026999998,3.5821819306,3.9715900422000003,1.1167831420999998,1.83426857,2.2236766815999998,0.7174854279,1.1068935395000001,0.38940811159999994,0.9941844941,0.6246910096,-1.123222351,-2.2400054931,-2.957490921,-3.3468990326,0,0.0001129025,0
1072,6.37640452505233e+18,1.23767884664747e+18,22.0850868225,21.3002967834,21.547077179000002,21.420322418199998,21.1970939636,0.2030874044,0.1582443267,0.10947269949999999,0.0813499466,0.0605094135,21.851919174200003,21.743328094499997,-0.23316764829999997,0.5516223908,0.3048419952,0.431596756,0.6548252106,0.7847900391,0.5380096435,0.6647644043,0.8879928589,-0.24678039559999998,-0.1200256348,0.1032028198,0.1267547608,0.3499832154,0.22322845460000001,0.10859107970000001,0.34175872799999996,-0.4430313111,-0.1962509155,-0.3230056763,-0.5462341309000001,0,-0.000619781,0
1077,6.37605274253473e+18,1.23767885793303e+18,21.0912475586,20.6030082703,20.7688465118,20.8087501526,20.622026443499998,0.2407828569,0.1876163632,0.1297921389,0.0964494646,0.07174067940000001,21.6059894562,21.7807445526,0.5147418976,1.0029811859,0.8371429443999999,0.7972393036,0.9839630127,0.48823928829999996,0.3224010468,0.282497406,0.4692211151,-0.1658382415,-0.2057418823,-0.019018173200000002,-0.0399036408,0.1468200683,0.1867237091,-0.1747550964,-0.6894969940000001,-1.1777362823,-1.0118980408,-0.9719943999999999,-1.1587181091,0,-2.61938985204324e-05,0
1102,2.548652697527e+18,1.2376788595367e+18,23.23878479,21.7091751099,21.5662269592,21.8288936615,21.777660369899998,0.2154087275,0.1678450257,0.1161144078,0.08628544960000001,0.0641805232,22.1678695679,24.196418762199997,-1.0709152221,0.45869445799999997,0.6016426087,0.3389759064,0.390209198,1.5296096800999999,1.6725578308000002,1.4098911285,1.4611244201,0.1429481507,-0.1197185516,-0.06848526,-0.2626667023,-0.2114334107,0.0512332916,-2.0285491943,-0.9576339722,-2.4872436523,-2.630191803,-2.3675251007,-2.4187583923,0,-7.70544647821225e-05,0
1103,6.37605273179731e+18,1.23767885954397e+18,21.9447040558,21.0346832275,21.2052192688,21.3647880554,20.9155483246,0.1444571167,0.1125600114,0.0778684914,0.0578646362,0.0430406593,21.798244476300003,21.843084335300002,-0.1464595795,0.7635612488,0.5930252075,0.43345642090000003,0.8826961517,0.9100208283,0.739484787,0.5799160004,1.0291557312000001,-0.1705360413,-0.3301048279,0.11913490289999999,-0.1595687866,0.2896709442,0.44923973079999996,-0.044839859,0.10161972050000001,-0.8084011078,-0.6378650665,-0.4782962799,-0.9275360106999999,0,0.0001051211,0
1108,6.38020445012283e+18,1.2376788595519e+18,22.771701812699998,21.6230831146,21.5957107544,21.6096248627,21.4811172485,0.2909789681,0.22672884170000002,0.1568499655,0.11655633900000001,0.0866964981,21.989253997800002,22.0219345093,-0.7824478148999999,0.3661708832,0.3935432434,0.37962913509999996,0.5081367493,1.1486186981,1.1759910583,1.16207695,1.2905845642,0.0273723602,0.013458251899999999,0.1419658661,-0.0139141083,0.1145935059,0.1285076142,-0.0326805115,0.7497673034000001,-0.3988513947,-0.42622375490000003,-0.41230964659999997,-0.5408172608,1,-0.00019701419999999998,0
1110,6.38020445012283e+18,1.2376788595519e+18,22.771701812699998,21.6230831146,21.5957107544,21.6096248627,21.4811172485,0.2909789681,0.22672884170000002,0.1568499655,0.11655633900000001,0.0866964981,21.989253997800002,22.0219345093,-0.7824478148999999,0.3661708832,0.3935432434,0.37962913509999996,0.5081367493,1.1486186981,1.1759910583,1.16207695,1.2905845642,0.0273723602,0.013458251899999999,0.1419658661,-0.0139141083,0.1145935059,0.1285076142,-0.0326805115,0.7497673034000001,-0.3988513947,-0.42622375490000003,-0.41230964659999997,-0.5408172608,0,-0.00019701419999999998,1
1164,2.91590717339023e+18,1.23767888048692e+18,22.085823059099997,20.673749923699997,20.118564605699998,19.884086608900002,19.8431606293,0.1498947293,0.1167969629,0.0807995945,0.0600427613,0.0446607843,23.8386726379,23.8002109528,1.7528495788,3.1649227142000003,3.7201080322,3.9545860289999997,3.9955120086,1.4120731354,1.9672584534,2.2017364502000003,2.2426624297999997,0.5551853179999999,0.7896633148000001,0.8305892944,0.2344779968,0.27540397640000003,0.0409259796,0.0384616851,-1.7143878937,-3.1264610291,-3.6816463470999996,-3.9161243439,-3.9570503235000003,0,-0.0005709659,1
1205,2.90665368353086e+18,1.23767888154395e+18,21.483304977399996,20.3119754791,19.3801403046,18.594387054400002,18.042331695599998,0.5623947382,0.43821418289999997,0.3031545281,0.22527630629999998,0.1675641835,22.3527469635,22.8712463379,0.8694419861,2.0407714844,2.9726066588999998,3.7583599091,4.3104152679,1.1713294983,2.1031646728,2.888917923,3.4409732818000003,0.9318351745000001,1.7175884247,2.2696437835,0.7857532502,1.337808609,0.5520553588,-0.5184993743999999,-1.3879413605000002,-2.5592708588,-3.4911060333,-4.2768592835,-4.8289146423,0,-6.0576976466109e-06,0
1247,6.38038035587714e+18,1.23767888959413e+18,20.9337902069,20.5267009735,20.60105896,20.5510959625,20.1102790833,0.15893588960000002,0.12384177,0.0856731609,0.0636643395,0.0473545752,21.1714458466,21.13854599,0.23765563969999998,0.6447448731000001,0.5703868865999999,0.6203498840999999,1.0611667633,0.40708923340000003,0.3327312469,0.3826942444,0.8235111236,-0.0743579865,-0.024394989,0.41642189020000003,0.0499629975,0.4907798767,0.4408168792,0.0328998566,-0.20475578309999998,-0.6118450165,-0.53748703,-0.5874500275,-1.0282669067,0,0.0005352108,1
1306,6.37615823230023e+18,1.23767890624152e+18,21.7172679901,20.298601150499998,19.1771602631,18.4200954437,17.7977161407,0.1681964993,0.1310575753,0.0906650275,0.0673738271,0.0501137525,22.111459732100002,22.658264160199998,0.394191742,1.8128585816,2.934299469,3.6913642883999995,4.3137435914,1.4186668396000002,2.540107727,3.2971725463999997,3.9195518494,1.1214408874,1.8785057068000002,2.5008850097999997,0.7570648193999999,1.3794441224,0.622379303,-0.5468044281000001,-0.9409961701,-2.3596630097,-3.4811038970999997,-4.2381687165,-4.8605480194999995,0,-0.0001630353,0
1342,6.37605272964983e+18,1.23767892020416e+18,20.8357658386,20.265893936199998,20.3406715393,20.5317115784,20.7526302338,0.2313171178,0.1802407354,0.1246897057,0.0926578119,0.0689203888,21.633123397800002,21.7013130188,0.7973575592000001,1.3672294616,1.2924518585,1.1014118194,0.8804931640000001,0.5698719024000001,0.4950942993,0.3040542602,0.0831356048,-0.07477760309999999,-0.2658176422,-0.4867362976,-0.1910400391,-0.41195869450000006,-0.2209186554,-0.06818962099999999,-0.8655471802,-1.4354190826,-1.3606414795,-1.1696014404000001,-0.948682785,0,0.0001025008,0
1343,3.07353316034819e+18,1.23767892020462e+18,21.7304115295,21.3251209259,21.367456436199998,21.6394233704,21.738702774,0.3119427562,0.24306368829999997,0.16815033559999998,0.1249537244,0.09294261039999999,22.559648513800003,23.635190963699998,0.8292369843,1.2345275879000002,1.1921920776000001,0.9202251434000001,0.8209457398000001,0.4052906036,0.3629550933,0.09098815910000001,-0.0082912445,-0.042335510300000004,-0.3143024445,-0.41358184810000004,-0.2719669342,-0.3712463378,-0.0992794036,-1.0755424499,-1.9047794342,-2.3100700378,-2.2677345275,-1.9957675933,-1.8964881896999999,0,0.0010096912,1
1344,3.07353316034819e+18,1.23767892020468e+18,20.7192821503,19.9685592651,19.5814819336,19.4686088562,19.3614044189,0.3463675678,0.26988723870000003,0.1867067516,0.1387431324,0.1031994,22.649356842,24.5074501038,1.9300746916999998,2.6807975769,3.0678749084,3.1807479857999996,3.2879524231,0.7507228852,1.1378002167,1.2506732941,1.3578777314,0.3870773315,0.49995040890000003,0.6071548461999999,0.11287307740000001,0.22007751469999998,0.10720443730000001,-1.8580932618000001,-3.7881679535000004,-4.5388908387,-4.9259681702,-5.0388412476,-5.1460456849,0,-0.001125082,0
1345,6.38097849020265e+18,1.23767892020979e+18,20.2583217621,20.1177024841,20.319047927899998,20.4557552338,20.7048397064,0.3127741814,0.2437115312,0.1685985029,0.1252867579,0.0931903347,20.1210594177,20.0323390961,-0.13726234439999999,0.0033569335999999996,-0.1979885102,-0.3346958161,-0.5837802887,0.14061927800000001,-0.0607261658,-0.19743347170000003,-0.44651794429999997,-0.2013454438,-0.3380527497,-0.5871372223,-0.1367073059,-0.3857917785,-0.24908447260000002,0.0887203216,0.22598266600000003,0.08536338800000001,0.2867088318,0.42341613770000003,0.6725006103,0,-0.00018285810000000002,0
1349,2.54865269752701e+18,1.2376789207331e+18,23.6723670959,20.6913146973,20.292392730699998,20.1447792053,19.8924808502,0.1764739603,0.13750730449999998,0.0951269194,0.07068949940000001,0.052579999,22.6152496338,24.3537731171,-1.0571174621,1.9239349365,2.3228569031,2.4704704285,2.7227687836000003,2.9810523986,3.3799743652,3.5275878906,3.7798862456999998,0.39892196659999996,0.5465354920000001,0.7988338470999999,0.1476135254,0.3999118805,0.25229835510000004,-1.7385234833,-0.6814060212,-3.6624584198,-4.0613803864,-4.2089939118,-4.4612922669,0,-0.0007729599,1
1350,2.54865269752701e+18,1.2376789207331e+18,23.6723670959,20.6913146973,20.292392730699998,20.1447792053,19.8924808502,0.1764739603,0.13750730449999998,0.0951269194,0.07068949940000001,0.052579999,22.6152496338,24.3537731171,-1.0571174621,1.9239349365,2.3228569031,2.4704704285,2.7227687836000003,2.9810523986,3.3799743652,3.5275878906,3.7798862456999998,0.39892196659999996,0.5465354920000001,0.7988338470999999,0.1476135254,0.3999118805,0.25229835510000004,-1.7385234833,-0.6814060212,-3.6624584198,-4.0613803864,-4.2089939118,-4.4612922669,0,-0.0006745769000000001,1
1351,2.54865269752701e+18,1.2376789207331e+18,23.6723670959,20.6913146973,20.292392730699998,20.1447792053,19.8924808502,0.1764739603,0.13750730449999998,0.0951269194,0.07068949940000001,0.052579999,22.6152496338,24.3537731171,-1.0571174621,1.9239349365,2.3228569031,2.4704704285,2.7227687836000003,2.9810523986,3.3799743652,3.5275878906,3.7798862456999998,0.39892196659999996,0.5465354920000001,0.7988338470999999,0.1476135254,0.3999118805,0.25229835510000004,-1.7385234833,-0.6814060212,-3.6624584198,-4.0613803864,-4.2089939118,-4.4612922669,0,-0.0007729599,1
1352,2.54865269752701e+18,1.2376789207331e+18,23.6723670959,20.6913146973,20.292392730699998,20.1447792053,19.8924808502,0.1764739603,0.13750730449999998,0.0951269194,0.07068949940000001,0.052579999,22.6152496338,24.3537731171,-1.0571174621,1.9239349365,2.3228569031,2.4704704285,2.7227687836000003,2.9810523986,3.3799743652,3.5275878906,3.7798862456999998,0.39892196659999996,0.5465354920000001,0.7988338470999999,0.1476135254,0.3999118805,0.25229835510000004,-1.7385234833,-0.6814060212,-3.6624584198,-4.0613803864,-4.2089939118,-4.4612922669,0,-0.0006745769000000001,1
1355,2.4824708936279e+18,1.23767892075047e+18,21.9804553986,21.3396205902,20.4454174042,19.7155017853,19.173208236700003,0.1601101905,0.1247567832,0.08630616220000001,0.0641347319,0.0477044545,23.8738079071,23.435039520300002,1.8933525085,2.5341873168999998,3.4283905029,4.1583061218,4.7005996704,0.6408348084000001,1.5350379943999999,2.2649536133000003,2.8072471619,0.8942031859999999,1.6241188049000002,2.1664123534999997,0.7299156189,1.2722091675,0.5422935486,0.4387683868,-1.4545841217,-2.0954189300999997,-2.9896221161,-3.719537735,-4.2618312836,0,0.0001153455,0
1397,2.91668122957618e+18,1.23767907966779e+18,22.315576553299998,21.6205310822,21.91040802,22.2699718475,23.2120914459,0.1821103841,0.1418991834,0.0981651917,0.0729472563,0.054259359800000004,21.445482254,21.327001571700002,-0.8700942993,-0.1750488282,-0.464925766,-0.8244895935,-1.7666091919,0.6950454711,0.40516853329999997,0.0456047058,-0.8965148926000001,-0.2898769378,-0.6494407653000001,-1.5915603637,-0.3595638275,-1.3016834259,-0.9421195984,0.1184806823,0.9885749816,0.29352951050000003,0.5834064483,0.9429702758,1.8850898742,0,-0.0006482275,0
1399,6.37738971753559e+18,1.23767916769837e+18,20.748336792,19.1813316345,18.5608978271,17.8784751892,17.4396133423,0.2718830407,0.21184942129999998,0.1465564519,0.1089071482,0.08100690690000001,21.336353302,21.148273468,0.58801651,2.1550216675,2.7754554749,3.4578781127999996,3.8967399597,1.5670051575,2.1874389649,2.8698616028,3.3087234497000004,0.6204338074,1.3028564453,1.7417182922,0.6824226379,1.1212844848,0.43886184689999996,0.18807983399999997,-0.399936676,-1.9669418335,-2.5873756409,-3.2697982787999997,-3.7086601257,0,-2.8227463189978197e-05,0
1402,6.37738970572443e+18,1.23767916823491e+18,21.214006424,20.3774452209,19.4159793854,18.6711883545,18.1596431732,0.3005259335,0.23416776960000002,0.16199617089999999,0.1203805208,0.0895409882,22.456911086999998,22.758134841900002,1.242904663,2.0794658661,3.0409317016000004,3.7857227325,4.2972679138,0.8365612031,1.7980270386000001,2.5428180695,3.0543632508,0.9614658355,1.7062568664,2.2178020477000002,0.7447910309,1.2563362122,0.5115451813,-0.3012237549,-1.5441284178999999,-2.380689621,-3.3421554564999996,-4.0869464874,-4.5984916687,0,3.6041103612660697e-06,0
1431,2.59287945344399e+18,1.23767925413583e+18,26.4753093719,21.3957920074,20.4558753967,19.0768165588,18.0242195129,0.113172859,0.08818352970000001,0.061004955300000004,0.0453332216,0.0337195881,23.3660316467,22.914209365799998,-3.1092777251999997,1.9702396393000001,2.91015625,4.289215087900001,5.3418121337999995,5.0795173645,6.0194339752,7.3984928131,8.451089859,0.9399166106999999,2.3189754486000003,3.3715724945,1.3790588379,2.4316558838,1.0525970459,0.45182228090000004,3.5611000061,-1.5184173584,-2.4583339691,-3.837392807,-4.8899898529,0,-0.00024787560000000004,0
1432,6.3803452187497e+18,1.23767925466497e+18,21.3050994873,20.625715255699998,20.827907562300002,20.7767086029,20.3325386047,0.2739012837,0.2134220302,0.1476443708,0.1097155884,0.0816082433,21.672109603899997,21.6406784058,0.3670101166,1.0463943482,0.8442020416,0.895401001,1.3395709992,0.6793842315999999,0.477191925,0.5283908843999999,0.9725608826000001,-0.2021923066,-0.15099334720000002,0.293176651,0.05119895940000001,0.4953689576,0.4441699982,0.0314311981,-0.3355789185,-1.0149631501,-0.8127708435,-0.8639698029,-1.3081398011,0,-0.0002796578,0
1433,6.3803452187497e+18,1.23767925466497e+18,21.3050994873,20.625715255699998,20.827907562300002,20.7767086029,20.3325386047,0.2739012837,0.2134220302,0.1476443708,0.1097155884,0.0816082433,21.672109603899997,21.6406784058,0.3670101166,1.0463943482,0.8442020416,0.895401001,1.3395709992,0.6793842315999999,0.477191925,0.5283908843999999,0.9725608826000001,-0.2021923066,-0.15099334720000002,0.293176651,0.05119895940000001,0.4953689576,0.4441699982,0.0314311981,-0.3355789185,-1.0149631501,-0.8127708435,-0.8639698029,-1.3081398011,0,-0.0001028744,0
1440,6.3809081837355e+18,1.23767925467375e+18,21.3842182159,20.613960266099998,20.5970935822,20.6537895203,20.8458213806,0.1304968148,0.1016822308,0.0703433007,0.0522726104,0.0388812162,21.8390979767,21.7387542725,0.4548797608,1.2251377106,1.2420043945,1.1853084564,0.9932765961,0.7702579498000001,0.7871246337000001,0.7304286956,0.5383968353,0.0168666839,-0.0398292542,-0.2318611145,-0.056695938099999996,-0.2487277984,-0.19203186030000002,0.1003437042,-0.3545360566,-1.1247940064,-1.1416606903,-1.0849647521999999,-0.8929328919,0,-0.0006547683,1
1447,2.54738606013181e+18,1.23767925520833e+18,24.245805740399998,21.588459014899996,21.4734210968,21.505674362199997,21.1453933716,0.0921616256,0.0718117133,0.0496790111,0.0369168296,0.0274593383,24.2906494141,24.782264709499998,0.0448436737,2.7021903992,2.8172283173,2.7849750519,3.1452560425,2.6573467255,2.7723846436,2.7401313782,3.1004123688,0.11503791810000001,0.08278465269999999,0.4430656433,-0.0322532654,0.3280277252,0.3602809906,-0.4916152954,-0.5364589691,-3.1938056946,-3.3088436126999996,-3.2765903473,-3.6368713379,0,-0.0003757325,1
1457,6.38031004618877e+18,1.2376793223113e+18,22.2212047577,21.1810703278,21.173286437999998,20.8970813751,20.2862701416,0.1203282699,0.09375897050000001,0.0648620203,0.0481994338,0.0358515233,22.0569763184,21.9232654572,-0.1642284393,0.8759059906000001,0.8836898804000001,1.1598949433,1.7707061768,1.0401344299,1.0479183197,1.3241233826,1.9349346161,0.0077838898,0.2839889527,0.8948001862,0.27620506289999996,0.8870162964,0.6108112335,0.1337108612,0.2979393005,-0.7421951294,-0.7499790192,-1.0261840821,-1.6369953156000001,0,-0.00023110650000000003,1
1521,2.54752679762017e+18,1.2376793405689e+18,22.6573638916,22.563865661599998,21.0416908264,19.582990646400003,18.838527679400002,0.1111205369,0.0865843669,0.0598986633,0.0445111282,0.0331081003,23.490945816,23.9297599792,0.8335819244,0.9270801544,2.4492549896,3.9079551695999997,4.652418136600001,0.09349823,1.6156730652000002,3.0743732452,3.8188362122000004,1.5221748352000002,2.9808750151999996,3.7253379822,1.45870018,2.2031631469999997,0.744462967,-0.4388141632,-1.2723960876,-1.3658943175999998,-2.8880691527999995,-4.3467693328,-5.091232299800001,0,0.0002629528,0
