g_id,s_id,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,nuv_mag,fuv_mag,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,fuv-nuv,fuv-u,fuv-g,fuv-r,fuv-i,fuv-z,c,rs,pred
2.91949597934328E+018,1.23767861849981E+018,21.9498291016,22.2638568878,21.9038791656,21.6734027863,21.5571727753,0.187906608,0.1464155614,0.1012896076,0.0752690285,0.0559863299,23.0039424896,23.5767555237,1.054113388,0.7400856018,1.100063324,1.3305397033,1.4467697143,-0.3140277862,0.045949936,0.2764263153,0.3926563263,0.3599777222,0.5904541015,0.7066841125,0.2304763793,0.3467063903,0.116230011,-0.5728130341,-1.6269264221,-1.3128986359,-1.6728763581,-1.9033527374,-2.0195827484,1,1.2530580759,1
2.91949597934328E+018,1.23767861849994E+018,21.0811691284,20.893573761,20.7816028595,20.5392723083,20.4330844879,0.2164662033,0.1686690003,0.1166844368,0.0867090374,0.0644955933,22.5375843048,22.8820819855,1.4564151764,1.6440105438,1.7559814453,1.9983119965,2.1044998169,0.1875953674,0.2995662689,0.5418968201,0.6480846405,0.1119709015,0.3543014527,0.4604892731,0.2423305512,0.3485183716,0.1061878204,-0.3444976807,-1.8009128571,-1.9885082245,-2.100479126,-2.3428096772,-2.4489974976,1,1.8592488766,1
2.91291650176267E+018,1.23767861850027E+018,20.9252090454,20.8169879913,20.5131969452,20.5312576294,20.4202213287,0.1251445115,0.0975117609,0.0674581826,0.0501286611,0.0372865126,21.6285915375,23.4542617798,0.7033824921,0.8116035462,1.1153945923,1.0973339081,1.2083702088,0.1082210541,0.4120121002,0.393951416,0.5049877167,0.3037910461,0.2857303619,0.3967666626,-0.0180606842,0.0929756165,0.1110363007,-1.8256702423,-2.5290527344,-2.6372737885,-2.9410648346,-2.9230041504,-3.0340404511,1,1.0319080353,1
6.380274885439E+018,1.23767861850276E+018,21.2887783051,21.1033935547,20.9218921661,20.8733596802,21.2218017578,0.1137992069,0.0886715725,0.0613425821,0.0455841124,0.0339062065,22.3913249969,21.8878135681,1.1025466918,1.2879314422,1.4694328308,1.5179653167,1.1695232391,0.1853847504,0.366886139,0.4154186249,0.0669765473,0.1815013886,0.2300338745,-0.1184082031,0.0485324859,-0.2999095917,-0.3484420776,0.5035114288,-0.599035263,-0.7844200134,-0.965921402,-1.0144538879,-0.6660118103,1,1.3634021282,1
6.380274885439E+018,1.23767861850276E+018,22.8790779114,21.612657547,21.4108924866,20.7791996002,20.4928092957,0.1159738451,0.0903660357,0.0625148043,0.0464552008,0.0345541351,21.6853275299,22.1104850769,-1.1937503815,0.0726699829,0.2744350433,0.9061279297,1.1925182342,1.2664203644,1.4681854248,2.0998783112,2.3862686157,0.2017650604,0.8334579468,1.1198482513,0.6316928864,0.9180831909,0.2863903045,-0.425157547,0.7685928345,-0.4978275299,-0.6995925903,-1.3312854767,-1.6176757812,1,0.5600028634,1
6.38027489510267E+018,1.23767861850348E+018,21.4978256226,20.3610877991,20.1624069214,20.1418418884,20.05809021,0.0883848518,0.0688688755,0.0476431698,0.0354039818,0.0263340566,22.5863494873,23.1089668274,1.0885238647,2.2252616882,2.4239425659,2.4445075989,2.5282592773,1.1367378235,1.3354187012,1.3559837342,1.4397354126,0.1986808777,0.2192459107,0.3029975891,0.020565033,0.1043167114,0.0837516784,-0.5226173401,-1.6111412048,-2.7478790283,-2.946559906,-2.967124939,-3.0508766174,0,-0.0006144934,1
6.38027490154513E+018,1.23767861850361E+018,21.015619278,20.676984787,20.3152732849,20.1196746826,19.6438884735,0.096648626,0.0753079578,0.0520976968,0.0387141705,0.0287962314,21.3902130127,21.5044384003,0.3745937347,0.7132282257,1.0749397278,1.2705383301,1.7463245392,0.338634491,0.7003459931,0.8959445954,1.3717308045,0.3617115021,0.5573101044,1.0330963135,0.1955986023,0.6713848114,0.4757862091,-0.1142253876,-0.4888191223,-0.8274536133,-1.1891651154,-1.3847637177,-1.8605499268,1,2.1265232563,1
6.38027490154513E+018,1.23767861850387E+018,20.9166984558,20.8374385834,20.555305481,20.5909748077,20.4224662781,0.1303439289,0.1015631035,0.0702608824,0.0522113666,0.0388356671,21.5526790619,22.230682373,0.6359806061,0.7152404785,0.9973735809,0.9617042542,1.1302127838,0.0792598724,0.3613929748,0.3257236481,0.4942321777,0.2821331024,0.2464637757,0.4149723053,-0.0356693267,0.1328392029,0.1685085296,-0.6780033111,-1.3139839172,-1.3932437896,-1.675376892,-1.6397075653,-1.8082160949,1,1.1511980295,1
6.38027490154513E+018,1.23767861850387E+018,20.9166984558,20.8374385834,20.555305481,20.5909748077,20.4224662781,0.1303439289,0.1015631035,0.0702608824,0.0522113666,0.0388356671,21.5526790619,22.230682373,0.6359806061,0.7152404785,0.9973735809,0.9617042542,1.1302127838,0.0792598724,0.3613929748,0.3257236481,0.4942321777,0.2821331024,0.2464637757,0.4149723053,-0.0356693267,0.1328392029,0.1685085296,-0.6780033111,-1.3139839172,-1.3932437896,-1.675376892,-1.6397075653,-1.8082160949,1,1.150898695,1
6.38027490154513E+018,1.23767861850387E+018,20.9166984558,20.8374385834,20.555305481,20.5909748077,20.4224662781,0.1303439289,0.1015631035,0.0702608824,0.0522113666,0.0388356671,21.5526790619,22.230682373,0.6359806061,0.7152404785,0.9973735809,0.9617042542,1.1302127838,0.0792598724,0.3613929748,0.3257236481,0.4942321777,0.2821331024,0.2464637757,0.4149723053,-0.0356693267,0.1328392029,0.1685085296,-0.6780033111,-1.3139839172,-1.3932437896,-1.675376892,-1.6397075653,-1.8082160949,1,1.1511980295,1
6.38027490154513E+018,1.23767861850387E+018,20.9166984558,20.8374385834,20.555305481,20.5909748077,20.4224662781,0.1303439289,0.1015631035,0.0702608824,0.0522113666,0.0388356671,21.5526790619,22.230682373,0.6359806061,0.7152404785,0.9973735809,0.9617042542,1.1302127838,0.0792598724,0.3613929748,0.3257236481,0.4942321777,0.2821331024,0.2464637757,0.4149723053,-0.0356693267,0.1328392029,0.1685085296,-0.6780033111,-1.3139839172,-1.3932437896,-1.675376892,-1.6397075653,-1.8082160949,1,1.150898695,1
2.48271718423252E+018,1.23767861850446E+018,20.9188632965,20.9108200073,20.755563736,20.5887966156,20.3849182129,0.1114531085,0.0868435055,0.0600779355,0.0446443446,0.033207193,22.2088298798,23.2398834229,1.2899665833,1.2980098725,1.4532661438,1.6200332642,1.8239116669,0.0080432892,0.1632995605,0.3300666809,0.5339450836,0.1552562713,0.3220233917,0.5259017944,0.1667671204,0.3706455231,0.2038784027,-1.0310535431,-2.3210201264,-2.3290634156,-2.4843196869,-2.6510868073,-2.85496521,1,2.1153488159,1
2.48271718423252E+018,1.23767861850446E+018,20.9735298157,20.6693058014,20.7391738892,20.371591568,20.4358024597,0.1220005602,0.09506201,0.0657634586,0.0488692969,0.0363497771,21.7620067596,22.8126354218,0.7884769439,1.0927009582,1.0228328704,1.3904151916,1.3262042999,0.3042240143,0.2343559265,0.6019382477,0.537727356,-0.0698680878,0.2977142334,0.2335033417,0.3675823212,0.3033714295,-0.0642108917,-1.0506286622,-1.8391056061,-2.1433296204,-2.0734615326,-2.4410438538,-2.3768329621,1,0.6063986421,1
3.12923002136481E+018,1.23767861850597E+018,21.9159736633,21.3300933838,20.8674049377,20.5729084015,20.6886863708,0.1264918298,0.0985615775,0.0681844428,0.0506683476,0.0376879424,22.0956764221,22.4962387085,0.1797027588,0.7655830383,1.2282714844,1.5227680206,1.4069900513,0.5858802795,1.0485687256,1.3430652618,1.2272872925,0.4626884461,0.7571849823,0.641407013,0.2944965362,0.1787185669,-0.1157779693,-0.4005622864,-0.5802650452,-1.1661453247,-1.6288337708,-1.923330307,-1.8075523377,1,1.5346367359,1
6.377424958816E+018,1.23767861850774E+018,21.0376758575,20.8699684143,20.5332145691,20.4735927582,20.2473487854,0.1204254031,0.0938346535,0.064914383,0.0482383408,0.0358804651,20.3893432617,21.4349708557,-0.6483325958,-0.4806251526,-0.1438713074,-0.0842494965,0.1419944763,0.1677074432,0.5044612884,0.5640830993,0.7903270721,0.3367538452,0.3963756561,0.6226196289,0.0596218109,0.2858657837,0.2262439728,-1.045627594,-0.3972949982,-0.5650024414,-0.9017562866,-0.9613780975,-1.1876220703,1,1.038158536,1
2.41769646461237E+018,1.23767861850997E+018,22.135591507,21.9971351624,21.7980422974,21.5361328125,21.8125953674,0.2311113477,0.1800803989,0.1245787814,0.0925753862,0.068859078,22.9387073517,23.2568283081,0.8031158447,0.9415721893,1.1406650543,1.4025745392,1.1261119843,0.1384563446,0.3375492096,0.5994586945,0.3229961396,0.199092865,0.4610023499,0.184539795,0.2619094849,-0.01455307,-0.2764625549,-0.3181209564,-1.1212368011,-1.2596931457,-1.4587860107,-1.7206954956,-1.4442329407,1,1.5122009516,1
3.36500049873208E+018,1.2376786190146E+018,22.4144649506,21.2194156647,20.0231342316,19.2846336365,18.7038574219,0.2670263946,0.2080651522,0.1439385116,0.106961742,0.079559885,23.5267734528,23.4151554108,1.1123085022,2.3073577881,3.5036392212,4.2421398163,4.8229160309,1.1950492859,2.391330719,3.1298313141,3.7106075287,1.1962814331,1.9347820282,2.5155582428,0.7385005951,1.3192768097,0.5807762146,0.111618042,-1.0006904602,-2.1957397461,-3.3920211792,-4.1305217743,-4.7112979889,0,-0.0001490291,1
6.37629896549362E+018,1.23767861902266E+018,21.0065975189,20.5198326111,20.4832248688,20.3126010895,20.0669212341,0.2455177009,0.1913057268,0.1323444098,0.0983460844,0.0731514171,21.0960273743,21.845249176,0.0894298554,0.5761947632,0.6128025055,0.7834262848,1.0291061402,0.4867649078,0.5233726501,0.6939964294,0.9396762848,0.0366077423,0.2072315216,0.452911377,0.1706237793,0.4163036347,0.2456798554,-0.7492218017,-0.8386516571,-1.3254165649,-1.3620243072,-1.5326480865,-1.7783279419,1,0.7610532641,1
6.37615830424093E+018,1.23767861902528E+018,21.6367416382,21.2366371155,21.1571598053,21.1990642548,21.0241851807,0.2108647823,0.1643044204,0.1136650294,0.0844653025,0.0628266633,22.6966876984,22.0143089294,1.0599460602,1.4600505829,1.5395278931,1.4976234436,1.6725025177,0.4001045227,0.4795818329,0.4376773834,0.6125564575,0.0794773102,0.0375728607,0.2124519348,-0.0419044495,0.1329746246,0.1748790741,0.682378769,-0.3775672912,-0.7776718139,-0.8571491241,-0.8152446746,-0.9901237487,1,1.3733329773,1
6.37615830424093E+018,1.23767861902528E+018,21.6367416382,21.2366371155,21.1571598053,21.1990642548,21.0241851807,0.2108647823,0.1643044204,0.1136650294,0.0844653025,0.0628266633,22.6966876984,22.0143089294,1.0599460602,1.4600505829,1.5395278931,1.4976234436,1.6725025177,0.4001045227,0.4795818329,0.4376773834,0.6125564575,0.0794773102,0.0375728607,0.2124519348,-0.0419044495,0.1329746246,0.1748790741,0.682378769,-0.3775672912,-0.7776718139,-0.8571491241,-0.8152446746,-0.9901237487,1,1.372377634,1
6.38101373685177E+018,1.2376786190281E+018,21.4293899536,21.1107826233,20.7443714142,20.8030433655,20.602514267,0.0925638005,0.0721250847,0.0498958007,0.0370779261,0.027579166,21.9786987305,22.3378791809,0.5493087769,0.8679161072,1.2343273163,1.175655365,1.3761844635,0.3186073303,0.6850185394,0.6263465881,0.8268756866,0.3664112091,0.3077392578,0.5082683563,-0.0586719513,0.1418571472,0.2005290985,-0.3591804504,-0.9084892273,-1.2270965576,-1.5935077667,-1.5348358154,-1.7353649139,1,0.9472029209,1
6.38101374544171E+018,1.23767861902869E+018,21.2090682983,20.924161911,20.817155838,20.5112342834,20.3003330231,0.1007438675,0.0784989372,0.0543051995,0.0403545834,0.0300163962,21.7782821655,21.5653076172,0.5692138672,0.8541202545,0.9611263275,1.2670478821,1.4779491424,0.2849063873,0.3919124603,0.6978340149,0.9087352752,0.107006073,0.4129276276,0.6238288879,0.3059215546,0.5168228149,0.2109012603,0.2129745483,-0.3562393189,-0.6411457062,-0.7481517792,-1.0540733338,-1.2649745941,1,1.5800259113,1
6.38101373470428E+018,1.23767861902882E+018,21.3282775879,21.4199790955,21.0725879669,20.9235153198,20.7483310699,0.0930237323,0.0724834576,0.0501437224,0.0372621603,0.0277162008,21.9039516449,22.1817817688,0.575674057,0.4839725494,0.831363678,0.9804363251,1.155620575,-0.0917015076,0.255689621,0.4047622681,0.579946518,0.3473911286,0.4964637757,0.6716480256,0.1490726471,0.324256897,0.1751842499,-0.2778301239,-0.8535041809,-0.7618026733,-1.1091938019,-1.258266449,-1.4334506989,1,1.3458647728,1
6.38101373470428E+018,1.23767861902888E+018,21.3327407837,21.1709003448,20.7808074951,20.7985191345,21.2773685455,0.1011714116,0.078832075,0.0545356683,0.0405258462,0.0301437844,21.3539009094,21.8998374939,0.0211601257,0.1830005646,0.5730934143,0.5553817749,0.0765323639,0.1618404389,0.5519332886,0.5342216492,0.0553722382,0.3900928497,0.3723812103,-0.1064682007,-0.0177116394,-0.4965610504,-0.478849411,-0.5459365845,-0.5670967102,-0.7289371491,-1.1190299988,-1.1013183594,-0.6224689484,1,1.1817073822,1
6.38101373470428E+018,1.23767861902888E+018,21.1261978149,20.7927360535,20.6776580811,20.434015274,20.406993866,0.0987598971,0.076953046,0.0532357581,0.0395598747,0.0294252783,21.358007431,21.9130764008,0.2318096161,0.5652713775,0.6803493499,0.923992157,0.951013565,0.3334617614,0.4485397338,0.6921825409,0.7192039489,0.1150779724,0.3587207795,0.3857421875,0.2436428071,0.2706642151,0.027021408,-0.5550689698,-0.7868785859,-1.1203403473,-1.2354183197,-1.4790611268,-1.5060825348,1,0.8964289427,1
6.38101373470428E+018,1.23767861902901E+018,20.9347229004,21.0824623108,20.8297786713,20.7836666107,21.2147960663,0.08029221,0.0625631437,0.0432808921,0.0321623422,0.0239228737,21.695394516,21.7752895355,0.7606716156,0.6129322052,0.8656158447,0.9117279053,0.4805984497,-0.1477394104,0.1049442291,0.1510562897,-0.2800731659,0.2526836395,0.2987957001,-0.1323337555,0.0461120606,-0.385017395,-0.4311294556,-0.0798950195,-0.8405666351,-0.6928272247,-0.9455108642,-0.9916229248,-0.5604934692,1,1.2350394726,1
6.38101373363054E+018,1.23767861902934E+018,21.557434082,21.5871677399,21.5710849762,21.1165084839,21.2239837646,0.0866661891,0.0675297081,0.0467167385,0.0347155444,0.0258219857,22.2437152863,21.7318439484,0.6862812043,0.6565475464,0.6726303101,1.1272068024,1.0197315217,-0.0297336579,-0.0136508942,0.4409255981,0.3334503174,0.0160827637,0.470659256,0.3631839753,0.4545764923,0.3471012116,-0.1074752807,0.5118713379,-0.1744098664,-0.1446762085,-0.1607589722,-0.6153354645,-0.5078601838,1,1.5135784149,1
6.38101373040932E+018,1.23767861903085E+018,20.9867038727,20.8222351074,20.4341335297,20.5215969086,20.6260070801,0.1110915318,0.0865617692,0.059883032,0.044499509,0.0330994613,21.3026275635,21.8041210175,0.3159236908,0.4803924561,0.8684940338,0.7810306549,0.6766204834,0.1644687653,0.552570343,0.4651069641,0.3606967926,0.3881015777,0.3006381988,0.1962280273,-0.0874633789,-0.1918735504,-0.1044101715,-0.501493454,-0.8174171448,-0.9818859101,-1.3699874878,-1.2825241089,-1.1781139374,1,1.0631600618,1
6.38101373040932E+018,1.23767861903091E+018,20.5968074799,20.6287269592,20.5245418549,20.4525737762,20.5015010834,0.1088164672,0.0847890526,0.0586566739,0.043588195,0.0324216112,21.5184841156,21.7743816376,0.9216766357,0.8897571564,0.9939422607,1.0659103394,1.0169830322,-0.0319194793,0.072265625,0.1442337037,0.0953063965,0.1041851043,0.176153183,0.1272258758,0.0719680787,0.0230407715,-0.0489273072,-0.255897522,-1.1775741577,-1.1456546784,-1.2498397827,-1.3218078614,-1.2728805542,1,1.4291436672,1
2.91488682659965E+018,1.23767861903419E+018,21.5778522491,21.3928394318,21.2908477783,21.1808776855,21.1040401459,0.1079101488,0.0840828568,0.0581681319,0.043225158,0.0321515761,22.2876853943,22.8336238861,0.7098331452,0.8948459625,0.996837616,1.1068077088,1.1836452484,0.1850128173,0.2870044708,0.3969745636,0.4738121032,0.1019916535,0.2119617463,0.2887992859,0.1099700928,0.1868076324,0.0768375396,-0.5459384918,-1.255771637,-1.4407844543,-1.5427761078,-1.6527462006,-1.7295837402,1,5.9602680206,1
6.38023966778091E+018,1.23767861903524E+018,21.6121940613,21.7309684753,21.3751373291,21.4691867828,21.0407390594,0.0958944187,0.0747202858,0.0516911447,0.0384120606,0.0285715163,22.6580162048,23.2012901306,1.0458221435,0.9270477295,1.2828788757,1.188829422,1.6172771454,-0.118774414,0.2370567322,0.1430072785,0.5714550019,0.3558311462,0.2617816925,0.6902294159,-0.0940494537,0.3343982697,0.4284477234,-0.5432739258,-1.5890960693,-1.4703216553,-1.8261528015,-1.7321033478,-2.1605510712,1,1.0622893572,1
2.91291650176268E+018,1.2376786190372E+018,21.7191448212,21.0445842743,20.8278484344,20.5740089417,20.1343841553,0.1320965737,0.1029287502,0.0712056383,0.0529134199,0.0393578634,21.7972068787,22.7198371887,0.0780620575,0.7526226044,0.9693584443,1.223197937,1.6628227234,0.6745605469,0.8912963868,1.1451358795,1.5847606659,0.2167358399,0.4705753326,0.910200119,0.2538394927,0.6934642791,0.4396247864,-0.92263031,-1.0006923675,-1.6752529144,-1.8919887543,-2.145828247,-2.5854530334,1,0.6838242412,1
6.38027484678429E+018,1.23767861903806E+018,21.693572998,22.1845035553,21.5141639709,21.3781223297,21.3128566742,0.0898906216,0.0700421631,0.0484548472,0.0360071436,0.0267826989,22.7918815613,22.5066432953,1.0983085633,0.607378006,1.2777175904,1.4137592316,1.4790248871,-0.4909305573,0.1794090271,0.3154506683,0.3807163238,0.6703395844,0.8063812256,0.8716468811,0.1360416412,0.2013072967,0.0652656555,0.285238266,-0.8130702973,-0.32213974,-0.9924793244,-1.1285209656,-1.1937866211,1,1.2381262779,1
6.38027488436526E+018,1.23767861903989E+018,20.5368366241,20.2752151489,20.234916687,20.1560249329,19.8212032318,0.1204147935,0.0938263983,0.0649086684,0.0482340939,0.035877306,20.8157310486,21.8085536957,0.2788944245,0.5405158997,0.5808143616,0.6597061157,0.9945278168,0.2616214752,0.3019199371,0.3808116912,0.7156333923,0.0402984619,0.119190216,0.4540119171,0.0788917541,0.4137134552,0.3348217011,-0.9928226471,-1.2717170716,-1.5333385468,-1.5736370087,-1.6525287628,-1.9873504639,1,0.7350888848,1
6.38027488436526E+018,1.23767861903989E+018,20.5368366241,20.2752151489,20.234916687,20.1560249329,19.8212032318,0.1204147935,0.0938263983,0.0649086684,0.0482340939,0.035877306,20.8157310486,21.8085536957,0.2788944245,0.5405158997,0.5808143616,0.6597061157,0.9945278168,0.2616214752,0.3019199371,0.3808116912,0.7156333923,0.0402984619,0.119190216,0.4540119171,0.0788917541,0.4137134552,0.3348217011,-0.9928226471,-1.2717170716,-1.5333385468,-1.5736370087,-1.6525287628,-1.9873504639,1,0.735122323,1
6.37742487721162E+018,1.23767861904094E+018,21.1720848083,21.1432609558,20.6491394043,20.6649227142,20.2180843353,0.0925459117,0.0721111447,0.0498861559,0.0370707624,0.0275738351,20.6224994659,21.7810573578,-0.5495853424,-0.5207614899,-0.0266399384,-0.0424232483,0.4044151306,0.0288238525,0.522945404,0.5071620941,0.954000473,0.4941215515,0.4783382416,0.9251766205,-0.0157833099,0.431055069,0.4468383789,-1.1585578919,-0.6089725495,-0.637796402,-1.1319179535,-1.1161346436,-1.5629730225,1,1.1507652998,1
2.48271718423252E+018,1.23767861904133E+018,20.544927597,20.3524074554,20.2866001129,20.0482177734,20.3855342865,0.115508996,0.0900038257,0.0622642301,0.0462689959,0.0344156325,21.0389690399,21.6064109802,0.4940414429,0.6865615845,0.752368927,0.9907512665,0.6534347534,0.1925201416,0.2583274841,0.4967098236,0.1593933105,0.0658073425,0.304189682,-0.0331268311,0.2383823395,-0.0989341736,-0.3373165131,-0.5674419403,-1.0614833832,-1.2540035248,-1.3198108673,-1.5581932068,-1.2208766937,1,1.5834653378,1
2.48271718423253E+018,1.23767861904133E+018,22.1164302826,21.9711036682,21.5325450897,21.368812561,21.6100387573,0.1198911592,0.0934183821,0.0646264032,0.0480243415,0.0357212871,21.7655277252,23.4373989105,-0.3509025574,-0.205575943,0.2329826355,0.3967151642,0.1554889679,0.1453266144,0.5838851929,0.7476177216,0.5063915253,0.4385585785,0.6022911072,0.3610649109,0.1637325287,-0.0774936676,-0.2412261963,-1.6718711853,-1.3209686279,-1.4662952423,-1.9048538208,-2.0685863495,-1.8273601532,1,1.3151519299,1
2.48271718423252E+018,1.2376786190416E+018,21.4440193176,21.3711872101,21.1760940552,21.0001449585,21.187713623,0.1158359125,0.0902585611,0.062440455,0.046399951,0.0345130377,21.999994278,22.2420730591,0.5559749604,0.6288070679,0.8239002228,0.9998493195,0.812280655,0.0728321075,0.2679252624,0.4438743591,0.2563056946,0.1950931549,0.3710422516,0.1834735871,0.1759490967,-0.0116195678,-0.1875686645,-0.2420787811,-0.7980537415,-0.870885849,-1.0659790039,-1.2419281006,-1.0543594361,1,1.4559670687,1
2.48271718423252E+018,1.2376786190416E+018,20.5932369232,20.5432682037,20.2471389771,20.2104854584,20.2507648468,0.1166065037,0.0908589959,0.0628558323,0.0467086211,0.034742631,20.8149623871,22.1572875977,0.2217254639,0.2716941834,0.56782341,0.6044769287,0.5641975403,0.0499687195,0.3460979461,0.3827514648,0.3424720764,0.2961292266,0.3327827453,0.2925033569,0.0366535187,-0.0036258697,-0.0402793884,-1.3423252106,-1.5640506745,-1.614019394,-1.9101486206,-1.9468021393,-1.9065227509,1,1.2080247402,1
6.37742493948864E+018,1.23767861904382E+018,21.2236614227,21.1433334351,20.8423671722,20.7576293945,20.882276535,0.1694979966,0.1320716888,0.0913665816,0.0678951591,0.0505015291,20.9860782623,21.7422389984,-0.2375831604,-0.1572551728,0.1437110901,0.2284488678,0.1038017273,0.0803279876,0.3812942505,0.4660320282,0.3413848877,0.3009662629,0.3857040406,0.2610569001,0.0847377777,-0.0399093628,-0.1246471405,-0.7561607361,-0.5185775757,-0.5989055633,-0.8998718262,-0.9846096039,-0.8599624634,1,1.060623765,1
6.37742495022606E+018,1.23767861904415E+018,21.0299606323,20.7519168854,20.3646183014,20.2694988251,20.268157959,0.1285987347,0.1002032608,0.0693201497,0.051512301,0.0383156873,21.2345867157,22.024230957,0.2046260834,0.4826698303,0.8699684143,0.9650878906,0.9664287567,0.2780437469,0.6653423309,0.7604618072,0.7618026733,0.387298584,0.4824180603,0.4837589264,0.0951194763,0.0964603424,0.0013408661,-0.7896442413,-0.9942703247,-1.2723140716,-1.6596126556,-1.7547321319,-1.756072998,1,0.9668645859,1
3.0836310751377E+018,1.23767861904638E+018,21.7825927734,21.7502613068,21.425239563,21.2785739899,21.0885276794,0.1693115383,0.1319264024,0.0912660807,0.0678204745,0.0504459739,21.6308937073,23.6319198608,-0.1516990661,-0.1193675995,0.2056541443,0.3523197174,0.5423660279,0.0323314666,0.3573532104,0.5040187835,0.694065094,0.3250217438,0.4716873169,0.6617336274,0.1466655731,0.3367118836,0.1900463105,-2.0010261535,-1.8493270874,-1.881658554,-2.2066802978,-2.3533458709,-2.5433921814,1,1.0750770569,1
3.0836310751377E+018,1.23767861904645E+018,21.3353385925,21.1626338959,21.1373958588,20.96626091,20.9455242157,0.1726904064,0.1345591992,0.0930874273,0.0691739321,0.0514527,23.0687389374,24.1248722076,1.7334003449,1.9061050415,1.9313430786,2.1024780274,2.1232147217,0.1727046966,0.1979427337,0.3690776825,0.3898143768,0.0252380371,0.1963729859,0.2171096802,0.1711349488,0.1918716431,0.0207366943,-1.0561332702,-2.7895336151,-2.9622383117,-2.9874763488,-3.1586112976,-3.1793479919,1,1.7057453394,1
3.08363107513769E+018,1.23767861904645E+018,24.8788814545,22.1714630127,22.2256259918,21.7449073792,20.902299881,0.1685664505,0.1313458383,0.0908644423,0.0675220191,0.0502239764,23.5718383789,23.502576828,-1.3070430756,1.4003753662,1.3462123871,1.8269309997,2.6695384979,2.7074184418,2.6532554627,3.1339740753,3.9765815735,-0.0541629791,0.4265556335,1.2691631317,0.4807186126,1.3233261108,0.8426074982,0.0692615509,1.3763046265,-1.3311138153,-1.2769508362,-1.7576694488,-2.600276947,1,0.8692932725,1
6.37724899615336E+018,1.23767861904697E+018,19.8106117249,19.5277442932,19.418504715,19.2741088867,19.2328243256,0.3190927207,0.2486348897,0.1720044613,0.12781775,0.0950729251,20.2138843536,20.6686344147,0.4032726287,0.6861400604,0.7953796386,0.9397754669,0.981060028,0.2828674317,0.3921070099,0.5365028382,0.5777873993,0.1092395782,0.2536354065,0.2949199676,0.1443958283,0.1856803894,0.0412845611,-0.4547500611,-0.8580226898,-1.1408901215,-1.2501296997,-1.394525528,-1.4358100891,1,0.5418704748,1
6.37724899615336E+018,1.23767861904697E+018,19.8106117249,19.5277442932,19.418504715,19.2741088867,19.2328243256,0.3190927207,0.2486348897,0.1720044613,0.12781775,0.0950729251,20.2138843536,20.6686344147,0.4032726287,0.6861400604,0.7953796386,0.9397754669,0.981060028,0.2828674317,0.3921070099,0.5365028382,0.5777873993,0.1092395782,0.2536354065,0.2949199676,0.1443958283,0.1856803894,0.0412845611,-0.4547500611,-0.8580226898,-1.1408901215,-1.2501296997,-1.394525528,-1.4358100891,1,0.5419340134,1
2.90475372743807E+018,1.23767861955068E+018,21.0627174377,20.2195110321,19.9029865265,19.5565166473,19.1948680878,0.3586546183,0.2794612348,0.1933299899,0.1436649114,0.1068602949,22.5611019135,22.3686084747,1.4983844758,2.3415908814,2.658115387,3.0045852662,3.3662338257,0.8432064056,1.1597309112,1.5062007904,1.8678493499,0.3165245056,0.6629943848,1.0246429443,0.3464698792,0.7081184387,0.3616485595,0.1924934388,-1.305891037,-2.1490974426,-2.4656219482,-2.8120918274,-3.1737403869,1,2.2582871914,1
6.37615830531467E+018,1.23767861956175E+018,21.1604328156,20.5280704498,20.3720703125,20.4277133942,20.1398620605,0.1539815366,0.1199813783,0.0830025598,0.0616797991,0.0458784364,20.9375743866,21.7592411041,-0.222858429,0.4095039368,0.5655040741,0.5098609924,0.7977123261,0.6323623658,0.7883625031,0.7327194214,1.0205707551,0.1560001373,0.1003570556,0.3882083893,-0.0556430817,0.232208252,0.2878513337,-0.8216667175,-0.5988082885,-1.2311706543,-1.3871707916,-1.3315277099,-1.6193790436,1,0.7202600837,1
6.37615830531467E+018,1.23767861956175E+018,21.1604328156,20.5280704498,20.3720703125,20.4277133942,20.1398620605,0.1539815366,0.1199813783,0.0830025598,0.0616797991,0.0458784364,20.9375743866,21.7592411041,-0.222858429,0.4095039368,0.5655040741,0.5098609924,0.7977123261,0.6323623658,0.7883625031,0.7327194214,1.0205707551,0.1560001373,0.1003570556,0.3882083893,-0.0556430817,0.232208252,0.2878513337,-0.8216667175,-0.5988082885,-1.2311706543,-1.3871707916,-1.3315277099,-1.6193790436,1,0.7202482224,1
6.37615830424093E+018,1.23767861956221E+018,21.8344459534,21.2796211243,21.1574211121,21.122838974,20.6330509186,0.2832607031,0.2207148075,0.1526894867,0.1134646535,0.084396854,22.0631217957,22.524980545,0.2286758423,0.7835006714,0.9057006836,0.9402828217,1.4300708771,0.5548248291,0.6770248413,0.7116069794,1.2013950348,0.1222000122,0.1567821503,0.6465702057,0.0345821381,0.5243701935,0.4897880554,-0.4618587493,-0.6905345916,-1.2453594207,-1.3675594329,-1.402141571,-1.8919296264,1,0.7928833961,1
