,g_id,s_id,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,nuv_mag,fuv_mag,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,fuv-nuv,fuv-u,fuv-g,fuv-r,fuv-i,fuv-z,c,rs,pred
197,6.37872676018219e+18,1.23766773451057e+18,19.0141620636,17.923427581800002,17.571557998699998,17.4243335724,17.3871421814,0.09275434169999999,0.0722735524,0.0499985106,0.0371542536,0.027635937599999997,20.33751297,20.473941803,1.3233509064,2.4140853881999997,2.7659549713,2.9131793976,2.9503707886000003,1.0907344818,1.4426040649,1.5898284912,1.6270198822,0.35186958310000005,0.4990940094,0.5362854004,0.14722442630000002,0.1844158173,0.037191391000000004,-0.136428833,-1.4597797394,-2.5505142212000003,-2.9023838043,-3.0496082306,-3.0867996216000004,0,0.0038686176,1
358,6.37872674622354e+18,1.23766791113225e+18,19.2973251343,17.847700119000002,17.4174633026,17.2456283569,17.2509059906,0.0811688006,0.06324618309999999,0.0437534153,0.0325134769,0.024184053799999997,20.9083118439,22.370370864899996,1.6109867096000001,3.0606117249,3.4908485413,3.662683487,3.6574058533,1.4496250153,1.8798618316999998,2.0516967774,2.0464191437,0.4302368164,0.6020717621,0.5967941284,0.1718349457,0.16655731199999999,-0.0052776337,-1.462059021,-3.0730457306,-4.5226707459,-4.9529075623,-5.124742508,-5.1194648743,0,0.0034020608,0
400,6.38263218682934e+18,1.23766828854614e+18,22.7731609344,22.045595169099997,21.9347782135,22.0684318542,21.605091095,0.1556897908,0.121312432,0.08392337710000002,0.0623640642,0.046387404199999996,22.365802764899996,21.982603073099998,-0.40735816950000003,0.32020759579999997,0.4310245514,0.2973709107,0.7607116698999999,0.7275657653000001,0.8383827209,0.7047290801999999,1.1680698394,0.1108169556,-0.022836685099999997,0.4405040741,-0.1336536407,0.32968711850000004,0.4633407592,0.3831996918,0.7905578612999999,0.062992096,-0.0478248596,0.08582878109999999,-0.37751197810000003,0,0.0037824279,0
484,6.37904344100583e+18,1.23766849577989e+18,18.548078537000002,17.039052963299998,16.6439590454,16.5427818298,17.1717586517,0.10881643740000001,0.0847890303,0.05865665900000001,0.0435881838,0.032421600099999996,19.5342617035,19.6241970062,0.9861831665,2.4952087402000003,2.8903026581,2.9914798737,2.3625030518,1.5090255737,1.9041194916,2.0052967072,1.3763198853,0.3950939179,0.4962711335,-0.1327056884,0.10117721560000001,-0.5277996063,-0.6289768218999999,-0.0899353027,-1.0761184692,-2.5851440429,-2.9802379608,-3.0814151763999997,-2.4524383545,0,0.0035801288,0
593,2.41667611782179e+18,1.2376785959374e+18,22.7217979431,21.7276630402,21.629180908200002,22.0406360626,21.1843719482,0.1975689232,0.1539443731,0.10649800300000001,0.07913942639999999,0.058865197,23.0339508057,23.2302036285,0.3121528626,1.3062877655,1.4047698975,0.9933147431,1.8495788575,0.9941349029000001,1.0926170349,0.6811618804999999,1.5374259949000002,0.09848213199999999,-0.31297302239999997,0.543291092,-0.41145515439999997,0.44480896,0.8562641143999999,-0.1962528228,-0.5084056854,-1.5025405883,-1.6010227203,-1.1895675659,-2.0458316803,0,0.0033590181,0
1462,6.38038041708043e+18,1.23767932232178e+18,21.8526821136,21.6084060669,21.5307769775,21.5683803558,21.6216182709,0.1010961905,0.0787734687,0.0544951186,0.0404957123,0.0301213712,21.7666187286,22.9503860474,-0.086063385,0.1582126617,0.2358417511,0.1982383728,0.1450004577,0.24427604670000003,0.3219051361,0.2843017578,0.2310638427,0.0776290894,0.0400257111,-0.013212203999999998,-0.037603378300000004,-0.0908412934,-0.0532379151,-1.1837673188,-1.0977039337999999,-1.3419799805,-1.4196090699000001,-1.3820056915999999,-1.3287677765,0,0.0038863968,1
1964,3.05340769951339e+18,1.23767950325468e+18,21.768001556399998,21.6703701019,21.5897865295,22.0937290192,22.7382087708,0.23658022280000002,0.1843417138,0.12752674519999999,0.0947660357,0.07048852,22.264343261700002,22.712594986,0.4963417053,0.5939731598,0.6745567322,0.1706142425,-0.47386550909999997,0.09763145449999999,0.17821502690000002,-0.32572746280000003,-0.9702072144,0.0805835724,-0.42335891729999997,-1.0678386689,-0.5039424897,-1.1484222413,-0.6444797515999999,-0.4482517243,-0.9445934295999999,-1.0422248841,-1.1228084565,-0.6188659668,0.0256137848,0,0.0038008979,0
2071,6.38094336810759e+18,1.23767950486195e+18,21.4554386139,21.341594695999998,21.4757938385,21.5107307434,21.310277938800002,0.12650239470000002,0.09856981039999999,0.0681901425,0.050672583300000004,0.0376910903,21.9134140015,21.6953582764,0.4579753876,0.5718193054999999,0.43762016299999995,0.4026832581,0.6031360627000001,0.1138439179,-0.0203552246,-0.0552921295,0.1451606751,-0.1341991425,-0.1691360474,0.0313167572,-0.0349369049,0.1655158997,0.2004528046,0.21805572510000001,-0.2399196625,-0.3537635804,-0.2195644379,-0.184627533,-0.3850803376,0,0.0035838438,0
2842,6.37897303575442e+18,1.23765076185973e+18,23.6735649109,22.0207176208,22.118238449099998,22.1594390869,23.0149288177,0.0893245786,0.0696011037,0.048149723600000006,0.0357804038,0.0266140476,21.5788784027,21.3472747803,-2.0946865082,-0.44183921810000004,-0.5393600464,-0.5805606842000001,-1.436050415,1.6528472901,1.5553264618,1.514125824,0.6586360932,-0.0975208283,-0.1387214661,-0.9942111968999999,-0.041200637799999995,-0.8966903686,-0.8554897308,0.2316036224,2.3262901306,0.6734428404999999,0.7709636688,0.8121643065999999,1.6676540374000002,0,0.003800523,0
