Index,P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,Imputed Eccentricity,Imputed Eccentricity (EU),P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year,,CDHS_CRS(0.5*CDHSi+0.5*CDHSe), CDHS_CRS(0.6*CDHSi+0.4*CDHSe),CDHS_DRS(0.5*CDHSi+0.5*CDHSe),CDHS_DRS(0.6*CDHSi+0.4*CDHSe)
1272,Kepler-1219 b,Kepler-1219 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,12.97,,2.12,1.37,2.9,2.48,233.2993,233.2993,233.2993,995.7,995.7,995.7,1042,3.6180555556,1042,17.7,-24.76,4.02,16.1,0.1344,0,0.1623740399,0.2029675499,0.13,,0,Kepler-1219,,,Cyg,G,1.25,1.94,5944,4.215106,,4.37,12.2,622,19.8144,47.3785,-32.7,7.6973,1,0,1.525,3.579,-2.35,-0.13,-0.21,0.3,0,0,0,0.25,0,0,0,1,Transit,2016,,2.868962,2.719168,2.868964,2.719169
1273,Kepler-1220 b,Kepler-1220 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.69,,1.52,1.04,1.59,1.56,184.6322,184.6323,184.6323,939.1,939.1,939.1,978.9,3.3989583333,978.9,3.8,-23.78,2.89,7.43,0.0745,0,0.1708142514,0.2135178143,0.07,,0,Kepler-1220,,,Cyg,G,1,0.99,5842,1.024251,,3.63,15,958,19.8047,42.9777,-32.4,7.088,1,0,0.757,1.78,-2.33,-0.15,-0.75,0.29,0,0,0,0.29,0,0,0,1,Transit,2016,,2.459414,2.27153,2.459416,2.271532
1274,Kepler-1221 b,Kepler-1221 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.1,,1.88,1.22,2.29,2.08,45.80069,45.80069,45.8007,662.8,662.8,662.8,706.6,2.4534722222,706.6,9.9,-22.72,3.58,12,0.0979,0,0.2651384547,0.3314230684,0.1,,0,Kepler-1221,,,Lyr,K,0.87,0.82,5194,0.439061,,4.57,15.6,909,19.0548,45.7119,-30.9,4.4643,1,0,0.514,1.234,-2.16,-0.14,-0.17,0.32,0,0,0,0.29,0,0,0,1,Transit,2016,,2.166705,2.109363,2.166705,2.109363
1275,Kepler-1222 b,Kepler-1222 b,,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.39,,0.78,0.81,0.64,0.71,532.9815,532.9816,532.9817,1224.1,1224.1,1224.1,1253.2,4.3513888889,1253.2,0.3,-23.49,1.49,1.92,0.0285,0,0.1365769195,0.1707211494,0.03,,0,Kepler-1222,,,Cyg,K,0.84,0.8,5239,0.432577,,4.37,14.1,455,19.6593,49.3798,-33.6,15.0077,1,0,0.509,1.22,-2.35,-0.18,-1.34,0.27,0,0,0,0.29,0,0,0,1,Transit,2016,,2.580584,2.226467,2.675581,2.340464
1276,Kepler-1223 b,Kepler-1223 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.7,,1.22,0.93,1.14,1.18,20.81713,20.81713,20.81713,544.2,544.2,544.2,580.2,2.0145833333,580.2,1.6,-20.92,2.32,16.3,0.1168,0,0.2536190154,0.3170237693,0.12,,0,Kepler-1223,,,Lyr,K,0.8,0.75,4870,0.283876,,3.63,14.6,455,19.0197,44.5528,-30,3.4232,1,0,0.42,1.02,-2.01,-0.17,-0.75,0.32,0,0,0,0.35,0,0,0,1,Transit,2016,,1.617266,1.537812,1.617263,1.53781
1277,Kepler-1224 b,Kepler-1224 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.3,,1.33,0.97,1.29,1.31,141.935,141.935,141.935,879.4,879.4,879.4,916.8,3.1833333333,916.8,2.2,-23.21,2.53,13.32,0.1162,0,0.1879969441,0.2349961801,0.12,,0,Kepler-1224,,,Lyr,F,1.18,1.22,6155,1.916557,,2.34,12.9,578,19.1084,37.5373,-32.1,5.5973,1,0,1.015,2.371,-2.33,-0.16,-0.87,0.29,0,0,0,0.3,0,0,0,1,Transit,2016,,2.256609,2.071286,2.256608,2.071286
1278,Kepler-1225 b,Kepler-1225 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.04,,1.81,1.18,2.14,1.97,324.0157,324.0158,324.0158,1080.9,1080.9,1080.9,1124,3.9027777778,1124,8.3,-24.78,3.45,7.01,0.0747,0,0.1499336408,0.187417051,0.07,,0,Kepler-1225,,,Lyr,F,1.13,1.19,6140,1.805748,,3.02,14.7,1241,19.3756,40.137,-33,8.5027,1,0,0.987,2.304,-2.38,-0.14,-0.57,0.29,0,0,0,0.27,0,0,0,1,Transit,2016,,2.856312,2.647048,2.856312,2.647048
1279,Kepler-1226 b,Kepler-1226 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.05,,1.44,1.01,1.46,1.45,66.22664,66.22664,66.22665,726.8,726.8,726.8,765.6,2.6583333333,765.6,3.1,-22.55,2.75,17.29,0.1317,0,0.2568187219,0.3210234024,0.13,,0,Kepler-1226,,,Cyg,G,1.02,1.02,5923,1.148834,,3.72,14.2,779,19.7585,50.6215,-31.3,4.128,1,0,0.797,1.872,-2.24,-0.16,-0.69,0.3,0,0,0,0.3,0,0,0,1,Transit,2016,,2.049128,1.927301,2.049125,1.927299
1280,Kepler-1227 b,Kepler-1227 b,,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,,17.93,,2.28,1.5,3.43,2.8,5.48641,5.48641,5.486412,389.9,389.9,389.9,438,1.5208333333,438,26.9,-20.83,4.34,94.29,0.4012,0,0.2350256934,0.2937821168,0.4,,0,Kepler-1227,,,Lyr,G,0.97,0.95,5747,0.883287,,4.17,14.2,667,19.1378,41.8749,-28.6,1.2618,1,0,0.707,1.666,-1.64,-0.12,1.01,0.34,0,0,0,0.44,0,0,0,1,Transit,2016,,2.539955,2.487962,2.539954,2.487961
1281,Kepler-1228 b,Kepler-1228 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.78,,1.53,1.05,1.61,1.57,2069.971,2069.971,2069.971,1718.4,1718.4,1718.4,1758.3,6.1052083333,1758.3,4,-26.44,2.92,0.58,0.0125,0,0.0961668884,0.1202086105,0.01,,0,Kepler-1228,,,Cyg,K,0.78,0.74,5063,0.322838,,5.13,14.9,547,19.7702,46.9663,-35.1,31.9916,1,0,0.444,1.07,-2.38,-0.15,-1,0.28,0,0,0,0.28,0,0,0,1,Transit,2016,,3.81744,3.35995,3.817439,3.35995
1282,Kepler-1229 b,Kepler-1229 b,,Warm,Terran,rocky-iron,metals-rich,psychroplanet,,2.73,,1.4,0.99,1.39,1.4,0.4901548,0.4901549,0.4901549,213.2,213.2,213.2,251.4,0.8729166667,251.4,2.7,-17.13,2.66,86.83,0.3124,0,0.2008164737,0.2510205921,0.31,,0,Kepler-1229,,,Cyg,M,0.54,0.51,3784,0.047845,,3.72,15.5,236,19.8324,46.9967,-26,0.8699,1,1,0.178,0.456,-0.03,-0.16,0.12,0.83,0,0,0,0.73,0,1,0,1,Transit,2016,,1.39998,1.399983,1.399982,1.399984
1283,Kepler-1231 b,Kepler-1231 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.89,,1.42,1,1.43,1.42,114.0501,114.0501,114.0501,832.6,832.6,832.6,871.1,3.0246527778,871.1,2.9,-23.11,2.7,10.42,0.0936,0,0.2048972138,0.2561215173,0.09,,0,Kepler-1231,,,Lyr,G,1.01,1,5778,1,,4.17,14.7,948,19.2392,42.6057,-31.9,5.6936,1,0,0.75,1.768,-2.29,-0.16,-0.77,0.29,0,0,0,0.29,0,0,0,1,Transit,2016,,2.222273,2.061818,2.222273,2.061817
1284,Kepler-1232 b,Kepler-1232 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.88,,1.93,1.24,2.39,2.15,21.9395,21.9395,21.93951,551.4,551.4,551.4,595.7,2.0684027778,595.7,11,-21.97,3.66,26.78,0.1704,0,0.2618258079,0.3272822599,0.17,,0,Kepler-1232,,,Cyg,G,0.92,0.89,5471,0.636703,,4.79,14.8,740,19.77,49.1023,-30.1,2.7844,1,0,0.61,1.449,-2.05,-0.14,0.04,0.33,0,0,0,0.32,0,0,0,1,Transit,2016,,2.039975,2.017978,2.039971,2.017975
1285,Kepler-1235 b,Kepler-1235 b,,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.39,,0.78,0.81,0.64,0.71,280.6624,280.6624,280.6624,1042.8,1042.8,1042.8,1071.9,3.721875,1071.9,0.3,-22.79,1.49,4.16,0.0494,0,0.1484061424,0.185507678,0.05,,0,Kepler-1235,,,Lyr,G,0.93,0.9,5541,0.685058,,4.57,13.9,533,18.9935,43.954,-32.9,9.7196,1,0,0.63,1.494,-2.34,-0.18,-1.31,0.27,0,0,0,0.29,0,0,0,1,Transit,2016,,2.265851,1.97468,2.360848,2.088677
1286,Kepler-1236 b,Kepler-1236 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,13.55,,2.14,1.38,2.96,2.52,14.48125,14.48125,14.48125,497,497,497,543.5,1.8871527778,543.5,18.8,-21.75,4.07,31.06,0.1838,0,0.2431581533,0.3039476916,0.18,,0,Kepler-1236,,,Cyg,G,0.86,0.82,5337,0.489448,,4.07,16,1078,19.7083,42.5459,-29.6,2.3771,1,0,0.539,1.286,-1.95,-0.13,0.45,0.33,0,0,0,0.33,0,0,0,1,Transit,2016,,2.329965,2.29197,2.329962,2.291968
1287,Kepler-1238 b,Kepler-1238 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.88,,1.93,1.24,2.39,2.15,1075.425,1075.425,1075.425,1458.9,1458.9,1458.9,1503.2,5.2194444444,1503.2,11,-26.22,3.66,4.15,0.0551,0,0.1110042485,0.1387553106,0.06,,0,Kepler-1238,,,Cyg,F,1.3,1.48,6386,3.268353,,2.14,14.7,1533,19.8604,40.1629,-34.3,14.3443,1,0,1.308,3.041,-2.45,-0.14,-0.64,0.28,0,0,0,0.26,0,0,0,1,Transit,2016,,3.5746,3.245678,3.574599,3.245678
1288,Kepler-1240 b,Kepler-1240 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.4,,1.15,0.91,1.05,1.1,276.6894,276.6894,276.6895,1039.1,1039.1,1039.1,1074.1,3.7295138889,1074.1,1.3,-23.62,2.19,4.87,0.0558,0,0.1482656968,0.185332121,0.06,,0,Kepler-1240,,,Lyr,G,0.98,0.96,5682,0.861861,,4.07,14,614,18.8666,40.5575,-32.9,9.1764,1,0,0.701,1.655,-2.35,-0.17,-1.07,0.28,0,0,0,0.3,0,0,0,1,Transit,2016,,2.439677,2.181741,2.439676,2.18174
1289,Kepler-1242 b,Kepler-1242 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,17.18,,2.26,1.48,3.36,2.76,26.94277,26.94277,26.94278,580.4,580.4,580.4,628.3,2.1815972222,628.3,25.5,-22.55,4.3,13.63,0.1023,0,0.2621851296,0.327731412,0.1,,0,Kepler-1242,,,Lyr,K,0.77,0.74,4895,0.282075,,5.62,15.5,682,18.9737,41.1964,-30.3,3.8549,1,0,0.418,1.015,-2.06,-0.12,0.48,0.32,0,0,0,0.29,0,0,0,1,Transit,2016,,2.509962,2.459968,2.509959,2.459964
1290,Kepler-1243 b,Kepler-1243 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.1,,1.75,1.14,2,1.87,50.87544,50.87545,50.87545,680.4,680.4,680.4,722.7,2.509375,722.7,7,-22.68,3.32,16.83,0.1268,0,0.2766731082,0.3458413853,0.13,,0,Kepler-1243,,,Cyg,G,0.96,0.94,5667,0.817633,,4.37,14.8,877,19.6006,42.8808,-31,3.9523,1,0,0.683,1.614,-2.19,-0.14,-0.34,0.31,0,0,0,0.29,0,0,0,1,Transit,2016,,2.129655,2.053723,2.129655,2.053722
1291,Kepler-1244 b,Kepler-1244 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,2.37,,1.34,0.97,1.31,1.33,1981.903,1981.903,1981.904,1699.9,1699.9,1699.9,1737.4,6.0326388889,1737.4,2.3,-26.1,2.55,3.7,0.0531,0,0.0968042301,0.1210052876,0.05,,0,Kepler-1244,,,Lyr,F,1.46,1.77,6680,5.596831,,1.7,12.4,764,18.8201,46.5162,-35,17.8219,1,0,1.683,3.896,-2.47,-0.16,-1.11,0.27,0,0,0,0.29,0,0,0,1,Transit,2016,,3.686145,3.216915,3.686153,3.216922
1292,Kepler-1245 b,Kepler-1245 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.97,,1.43,1.01,1.44,1.44,199.0215,199.0215,199.0215,956.9,956.9,956.9,995.6,3.4569444444,995.6,3,-23.73,2.72,4.35,0.0496,0,0.1652601086,0.2065751358,0.05,,0,Kepler-1245,,,Lyr,G,0.86,0.83,5306,0.489909,,4.57,15.4,861,19.383,43.2608,-32.5,8.9242,2,0,0.54,1.29,-2.31,-0.16,-0.83,0.29,0,0,0,0.29,0,0,0,1,Transit,2016,,2.443404,2.240722,2.443406,2.240724
1293,Kepler-1245 c,Kepler-1245 c,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.97,,1.43,1.01,1.44,1.44,336.491,336.4911,336.4911,1091.2,1091.2,1091.2,1129.8,3.9229166667,1129.8,3,-24.31,2.72,2.94,0.0382,0,0.1400543499,0.1750679374,0.04,,0,Kepler-1245,,,Lyr,G,0.86,0.83,5306,0.489909,,4.57,15.4,861,19.383,43.2608,-33.1,11.6121,2,0,0.54,1.29,-2.34,-0.16,-0.89,0.29,0,0,0,0.29,0,0,0,1,Transit,2016,,2.676374,2.427098,2.676375,2.427099
1294,Kepler-1246 b,Kepler-1246 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.44,,1.36,0.98,1.33,1.34,24.46808,24.46809,24.46809,566.6,566.6,566.6,604.3,2.0982638889,604.3,2.4,-21.32,2.58,11.32,0.0888,0,0.2692645833,0.3365807291,0.09,,0,Kepler-1246,,,Cyg,K,0.73,0.69,4611,0.193094,,3.89,15,435,19.1772,48.9822,-30.2,4.1402,1,0,0.35,0.86,-2.02,-0.16,-0.64,0.32,0,0,0,0.34,0,0,0,1,Transit,2016,,1.729105,1.655283,1.729105,1.655283
1295,Kepler-1247 b,Kepler-1247 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,19.52,,2.33,1.54,3.6,2.89,41.98649,41.9865,41.9865,648.5,648.5,648.5,697.1,2.4204861111,697.1,30.1,-23.1,4.43,13.71,0.1066,0,0.2827126815,0.3533908519,0.11,,0,Kepler-1247,,,Cyg,G,0.86,0.82,5303,0.477094,,4.68,15.9,1094,19.6356,46.6183,-30.8,4.1003,1,0,0.533,1.274,-2.15,-0.12,0.47,0.31,0,0,0,0.27,0,0,0,1,Transit,2016,,2.609962,2.553968,2.609962,2.553967
1296,Kepler-1248 b,Kepler-1248 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.49,,1.18,0.92,1.08,1.13,295.9748,295.9748,295.9748,1056.7,1056.7,1056.7,1092.1,3.7920138889,1092.1,1.4,-23.74,2.23,7.47,0.0797,0,0.1457633324,0.1822041655,0.08,,0,Kepler-1248,,,Cyg,F,1.21,1.21,6149,1.877927,,1.51,12.8,540,19.204,51.3545,-32.9,8.102,1,0,1.005,2.348,-2.38,-0.17,-1.06,0.28,0,0,0,0.3,0,0,0,1,Transit,2016,,2.485925,2.224739,2.485924,2.224739
1297,Kepler-1249 b,Kepler-1249 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,21.25,,2.37,1.59,3.77,2.99,71.73835,71.73836,71.73836,741.5,741.5,741.5,790.5,2.7447916667,790.5,33.7,-23.72,4.51,24.33,0.1741,0,0.2558569911,0.3198212389,0.17,,0,Kepler-1249,,,Cyg,F,1.19,1.28,6202,2.174888,,2.82,15.4,1674,19.793,44.3718,-31.4,3.9184,1,0,1.079,2.516,-2.26,-0.12,0.39,0.3,0,0,0,0.25,0,0,0,1,Transit,2016,,2.679956,2.617962,2.679957,2.617962
1298,Kepler-1250 b,Kepler-1250 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.68,,1.92,1.24,2.37,2.13,674.4193,674.4194,674.4196,1298.3,1298.3,1298.3,1342.5,4.6614583333,1342.5,10.7,-25.7,3.64,2.61,0.0369,0,0.1326006895,0.1657508619,0.04,,0,Kepler-1250,,,Lyr,G,0.99,0.98,5717,0.920481,,4.57,15.6,1371,19.1863,45.9802,-33.8,14.1726,1,0,0.723,1.705,-2.4,-0.14,-0.59,0.29,0,0,0,0.26,0,0,0,1,Transit,2016,,3.290627,3.0165,3.290628,3.016501
1299,Kepler-1251 b,Kepler-1251 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.38,,1.84,1.19,2.19,2,11.55985,11.55985,11.55985,469.8,469.8,469.8,513.1,1.7815972222,513.1,8.8,-21.17,3.49,45.09,0.2411,0,0.2289507676,0.2861884595,0.24,,0,Kepler-1251,,,Cyg,G,0.92,0.89,5545,0.671856,,4.79,15,863,19.4743,49.2564,-29.4,1.9675,1,0,0.624,1.479,-1.89,-0.14,0.06,0.34,0,0,0,0.37,0,0,0,1,Transit,2016,,1.919973,1.903977,1.919972,1.903976
1300,Kepler-1252 b,Kepler-1252 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.14,,1.67,1.11,1.85,1.76,90.24542,90.24542,90.24544,785.2,785.2,785.2,826.7,2.8704861111,826.7,5.7,-23.2,3.17,15.05,0.1216,0,0.2398629703,0.2998287129,0.12,,0,Kepler-1252,,,Cyg,G,1.06,1.09,5949,1.335115,,3.89,14.5,828,19.93,46.6928,-31.6,4.7771,1,0,0.858,2.013,-2.28,-0.15,-0.52,0.3,0,0,0,0.29,0,0,0,1,Transit,2016,,2.270198,2.150157,2.270198,2.150157
1301,Kepler-1253 b,Kepler-1253 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.3,,1.33,0.97,1.29,1.31,12.00205,12.00205,12.00205,474.2,474.2,474.2,511.6,1.7763888889,511.6,2.2,-20.51,2.53,68.89,0.3255,0,0.2285135412,0.2856419265,0.33,,0,Kepler-1253,,,Lyr,G,0.97,1.1,5850,1.271448,,7.08,12.5,390,18.9257,47.6372,-29.4,1.8011,1,0,0.843,1.981,-1.91,-0.16,-0.56,0.33,0,0,0,0.39,0,0,0,1,Transit,2016,,1.553171,1.508536,1.553173,1.508538
1302,Kepler-1254 b,Kepler-1254 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.88,,1.55,1.05,1.63,1.59,44.64483,44.64483,44.64484,658.5,658.5,658.5,698.6,2.4256944444,698.6,4.1,-22.27,2.94,9.99,0.0836,0,0.290186968,0.36273371,0.08,,0,Kepler-1254,,,Dra,K,0.78,0.75,4985,0.311654,,5.62,15.3,676,19.0116,48.77,-30.9,4.7851,3,0,0.438,1.059,-2.14,-0.15,-0.54,0.31,0,0,0,0.31,0,0,0,1,Transit,2016,,1.987816,1.900252,1.987813,1.900249
1303,Kepler-1254 c,Kepler-1254 c,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.1,,1.3,0.96,1.25,1.27,174.0679,174.0679,174.0679,925.4,925.4,925.4,962.4,3.3416666667,962.4,2,-23.37,2.47,3.6,0.0423,0,0.169816794,0.2122709925,0.04,,0,Kepler-1254,,,Dra,K,0.78,0.75,4985,0.311654,,5.62,15.3,676,19.0116,48.77,-32.4,9.4566,3,0,0.438,1.059,-2.27,-0.16,-0.92,0.29,0,0,0,0.29,0,0,0,1,Transit,2016,,2.320767,2.116613,2.320768,2.116614
1304,Kepler-1254 d,Kepler-1254 d,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.17,,1.31,0.96,1.26,1.29,93.75703,93.75704,93.75705,792.8,792.8,792.8,829.9,2.8815972222,829.9,2.1,-22.72,2.49,5.73,0.0577,0,0.2392941349,0.2991176686,0.06,,0,Kepler-1254,,,Dra,K,0.78,0.75,4985,0.311654,,5.62,15.3,676,19.0116,48.77,-31.7,6.9367,3,0,0.438,1.059,-2.22,-0.16,-0.85,0.3,0,0,0,0.3,0,0,0,1,Transit,2016,,2.095752,1.938601,2.095752,1.938601
1305,Kepler-1255 b,Kepler-1255 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,19.11,,2.32,1.53,3.55,2.87,30.48499,30.48499,30.48499,598.6,598.6,598.6,647.1,2.246875,647.1,29.3,-22.74,4.41,36.29,0.2201,0,0.281677633,0.3520970413,0.22,,0,Kepler-1255,,,Cyg,F,1.08,1.12,6018,1.476164,,3.55,15.3,1344,19.6826,42.7265,-30.5,2.7126,1,0,0.899,2.105,-2.13,-0.12,0.54,0.31,0,0,0,0.28,0,0,0,1,Transit,2016,,2.594961,2.539967,2.59496,2.539966
1306,Kepler-1256 b,Kepler-1256 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.4,,1.49,1.03,1.53,1.51,191.6716,191.6716,191.6717,947.9,947.9,947.9,987.3,3.428125,987.3,3.5,-23.78,2.83,12.41,0.1105,0,0.162216826,0.2027710325,0.11,,0,Kepler-1256,,,Cyg,F,1.17,1.36,6129,2.341672,,3.72,13.5,862,19.4316,44.6835,-32.5,6.5607,1,0,1.124,2.627,-2.35,-0.15,-0.78,0.29,0,0,0,0.29,0,0,0,1,Transit,2016,,2.458996,2.265195,2.458997,2.265197
1307,Kepler-1257 b,Kepler-1257 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.69,,1.52,1.04,1.59,1.56,471.1733,471.1733,471.1734,1187,1187,1187,1226.7,4.259375,1226.7,3.8,-24.81,2.89,2.67,0.0363,0,0.130488063,0.1631100788,0.04,,0,Kepler-1257,,,Cyg,G,0.9,0.87,5502,0.622316,,4.37,15.6,1081,19.7384,45.6271,-33.4,12.7839,1,0,0.602,1.429,-2.37,-0.15,-0.86,0.28,0,0,0,0.28,0,0,0,1,Transit,2016,,2.889592,2.615673,2.889594,2.615674
1308,Kepler-1258 b,Kepler-1258 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.53,,0.86,0.83,0.72,0.79,2742.784,2742.785,2742.786,1843.7,1843.7,1843.7,1874.2,6.5076388889,1874.2,0.4,-25.49,1.64,0.98,0.0193,0,0.0870864359,0.1088580449,0.02,,0,Kepler-1258,,,Dra,G,0.99,0.99,5839,1.022149,,3.89,13.8,651,19.027,49.9947,-35.4,27.5955,1,0,0.756,1.778,-2.44,-0.18,-1.38,0.26,0,0,0,0.29,0,0,0,1,Transit,2016,,3.683617,3.118894,3.753615,3.202892
1309,Kepler-1259 b,Kepler-1259 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,2.97,,1.43,1.01,1.44,1.44,1817.873,1817.873,1817.873,1663.5,1663.5,1663.5,1702.2,5.9104166667,1702.2,3,-26.15,2.72,0.66,0.0138,0,0.0861646775,0.1077058469,0.01,,0,Kepler-1259,,,Cyg,K,0.8,0.77,5053,0.346792,,5.25,15.3,704,19.8561,46.9677,-34.9,30.0529,1,0,0.46,1.11,-2.37,-0.16,-1.05,0.28,0,0,0,0.28,0,0,0,1,Transit,2016,,3.670045,3.222035,3.670043,3.222033
1310,Kepler-1260 b,Kepler-1260 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.4,,1.77,1.16,2.05,1.9,64.93976,64.93977,64.93979,723.2,723.2,723.2,765.8,2.6590277778,765.8,7.4,-22.97,3.36,19.12,0.1426,0,0.2760315458,0.3450394323,0.14,,0,Kepler-1260,,,Cyg,G,1.06,1.08,5961,1.321338,,3.8,14.8,1041,19.7061,42.5552,-31.3,4.0357,1,0,0.853,2.001,-2.24,-0.14,-0.36,0.31,0,0,0,0.29,0,0,0,1,Transit,2016,,2.214478,2.125581,2.214478,2.125581
1311,Kepler-1261 b,Kepler-1261 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,17.18,,2.26,1.48,3.36,2.76,5.642127,5.642127,5.642128,392.7,392.7,392.7,440.5,1.5295138889,440.5,25.5,-20.84,4.3,48.43,0.2433,0,0.2340685611,0.2925857014,0.24,,0,Kepler-1261,,,Dra,K,0.82,0.77,5006,0.334068,,4.47,15.6,795,19.0155,48.8067,-28.6,1.6864,1,0,0.453,1.094,-1.65,-0.12,0.96,0.34,0,0,0,0.44,0,0,0,1,Transit,2016,,2.509956,2.459963,2.509951,2.459957
1312,Kepler-1262 b,Kepler-1262 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.04,,1.81,1.18,2.14,1.97,140.9107,140.9107,140.9107,877.8,877.8,877.8,920.8,3.1972222222,920.8,8.3,-23.87,3.45,8.68,0.0824,0,0.1995722705,0.2494653381,0.08,,0,Kepler-1262,,,Lyr,G,0.99,0.98,5771,0.955755,,4.27,15.2,1153,19.2515,42.2132,-32.1,6.3446,1,0,0.734,1.73,-2.31,-0.14,-0.44,0.3,0,0,0,0.27,0,0,0,1,Transit,2016,,2.503556,2.364843,2.503559,2.364845
1313,Kepler-1263 b,Kepler-1263 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.35,,1.14,0.91,1.04,1.09,164.9512,164.9512,164.9512,913,913,913,947.9,3.2913194444,947.9,1.2,-23.03,2.17,4.55,0.0507,0,0.1905600276,0.2382000345,0.05,,0,Kepler-1263,,,Lyr,K,0.84,0.8,5213,0.424054,,4.9,15,695,19.0989,46.7526,-32.3,8.416,1,0,0.505,1.21,-2.29,-0.17,-1.03,0.28,0,0,0,0.3,0,0,0,1,Transit,2016,,2.215595,2.000476,2.215596,2.000476
1314,Kepler-1264 b,Kepler-1264 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.49,,1.18,0.92,1.08,1.13,2659.287,2659.288,2659.289,1829.5,1829.5,1829.5,1864.9,6.4753472222,1864.9,1.4,-26.13,2.23,0.97,0.0191,0,0.0767735368,0.095966921,0.02,,0,Kepler-1264,,,Cyg,G,0.99,0.98,5791,0.969073,,4.17,14.5,814,19.3256,45.2115,-35.3,27.6251,1,0,0.738,1.739,-2.44,-0.17,-1.22,0.27,0,0,0,0.29,0,0,0,1,Transit,2016,,3.827479,3.297982,3.827479,3.297982
1315,Kepler-1265 b,Kepler-1265 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.37,,1.34,0.97,1.31,1.33,53.17008,53.17009,53.1701,688,688,688,725.5,2.5190972222,725.5,2.3,-22.15,2.55,6.49,0.0608,0,0.2970355046,0.3712943808,0.06,,0,Kepler-1265,,,Lyr,K,0.71,0.69,4630,0.196296,,5.25,15.6,581,18.9724,47.0795,-31.1,6.0546,1,0,0.353,0.866,-2.14,-0.16,-0.75,0.31,0,0,0,0.31,0,0,0,1,Transit,2016,,1.929514,1.811611,1.929514,1.81161
